,avg_log2FC,p_val_adj
FANCL,0.57663053,0.05172284969305165
GLRX,0.69867474,0.05175011759759375
ROMO1,0.03297492,0.052003180096539404
ORC2,0.35322595,0.05201315171766747
OSBPL11,1.0071865,0.052340970810292806
C4orf46,1.3067508,0.05235849569889235
GTF3C3,0.6281795,0.05245861705514287
MARCHF6,0.21795186,0.052461149030243265
XPA,0.4208902,0.052584023562670695
PARL,0.45853266,0.052722239319762394
CAPZB,0.12923163,0.052864553686073054
CYBRD1,3.540155,0.05306409416023938
ZNF266,0.28915262,0.0534091373287591
RASA1,0.2659809,0.05377918182543326
JKAMP,1.502884,0.05378943181964115
PTDSS2,1.7565535,0.05389962471251409
ZNF232-AS1,1.2641544,0.0539060491650613
NCSTN,1.0382643,0.05416953255422188
UBE2L3,0.05731534,0.05419530866981081
SEPSECS,0.46057007,0.054341082990914225
GOLGA1,1.903208,0.05441345816827323
NKAPD1,1.4254756,0.05466223326486273
NCLN,1.6285559,0.05466223326486273
P4HA1,0.61021703,0.05479738989073977
GTF2IRD2,1.9155847,0.054800006977690295
NAIP,2.6014318,0.05483519978682498
AKAP10,0.47521678,0.05483519978682498
ATG16L1,0.12981771,0.05500075469296588
DNAJA2,0.1947032,0.05503343923967693
MRPS25,1.3046304,0.05507134048271872
ECHDC1,0.5959023,0.05517988522451563
TRIOBP,1.9619764,0.05529648092553101
LEO1,1.0618043,0.055350282370498174
ZNF511,0.8529748,0.05535953587671656
KAT2A,2.3627043,0.05535953587671656
CCNJL,25.437168,0.05596340846638067
RBFA,1.6472774,0.05608542409896652
EIF6,0.45932862,0.05618373928541652
ANXA2,0.27118585,0.05622232363166722
MYO19,0.7771971,0.056311550008254566
AHCYL2,0.7638965,0.056400902788098714
CLPP,1.0648267,0.056400902788098714
ZSWIM8,0.80751175,0.05641560662444755
CERS5,0.21264347,0.056697739877324634
TAF1B,0.77994835,0.056817116106685224
TM9SF3,0.22561567,0.05688429087663062
IMPA1,0.30144742,0.05690313618809047
NDUFA12,0.110483654,0.057233262096388474
CCDC174,0.4625082,0.05744705638055349
GRAMD1A,0.30047616,0.05765746799774981
ZFP64,1.2644875,0.05769151309247312
ZNF280C,1.0460726,0.05769426179326202
MCU,0.29005107,0.05770517491632875
TYROBP,0.79579127,0.05771609208022017
TUFM,0.89451444,0.05772293119906946
HSDL1,1.8860852,0.05779103625790714
HCG17,2.0940914,0.05789470952838105
LRRC37A2,1.1295055,0.05795479911631626
CFL1,0.19399795,0.05812161991448221
SMG5,0.3756915,0.05820246625968785
BRI3,0.43034998,0.058390516578409254
DMXL2,4.4921074,0.05847168675101629
RBM15,0.23480931,0.058671570401602334
UTP23,0.31735975,0.05905634853460841
TBPL1,0.44621557,0.05909247776462085
PNKD,0.99843055,0.059260780943498
COQ4,1.6456506,0.059288664332581884
ALDH18A1,1.3144006,0.05943787314766521
TTC7B,1.6763676,0.05944907709757552
MED28,0.1486029,0.059488254253512764
HACD2,0.45172587,0.059488254253512764
NSUN3,0.3696866,0.05998308514555326
LIPC,4.271865,0.05999859598030149
CFAP119,5.123071,0.06006057071790691
ENOSF1,0.55853164,0.060076102015397544
ESCO1,0.041630358,0.06039239040952591
ABRAXAS2,1.0749258,0.060593690703410016
PLXNB2,3.8088994,0.06071161514290251
TBC1D19,1.7638975,0.060774226072745935
PTPN2,0.13897976,0.06086680531154086
C9orf72,0.720146,0.06132423744502107
DENND1A,0.39158738,0.06137877987321891
TCEAL1,3.1912465,0.0614807772833122
HEXIM1,0.20814373,0.06156855961696636
TRIR,0.07691472,0.061584422136907256
UBE2V1,0.13854468,0.061981359951866585
EIF2AK1,0.32765058,0.062296181433387096
MLF2,0.44314128,0.062472348222294694
FAM111A,0.7220036,0.06254965094429682
ZNRF3,3.5989337,0.0626007542653673
WDTC1,1.4921262,0.06264169922986139
TASOR,0.2586601,0.06264169922986139
CDK5RAP3,0.5844274,0.06273234581843119
SPG7,0.11609261,0.06277337376737355
MRPL47,0.18398905,0.06277337376737355
HOPX,0.6364837,0.06277633857249652
LSM4,0.9817072,0.06292288848233733
DDX54,0.43426836,0.06311083992415109
CPNE1,0.78340745,0.06371463287084449
CYTH2,1.2458746,0.06378290920901014
ZNF580,0.92621917,0.0637859112225991
MDK,1.9028605,0.06385125442043925
BTK,25.081661,0.06387208424562588
DISP1,1.6904517,0.06389004182812387
VPS37A,1.3817893,0.0640715455007591
TRIM71,4.17911,0.0642087235611067
CNOT10,0.04018868,0.06421926537413052
IMP3,0.42207244,0.06422230277558894
ALKBH8,1.415636,0.0642701204282901
PISD,0.24531093,0.06460987490039151
POC5,1.1002499,0.06472100256939303
ARFGAP1,1.1996487,0.0649768581315644
CENPW,2.085036,0.06526082215128681
BCKDHB,1.0929573,0.06534110022337856
PRKCQ-AS1,0.71634436,0.06573907792037069
C5orf24,0.48262325,0.065769576775977
SNAP29,1.112493,0.06577723498540988
ABCF1,0.14227448,0.06585348608577773
MED6,0.034554724,0.06596187535767617
PI4K2B,0.42251596,0.06624035559136057
POLR2F,0.6311211,0.0662756559137965
BUD13,0.87504196,0.06643533385551673
TRNT1,0.8867706,0.06670015920565057
FAM120A,0.045532707,0.06678659142842565
TMEM181,0.1726619,0.06733041202055846
ERCC5,0.20560469,0.06736154326334681
GPR174,0.2604505,0.06744404254970138
RAN,0.095865555,0.06782487935190339
AKT1,0.40348727,0.06794545862818976
SMC1A,0.20952618,0.06822643921949201
UBA6-DT,1.9825175,0.06824848522508012
SPATA7,5.208954,0.0684217112472749
POC1B,1.1376661,0.06844854232351595
CEP63,2.0953388,0.06845645980815812
SNHG19,1.6065193,0.06866652785179078
RGS2,0.2727598,0.06866652785179078
C8orf76,0.4637389,0.06870768087576161
PSMB4,0.31867695,0.06876951720898875
SUFU,1.6041967,0.06876951720898875
EXOSC8,0.9733202,0.06889629606677708
MPP1,1.4426693,0.06947558218816648
SUDS3,0.3288482,0.06953153358492835
CRTC2,0.38138404,0.06953476858956799
PCNA,0.6431515,0.06961955456340635
CXXC5,2.9861653,0.07006400234384874
SSB,0.13212417,0.07006400234384874
VPS54,0.2000475,0.07007690927633718
RALGDS,0.13465844,0.07027830668079889
LILRA2,25.21999,0.07046892128040137
MTA2,1.6811203,0.07049159535825322
SEL1L,0.15228756,0.0706211006972357
AMMECR1L,1.029275,0.07064867881277931
P2RX4,0.52665883,0.07072003671571056
KARS1,0.18208806,0.07120635644576473
ZNF385D,2.5152175,0.07159226329666643
TDP2,0.6586001,0.07189604677096806
CRNDE,4.5410213,0.0725964953152577
CCDC125,2.6612432,0.0725964953152577
HSPA14,0.3728619,0.07309732807626158
TRIM5,1.9467381,0.0731156880266473
TMEM192,1.7325261,0.0731374000747012
F11R,1.3765708,0.0731374000747012
ETHE1,1.2542793,0.07320588580217044
UBN2,0.7215182,0.07334302412714122
ZFP30,1.1375222,0.07355751045193414
SLC39A10,0.3470298,0.07357094436725348
VASP,0.44161913,0.07358272243949399
DDOST,0.54164296,0.07358272243949399
ZCCHC24,2.3674955,0.07367676498227563
CWC15,0.057167597,0.07381632965761267
SUPT7L,0.32304585,0.07409274701388546
BRCC3,1.3863993,0.07410120431129812
ATP10A,0.4065041,0.07415526288300811
UTP6,1.2959589,0.07435994420008799
MFN2,0.6167804,0.07497000064796934
MAP1A,25.116041,0.0752877908699988
JDP2,25.182625,0.0752877908699988
DDX55,1.2266773,0.07578383805888045
TCFL5,2.44094,0.0760821257805232
INO80D-AS1,4.264272,0.0761322238280521
PPCS,0.64237773,0.07622385827998983
AVEN,1.022492,0.07646463254207099
PLCXD1,2.1150775,0.07646463254207099
ZNF710,1.2010887,0.07725739959106061
DVL3,1.0312712,0.07756943426468058
ING1,1.2704887,0.07774169142259242
COX11,1.2671262,0.07795130720574249
CD302,3.1444528,0.07834361919740973
IDE,1.122959,0.07834361919740973
PGLS,0.4763733,0.07834361919740973
LY86,4.7824836,0.07839497555713007
NELFA,0.2498474,0.07844456704200378
MAN2B1,0.5300205,0.07844456704200378
DCTN5,0.28521243,0.07851548552511947
H6PD,1.3449231,0.07851548552511947
EEF1E1,0.6833344,0.07868240911844997
ANPEP,4.0438137,0.07868240911844997
RAB11B,0.5112975,0.07884074553574708
LASP1NB,3.7434149,0.07893515976632363
AP1G1,0.1414289,0.07899755788071856
ABCG1,0.37382716,0.07930128367093581
XPNPEP3,0.72079045,0.0794499291378372
PPP2R1A,0.17916769,0.07971017821641048
KCTD13,1.0854353,0.08000002229566106
C2orf69,0.5579183,0.08008296579379136
CYP2U1,25.245598,0.08033230155666043
RFX5-AS1,25.176668,0.08033230155666043
STX18,0.24188696,0.08037391591578816
CRHBP,5.117763,0.08059501713227638
G2E3,0.1232451,0.08066942911278373
EIF3D,0.16409086,0.08085300744962869
NBEAL2,0.18825293,0.08085663334911494
EIF4B,0.09616193,0.08095857117466583
PEX26,1.9874369,0.0810551486648658
GRAP,1.695454,0.08109161326313442
ERMP1,1.2983994,0.08142965055108224
FLVCR1,1.0729921,0.08144977666140192
SYVN1,0.979761,0.08151387014340139
FBXO45,1.3538544,0.08154501345822385
ARPC5L,0.044035666,0.08158716903337437
CKAP2,0.19444983,0.08171742914689308
NLRP3,2.1124125,0.08182029390678036
ASB8,0.39715663,0.08202635528406269
SYNCRIP,0.08719431,0.08202635528406269
LRRC25,3.0943942,0.08236030478762525
CNOT7,0.10630438,0.08245830885780618
CIP2A,1.9061465,0.08252863653807327
SWT1,1.5327834,0.08288291680112177
PMPCA,0.5003433,0.08304844109755884
DYNC1LI1,0.063254505,0.08315832284455618
PPP4C,0.16362773,0.08325713501464349
KLHL15,0.30336064,0.08328884597461426
GAMT,1.9061927,0.08370585416364922
SIPA1L2,2.299335,0.08417173013649175
PSME3IP1,0.4004523,0.08417547783240358
EFHC1,3.564999,0.0843262264738365
ARHGAP12,0.7094652,0.08444887582830271
ZNF493,0.75698364,0.08499608757543364
RPGR,0.25440288,0.0850625454215837
CEP128,0.3002878,0.08568391430652553
CENPE,0.34390327,0.08638609418483961
GTF3C5,0.7926979,0.08662703517520418
HINT3,0.3347555,0.08742332154865255
PDPK1,0.36663517,0.08755563654568597
PSMD2,0.383712,0.08765886847906838
RIGI,1.134667,0.08766270724816369
ERP29,0.10046035,0.08773677321947079
NUDT1,0.71296185,0.08802585910262292
DRG1,0.6309613,0.08815105523173493
TERF2,0.30539456,0.08847279718343826
STOML2,0.86419743,0.08856514565442279
ZNF26,0.2834136,0.08874029640147353
VPS28,0.277035,0.08875600089754039
ZRSR2,0.31787744,0.08883085228558421
DENND6B,1.8799413,0.0890360816732697
ATP6AP2,0.06269666,0.0891052018862735
TMEM65,1.0885906,0.08930502672592518
KATNBL1,0.63914233,0.08934459535052047
ARMC1,0.82141304,0.08946747271476686
HERC2P9,1.3779095,0.0896262524235695
CACYBP,0.29014423,0.08978118523226467
PAK1IP1,1.6848222,0.08978118523226467
LZTS2,3.6846,0.08978118523226467
TM2D3,0.33107725,0.08998827364223495
ECD,0.039460503,0.09017180000889247
STN1,3.1447358,0.09028364656884418
HSPA4,0.34992528,0.09043764775350784
RBM12,0.51933146,0.0904416005737583
SEC22C,0.30727914,0.09044747525240614
NCOA2,0.18160151,0.09044747525240614
PALD1,1.9375614,0.09044747525240614
CCP110,1.1820197,0.09060772642296668
CWF19L1,0.20503868,0.09062974744710471
CAPN1,1.0154312,0.09085657442266273
NAPB,1.259798,0.09096914364507463
TMEM63A,1.9281752,0.09097313123571225
RAB5B,1.4787568,0.09100126866094319
PKD1,1.0257391,0.09101130149248426
ALG10B,2.6639593,0.09122478724343566
TBRG1,0.0863315,0.09122478724343566
MTOR,0.43354875,0.09166928764008485
SPTA1,0.9419649,0.09187396767264766
C1orf35,1.0294168,0.091969329248485
UNC13D,0.70993805,0.09208916580674284
ZNF718,1.2440001,0.09227424401341831
FBL,0.54004145,0.09260254403148716
SCGB3A1,3.587093,0.09268014930378278
TTN-AS1,1.1984704,0.09318202663070332
COPG1,0.3147442,0.09343685461210875
ZNF141,0.8003467,0.09387401402116892
MROH1,0.72433054,0.09387809520574669
UFD1,0.13982564,0.09397521207849605
LTA4H,0.9757236,0.09409725784989321
TTC5,1.8832537,0.0942940842837752
ZFAND1,1.0200582,0.09437910990342455
ZNF138,0.6356556,0.09506412172352492
USP34,0.1856075,0.0953631517995643
CSF3R,3.3315246,0.09580993356633127
CMTR1,0.6842147,0.09580993356633127
MRPL33,0.104821555,0.09580993356633127
ABHD16A,0.6690165,0.09630720718234703
RNF169,0.1492353,0.09640643745708288
NECTIN1,2.724281,0.09682772688312195
LLPH,0.29686922,0.09682968452559346
NHSL1,5.524391,0.09682968452559346
H2BC11,2.4161816,0.09704410183432331
CLPB,1.835741,0.09723336760677417
EDEM3,0.72747636,0.09749975248991802
TRMT13,1.3433383,0.0977815602340708
ECHS1,1.2517335,0.09781143457300419
VPS29,0.2971368,0.09786058439809246
UNC45A,2.443296,0.0979097567875283
ACSL4,0.09309167,0.09818191559894852
THAP12,0.13748531,0.09825699943749096
MAP2K2,0.37756503,0.09844180373065592
OTUD3,1.0443933,0.09849768197831478
RBX1,0.06424241,0.09857943266600683
HSD17B11,0.45320868,0.09912126907712455
SPAG1,0.45160803,0.09913626255151539
LSM12,0.082853906,0.09913626255151539
PGGT1B,0.15017547,0.09992884927109605
GUSBP2,2.4414809,0.09998542767420378
SLC16A3,1.1630021,0.10028867402912538
INTS14,1.0849702,0.10032120351924312
SERAC1,2.390415,0.10032120351924312
GANAB,0.5970325,0.10056841700639316
TMEM161B-DT,1.2961813,0.10082273280780633
GPR89A,0.07333494,0.10100500899583258
CDC37,0.20219865,0.10122060127642571
ANKRD33B,1.5841081,0.10161979561010676
PER3,1.4641237,0.10256945895225322
S1PR2,1.5513061,0.10257379687702604
GOT2,0.9145257,0.10261156387712432
ZNF682,0.326533,0.10263596990597529
CCZ1,0.07892963,0.10282770843957185
STX3,1.8160033,0.10284546076723033
XPNPEP1,0.2812283,0.10303081917555124
PIP4K2B,1.8230121,0.10316709033674651
MMGT1,0.39464244,0.10325880554584525
GALNT4,1.4534277,0.1033640425130363
UHMK1,0.041871816,0.10337515381652278
USF1,0.93787116,0.10370288057228184
EIF5B,0.09294898,0.10390304988235184
PUF60,0.21479985,0.10418478106586535
PIGG,0.7735029,0.10424337568451342
DPY19L4,1.8023877,0.10429963710018379
UBE2J1,0.08477053,0.10429963710018379
COX19,0.17374869,0.10446004757518965
BABAM1,1.0449618,0.10464785026953638
CSF2RA,3.6318982,0.1046658752544786
TTC19,0.0220823,0.10471790352538544
H3C10,3.5127378,0.10503556823049723
PTCD3,0.11089137,0.10531304239817449
NAGK,2.0550218,0.10543371709204498
FRA10AC1,0.6793873,0.10545631474403083
BTAF1,0.20336275,0.10561137033186517
IFITM3,1.9587086,0.10586266344209201
FAM217B,1.3936596,0.1061350941371832
CTSD,0.55216193,0.10626104733411566
PPP1R9B,0.920561,0.10634129448736877
ICAM3,0.34009516,0.10636645920206353
PEF1,1.0965645,0.10646056550716189
TRAPPC1,0.1699161,0.10714717896230747
LAMTOR2,1.3646445,0.10788182357241015
SPOP,0.53213346,0.10790727400694061
FAIM,3.6855545,0.10793273245744175
FSCN1,2.9582765,0.10796273876561853
TRAPPC6A,0.9582649,0.10797426072954558
MBOAT1,1.0838532,0.10799276611502703
KDM1B,1.157657,0.10812300259836939
PSMD7,0.04567369,0.10825793383345894
RIOX2,1.6318682,0.10825793383345894
CHMP1B,0.15622105,0.10834644581326348
MAP7D3,1.8752731,0.10852365406638906
PIGP,2.8092735,0.10896343374793027
CCNL2,0.07781727,0.10905946454181052
PBXIP1,0.24748357,0.10924009532277748
PAM16,0.63630146,0.10931517802215644
FKBP8,0.7199526,0.10954559471757978
KPNA2,0.036280382,0.10968201544750936
OSGIN2,0.52563554,0.10976442923728018
SCYL3,1.2540148,0.10987521420296137
MBD1,0.43896362,0.10994576886988663
TTC38,0.63240427,0.10994576886988663
TBK1,0.07352239,0.10994576886988663
CTSO,0.72758424,0.11007798087835449
ATP6AP1,0.6956848,0.11019368593424048
PLEK,0.48400214,0.11053944297093188
TMIGD2,3.5687044,0.11115037248916664
RBM15B,1.3034227,0.11139835142253882
RAB5C,0.057904117,0.11160125268370585
THAP4,0.7206586,0.111639075560386
UQCC2,0.925351,0.111639075560386
SYNJ2BP,1.1537268,0.111639075560386
TNS3,2.630404,0.111639075560386
WDR37,0.0616099,0.111639075560386
SAE1,0.8115918,0.11183764558532408
OGFR,0.5366606,0.1120868951498961
TBCB,0.21748278,0.11285443808278385
TPM1,1.7255759,0.11354887001566157
COG6,0.31603047,0.11406157098002649
NEK7,0.10546638,0.11447833405586379
CYB5R3,0.24380437,0.11466645716690102
SDR39U1,0.7049489,0.11482544479015482
PI4KAP1,0.9282599,0.11510236915944044
DDX20,0.41907173,0.11518816943057522
RRN3,0.026673678,0.11519295925094476
PSMD9,0.26730224,0.11523939412167504
DCAF13,0.36397558,0.11523939412167504
AACS,1.1147395,0.115827648480623
ZFYVE26,0.9000121,0.11612884569009994
DNAJC21,0.094335906,0.11641583424251015
WASHC2C,0.27981976,0.1170587966701491
MRPL4,0.9048286,0.1170711002997435
MTIF3,0.7168338,0.11715811923498573
ZW10,2.3494115,0.11726014908737625
BNC2,1.2153932,0.11782924712643014
UBE2H,0.0487078,0.11782924712643014
PARP4,0.07414491,0.11787917421519124
IL11RA,1.5417048,0.11792912105120378
GTF2H2,1.2875751,0.11793399654926157
HNRNPAB,0.1239389,0.11808923849830075
TSHZ1,0.1736863,0.11810390777921782
POP5,1.0809238,0.11810390777921782
GGA1,0.5389952,0.11810390777921782
IMPDH2,1.8241233,0.1181388992801541
SPICE1,3.2362719,0.1181663766784655
KIN,0.37626448,0.11817881020955537
CDC42,0.18115357,0.11882226104899302
GAD1,2.9575946,0.11888011929811375
CANX,0.07763529,0.11910192112257441
SOCS4,0.5105865,0.11919252592472777
SNUPN,2.8905404,0.11922517776651483
DGCR2,0.47024822,0.11922517776651483
ULK3,1.1374927,0.11927563175465829
SRPRB,0.71713275,0.11964506644899472
TLNRD1,0.7590016,0.11986308817463784
ASXL2,0.40581992,0.11999757759091097
TNPO2,0.5785446,0.12001018454597082
ZC3H7A,-0.03984051,0.12008379103445888
DDX50,0.08509923,0.12014217773412694
DNAJB12,0.5562751,0.12028456560022689
SSBP4,0.18984121,0.12032775769358951
ZHX1,0.22866176,0.1204294742990392
ZNF345,0.89556175,0.120554218865662
METTL22,2.0319824,0.12086558023928119
NRROS,3.6355553,0.12110080336453043
TMEM39A,0.024450114,0.12125182480922919
DTWD2,1.5448647,0.12144918158690107
ATP5PO,0.041082352,0.12207912009204212
CEP76,1.0883238,0.12235504453332183
XRCC4,1.6598357,0.12238842038771397
VAMP7,0.40532157,0.12243998867520445
NBAT1,25.038948,0.12317784412460356
DIS3L2,0.076773144,0.1237238193433325
STRIP1,0.109213874,0.12384625594548292
MTHFS,1.5158918,0.12440800168433132
ATP6V1D,0.32779953,0.12451527693731491
RBAK,0.8356327,0.12495337627377631
EBLN2,1.92961,0.12497942417789118
BAG6,0.4888263,0.12532401166516957
ABHD3,0.07655687,0.12605806303151956
TMEM241,1.3301518,0.12679293519882426
RAD17,0.415059,0.12679293519882426
ARHGAP35,0.33347905,0.12686197512557093
TMEM50A,-0.024647351,0.12724248486806242
MCUR1,1.3002326,0.12724248486806242
FBXO30,1.4522247,0.12724248486806242
MCM3,1.8070959,0.1274960319147944
MRPS11,1.3140637,0.1275653937622068
CFAP20,0.51049864,0.12768294551131557
NUP43,2.1425264,0.1284688600724218
AFG1L,2.1308084,0.1285386522504363
PEX2,0.29484925,0.1285681006930985
ZNF146,0.87861377,0.12861087107611327
PTS,0.10274851,0.12864842094926648
STIL,1.4667107,0.1288581709537879
NAT10,0.7319445,0.1288581709537879
ACVR1B,1.9725286,0.12909817798719384
DOK3,3.203355,0.12916016315376874
GTF2A2,0.0576569,0.12975005506782442
APOBR,2.8261824,0.12991241777905596
PRMT3,0.16303526,0.12991241777905596
DECR1,0.07889325,0.1303989296359902
SYAP1,0.17003176,0.13057587918502936
FBXO9,0.38509455,0.13091398273342097
MRPS27,0.40377071,0.1309193003507197
TXLNA,1.1001911,0.13094101552071874
PCGF6,1.4775931,0.13118423591445824
PIK3C3,0.28346813,0.13129633073699795
AGA,1.4036056,0.13134275105763313
DCAF15,0.68597126,0.1322216241610823
MTCH2,0.35847318,0.13230963950251998
SCO1,1.475029,0.13247754147351248
N4BP2L1,0.20487791,0.13247754147351248
IWS1,0.08522708,0.1328446034315304
TSSC4,1.0919921,0.13286365980661183
STMP1,0.056958526,0.13286365980661183
ZNF587,1.0933701,0.13299354627705431
RAB12,0.079138406,0.1330653793253894
ELP6,1.5263747,0.1331621791972431
CIZ1,0.6023028,0.13349207728178053
ARL6IP4,0.042012695,0.1335308058979958
FASTKD1,1.4339757,0.13363622195999258
SLC25A16,0.16878028,0.13380010906756298
MAU2,0.09951273,0.1339249158789044
MMD,0.46612823,0.1339249158789044
IL15,0.6488859,0.1340723784813306
SCML1,1.4299569,0.1345633415979653
RAB40C,2.1309717,0.1349045068507235
MCM4,0.97975224,0.13526027625571466
EMC1-AS1,0.71384466,0.13528805919276077
SPATC1L,4.1602607,0.1355716770548975
POLR3B,1.0639559,0.13590650072468471
HYI,3.5405462,0.1362250720405696
ELOC,-0.012880149,0.13644245778349726
FBXO28,0.06943606,0.13654976653745798
TMEM184B,0.57020104,0.13663167148323221
HDX,1.1576033,0.13700270001759166
DUSP12,0.5286934,0.13722663491042256
GDF11,2.923679,0.13722663491042256
LY75,0.34236532,0.13743380938350364
AAMP,0.8950278,0.13743380938350364
BLOC1S2,-0.013902174,0.13763526543135315
HAPSTR1,0.5053462,0.13763526543135315
GSN,1.9387227,0.13770062587250975
NKAP,0.27470452,0.13812541792608135
SYNRG,0.07626513,0.13865696935695274
SSR3,0.20527102,0.13876830878138707
AGPAT4,0.8983224,0.13885132148620646
SCART1,3.4491644,0.13894298388211873
ERLEC1,0.052175652,0.13912646134194773
CNOT2,0.1740906,0.13924414278960545
PSMB8,0.08283492,0.13933602254688443
ARL14EP,0.78999996,0.13988307005063444
ACAP3,1.1368349,0.1399319997625432
MAPKBP1,0.8486424,0.14006757134938974
SGSM3,1.6115975,0.14028131482615086
LRP5,3.333037,0.14029565269387484
PCTP,1.8321959,0.14058185412466417
RAB3D,2.0599163,0.14058185412466417
SMAGP,1.2727228,0.14058185412466417
GAK,0.051314924,0.1406483816058272
SMCR8,0.6815945,0.14066276334006986
GPATCH11,1.7778759,0.14069454085842137
EMC8,0.39526248,0.1407350248641663
RAB32,25.027819,0.14219653463225956
HVCN1,4.2264686,0.1422373504891776
CELF6,2.5023909,0.14225184890518375
DNTTIP2,0.07553152,0.1425267974554323
NUBP1,1.3497629,0.14260861340372183
PLXNC1,0.14220247,0.1428079330898899
ANKRD26,1.4542474,0.14281368742939832
ZNF217,0.07706211,0.14297798995817626
ACLY,0.22569396,0.14317468178210488
PTRHD1,0.41044644,0.14352180363046352
RSL1D1,0.038783267,0.14356295181278608
CCDC28A,0.33592153,0.143769162733306
GLB1,0.5631654,0.143769162733306
PUM3,0.15405507,0.14414714050138494
MRPS15,0.37661448,0.14475416750203066
DERA,1.2668391,0.1453932177902637
SDHB,0.11123356,0.1457058345573874
PRDM10,1.0904201,0.1457058345573874
RBMX2,1.0350316,0.14580120860748436
TCAF1,1.4816433,0.14593247904562864
TSEN34,1.5834602,0.14724274010128074
TFEC,3.8794227,0.1475527140716752
MAVS,1.0955886,0.1475527140716752
PPAT,0.80654705,0.14772736124146266
ATPAF1,1.1684833,0.14821965770145362
MFSD14A,0.1283113,0.14864639336935281
CPPED1,1.882188,0.14871557970136323
PRKCSH,0.24136491,0.14871557970136323
ZNF577,3.014598,0.14871557970136323
MPHOSPH10,0.104549065,0.14895516628020466
VCP,0.04636891,0.14924388878740488
UNG,1.5947082,0.1500550468517936
TMEM185A,1.6415534,0.1502812436269557
STT3A,1.0058352,0.15055046707038017
CHM,1.7420999,0.1508200864014492
ATP6V0D1,0.6634512,0.15116389712853473
AGPAT2,2.2561026,0.15116389712853473
PPP1R1C,3.872145,0.15124048818257668
COPS2,0.021652227,0.15124048818257668
AGAP6,0.9967162,0.15128942686234845
GRIK5,3.9365337,0.15166186159150946
NLRP11,3.8698905,0.15166186159150946
PHAF1,2.0248854,0.15175116065218963
SART1,0.3128072,0.15196694833875501
NADK2,0.637987,0.15196694833875501
EIF4G1,0.20021373,0.15207493741035294
TCHP,1.9443454,0.15262877598075533
TOLLIP,0.5192149,0.15274320647062073
ZNF395,2.8503249,0.15287957568544366
HSPA1B,2.9074466,0.15295367826623094
PARD6B,1.34169,0.15295367826623094
ZNF721,0.053242456,0.15295367826623094
ITGA5,0.5081852,0.1536283428520229
ALG9,0.27100956,0.1538121379064786
TNFRSF21,24.990772,0.15461204405345028
TRAPPC6B,1.7048963,0.15477798893210176
CARF,1.2104174,0.15480905072869544
QKI,0.13844703,0.15480905072869544
CHMP2B,0.13911879,0.1550976048405001
PRMT7,0.6827371,0.15596308908096895
HEATR6,0.77083814,0.15603550423168816
CAP1,0.008481411,0.15625956693806314
WDR59,0.5654431,0.1565693334918239
NPC2,0.5825093,0.1569842572368641
CDK7,0.29184732,0.15713322866883217
TMED5,0.0056518167,0.15727896361791707
CA5B,0.47138625,0.15772407926664847
PSMG4,1.0365287,0.158195584325493
ARHGAP23,2.814188,0.15821136295980734
ANKDD1A,0.8280483,0.15879308609937898
PTPRN2,2.4884434,0.15888577902601791
PUS7L,0.76822007,0.1590458378260582
MMADHC,0.1492053,0.15974590046935555
TMEM242,0.64493084,0.15980664469635908
GGH,2.117117,0.15980664469635908
EXT1,0.49364072,0.16010564086900325
NSMCE4A,0.48907134,0.16010564086900325
NDC1,1.5057521,0.1602279880863695
TTC32,0.9359254,0.16026614868488942
ZNF160,0.86925435,0.16026614868488942
FGFR1OP2,-0.00819835,0.16026614868488942
PSMD5,-0.05770515,0.1609185446930387
UBTD2,1.9181764,0.16097969148640773
TSPAN32,0.98890036,0.16132625913413043
FBXO8,0.5486215,0.16135202859044756
NADSYN1,0.23203242,0.16148489345937253
ARNT,0.2947104,0.16220340698527708
ZNF677,2.8689363,0.16222928094280326
FBXW8,1.5135545,0.16234316836312596
PCCB,0.86628383,0.1624145378483105
SCAMP3,0.66409177,0.1624145378483105
MICOS13,0.23023696,0.1625089575696252
HSPBAP1,0.9278607,0.1627895733628372
GPS1,1.2036769,0.16291014729416142
FTSJ3,1.6535522,0.16307350122813577
TMEM94,1.3465005,0.1631682357018212
AVL9,0.27436388,0.16350878595134208
NAA10,0.55834836,0.16403029693475135
ATF1,0.46096477,0.16403029693475135
ZC4H2,2.0962367,0.16477779437954784
RBM23,0.10634512,0.16478420268891394
ARL2BP,0.28065243,0.16483022066705771
CXorf38,0.62410796,0.16493220354006835
GIT1,0.7734651,0.16505754899054295
RAD23A,0.18774366,0.1653481761997275
ADGRG5,1.2397231,0.1653481761997275
NIBAN3,3.224218,0.1655830696338953
DFFA,1.3893774,0.16589435377731426
MTG1,1.2211056,0.16589435377731426
FIBP,1.013875,0.16595059045537586
SSBP1,0.0941703,0.16638562661315803
TMEM64,0.60229015,0.1665383167434005
RBCK1,0.20335531,0.16719486510910583
PNO1,0.14780207,0.16755227442448486
ANKFY1,0.40028915,0.16755877232616673
BANP,0.12358838,0.1677359448731521
SPRING1,0.8038249,0.16803393307617037
NMT1,0.6399524,0.16804044777115892
CRADD,0.9812624,0.16806708569067685
TRMT61B,0.49805045,0.16842600007088307
THYN1,0.8564927,0.16849300338307846
SLC35A3,0.0068382435,0.168738061178082
ZCCHC3,2.2263918,0.16879507494051366
HDHD5,2.8548074,0.1689531017604078
MMRN1,3.8099225,0.16904049349217812
