,avg_log2FC,p_val_adj
SOX4,6.1987524,3.51806320842282e-102
GNAQ,3.9744527,5.515848188090565e-95
CHST11,3.1819494,1.6573735598974225e-94
MYO18B,7.342439,5.478173595159408e-93
SIPA1L1,3.3868957,2.36072778806873e-91
SPINK2,7.1373644,1.6546118268112431e-90
ZBTB16,4.5658813,2.0761470628735474e-90
DLEU1,4.784503,8.990943878552517e-88
HACD1,7.56297,6.7734507423582325e-87
CHN2,3.5513718,1.14324269773134e-84
SLC12A6,4.39326,2.0057255599861543e-84
TNS3,6.856972,5.264391142598409e-84
CUX1,3.2730956,8.089944920796709e-84
STAM,3.7522147,1.2081087881724742e-83
CLEC2B,3.012706,8.326844666589807e-82
MED12L,6.9934564,9.845274287549909e-82
GNA15,5.287904,2.1501487250343735e-79
SPTBN1,2.9121149,3.658791179799856e-79
SERTAD2,4.5050607,1.370393853489119e-78
TPM4,3.7287376,2.178404786746532e-78
CDH4,8.537187,3.431478488436726e-78
CSMD1,7.6728625,1.467855501282909e-77
MCAM,7.4826407,6.2298432752357265e-77
DNAJC1,2.845099,3.062693720043827e-76
CDK6,3.9480305,1.7947231126725636e-75
RNF220,4.544275,2.2143581600513927e-75
ARPP21,7.4090805,4.88933915412556e-75
SPRY1,5.259859,6.001817740434369e-75
TRIM24,4.867042,8.658938576852997e-74
SPIRE1,6.4629393,2.6351366864308886e-71
SLC22A23,5.479459,4.779015084638692e-71
RORB,6.8030577,5.027733758804227e-71
ZNF704,6.0734572,1.9388532355385884e-70
CD82,5.1088953,6.633725169413508e-69
GSTP1,2.7962608,9.990418500185978e-69
MAL,3.9828362,6.834432067783706e-68
STMN1,5.007782,1.004157370920792e-67
XYLT1,3.1578877,1.1722478381007371e-67
ACSM3,7.8029776,1.583864218142833e-67
RUNX1,2.545242,2.0242943691445187e-66
ATP2C1,3.4490764,1.0276078250106208e-65
LRP12,6.4100037,1.892592373916233e-65
MEIS1,9.440994,1.938567870084565e-65
PHEX,7.670558,1.0239012045551743e-64
SEC61B,2.277687,9.040632542862057e-64
TLE1,4.1782684,1.1767626799459424e-63
PALM2AKAP2,4.8073187,1.595703522088503e-63
TAFA2,4.7007174,3.973876079788371e-63
TRDC,3.479908,4.766705856355482e-63
PTPRG,9.521561,5.683186270775483e-63
RYBP,3.0175004,9.554315536238389e-63
SSBP2,3.1687365,5.775472865100346e-62
PCBP3,5.0957756,1.4551368400916695e-61
RNF130,4.0657187,2.5806667402084792e-61
MICAL2,3.9777699,3.9686235703405655e-60
MAP7,7.059664,2.1236604029926346e-59
GRK3,5.6161585,7.173752947067508e-59
ARHGAP32,4.2638874,4.586582483271126e-58
SLC39A8,3.826196,8.842291139609003e-58
LDLRAD4,2.8713348,2.4283471526581353e-57
PTMA,1.0930214,1.3711387564594484e-56
ABTB3,2.769383,3.9316654355423774e-56
IGLL1,30.28016,1.3081634528122882e-55
GLUL,4.407924,1.5340918106997079e-55
PCNT,3.7710876,3.8767564478393324e-55
MARCKSL1,4.1332226,4.031144494842049e-55
ITM2A,2.7595701,4.783841377520168e-54
NTM,9.279794,6.091838984218522e-54
ERG,6.5467267,2.0662472584308682e-53
PRDX2,2.6683803,2.5687141181161822e-53
SLC44A1,4.640019,3.343450929826615e-53
TIAM1,3.8407085,3.5588464803569986e-53
PDE10A,6.856733,3.7560953556768013e-53
TGFBR1,4.174393,3.90826859526375e-53
ARHGEF7,2.5773592,9.074514537829954e-53
ANKRD28,2.4696038,1.6963691576224244e-52
STT3B,2.0664573,2.2431516351517596e-52
NBAS,2.5427167,1.0981380843929304e-51
KLRF2,29.549974,1.4129878283100523e-51
MAPK14,2.6943817,3.215884445081665e-51
LAPTM4B,5.3902464,3.263047578871007e-51
JPT1,2.9520905,4.5266316570831907e-51
TSPAN7,8.418587,9.62672694655245e-51
PEAK1,3.8421535,1.5386061864395392e-50
MDK,6.5951905,1.619653321426606e-50
TIMP3,8.06466,4.67275397091517e-50
CHSY1,3.8558524,4.730305992305814e-50
HMGB1,1.6890026,5.1201556664459045e-50
EEPD1,4.700089,1.3081283622825676e-49
AKR1C1,7.5821514,3.2209897480399475e-49
KIF5B,2.2557619,1.0493822306715498e-48
CABLES1,5.9970875,1.3795240096575594e-48
FCHSD2,2.6440713,3.680312108416637e-48
PRKCA,2.188138,4.8316923607163503e-48
HOMER3,7.4783707,6.267845747349171e-48
MSI2,1.9354322,7.099984587328443e-48
JARID2,2.1340861,9.939101505628511e-48
TRIB2,3.7499807,2.3364669202135004e-47
HS6ST1,4.9423075,6.489006828307641e-47
GIHCG,4.7270856,6.699640195469271e-47
ITM2C,4.177969,6.751703745517253e-47
LGALS1,3.4862971,1.081206229390123e-46
MT-CO2,0.57653165,2.054083247581717e-46
MAML3,3.9680746,2.9259378143617472e-46
SLC25A33,3.283759,4.313402642575429e-46
GAPDH,1.8073634,4.624573486494822e-46
NTRK3,29.22312,4.918783991087827e-46
ABHD17B,2.7442203,6.408451570411014e-46
MIR181A1HG,3.2585826,1.1276801797079428e-45
TMPRSS9,6.4266963,1.4299196123749533e-45
OSBPL10,5.6600814,3.6767243451892574e-45
ATRNL1,8.786731,6.630257338112498e-45
ETV6,2.5996716,7.024810645680986e-44
TYMS,6.0809507,8.569475784594297e-44
FTH1,1.349202,9.36954791899712e-44
STRBP,2.7483902,1.8673755392081827e-43
TLE4,1.9910573,3.608925318811194e-43
BMP2K,3.9306846,3.677773244421063e-43
LINC01221,6.7388687,3.957256384382804e-43
GALNT7,3.0396254,6.304453513093616e-43
OXR1,2.5435524,7.21560178110844e-43
SEPTIN6,1.9520509,9.177532141622236e-43
RGS9,4.952482,3.213856681989271e-42
PLCB1,2.395666,5.833299874688116e-42
ZFP36L1,2.5134838,8.470346289770976e-42
ZNF710,4.4165573,4.988451043754892e-41
PLCL2,2.136779,5.16012160031254e-41
SMIM24,5.575984,6.629410898155881e-41
YWHAH,3.0383546,8.158110366791993e-41
MB,29.176123,9.497481742798742e-41
MACROH2A1,2.7289107,1.428090014756796e-40
RHEX,6.5395517,1.4442394913472177e-40
MXRA7,3.2268767,2.4743039646492782e-40
MYB,6.088584,2.6638204352577284e-40
CAT,3.752105,6.275332195940693e-40
B4GALT6,6.3577576,6.637702773258176e-40
GALNT2,2.957729,6.680506432022757e-40
GSE1,2.4160347,7.981676863875379e-40
AUTS2,2.2594023,1.0983198506042625e-39
TUBB2A,3.3106499,3.4724614066141024e-39
PPP1R14B,2.7750664,4.437984746596927e-39
MYO1D,3.1689074,6.750666392549861e-39
LSM7,1.7696761,1.0461718372276912e-38
MBNL1,1.3181725,4.098841586745721e-38
CCDC88A,3.3776052,5.467704883759688e-38
ST3GAL5,2.8321443,7.871533066676413e-38
FRMD4B,4.3311477,1.5776431187084187e-37
MT-ND2,0.793652,2.048514443569974e-37
QSOX2,4.508187,3.8706795036669036e-37
CD2AP,2.023474,4.615889820529786e-37
HOPX,2.4052582,5.68171986823731e-37
TNFAIP8,2.2396245,9.358052952928267e-37
BNC2,3.7915292,1.838591562401076e-36
ELF2,1.8766088,2.08419137407316e-36
ZMIZ1,3.1468947,2.242197937705831e-36
MLEC,2.8446176,5.7752617977218246e-36
P2RX5,4.585622,7.877380318608583e-36
DAB2,6.284582,9.824966613419417e-36
BCL7A,5.916638,1.3012032553995738e-35
TRH,8.193471,1.789857606943659e-35
NME2,1.6372952,1.9552970940543976e-35
TOX,1.9391601,1.9870374853243452e-35
KRT1,8.142152,2.2862148044657335e-35
COMMD3,3.5168333,2.4007884746816963e-35
MAST4,3.1303074,2.723434808578803e-35
CDK17,1.4612756,3.956721463342581e-35
SPINT2,3.4720638,5.482334146567165e-35
SATB1,2.13891,6.695724923665e-35
KIAA0232,2.2209663,1.4194784657735788e-34
MAPK8,1.7764635,1.5533190920591687e-34
CREB3L2,3.4427197,2.2634882927969615e-34
ERN1,1.9602251,3.1039234666534996e-34
OBSCN,3.5538778,3.722613408024806e-34
BMI1,2.8946903,6.385820627877696e-34
TTC7A,2.049446,8.941372736047872e-34
SMAD2,2.3619297,9.27410859540916e-34
POLE,4.601183,1.1391589793603377e-33
PELI2,2.281473,1.1788519980504311e-33
MBTD1,2.4348311,1.6005196253967124e-33
H3-3A,1.3243468,1.8645335445299415e-33
TAF4B,2.4360836,3.1810389736459104e-33
PTTG1IP,2.9692237,6.852613796167084e-33
MZB1,5.289606,1.6414772410075069e-32
BEX3,3.191529,1.7717909355311434e-32
DYNLL1,2.2899368,3.538729477060903e-32
MT-ND4,0.5822303,3.5788544039015676e-32
LINC00470,7.0103507,6.533077101251708e-32
SVIL,2.4645622,9.573992205861518e-32
ABRACL,2.2438762,1.5829649559572e-31
PARD3,3.9616005,3.041544449687655e-31
SNX5,2.7575276,4.943590386309801e-31
CDK2AP1,3.8866687,5.373947199191674e-31
FGFR1,3.9248996,7.383450362546583e-31
PKD2,2.9248798,9.1903164192842e-31
ELOVL5,1.5659227,1.0969644730487272e-30
CENPV,3.4467554,1.6639408408600723e-30
ZNF827,2.047656,2.2564947611611967e-30
CNOT6,2.6094549,2.5596722644744593e-30
PMEPA1,3.270176,4.867506855779114e-30
STAU2,2.6091943,5.229658335739711e-30
FARP1,4.6487613,5.379998090723396e-30
ATP11A,2.7374742,6.0721525367792824e-30
N4BP2,2.057383,8.481834704649568e-30
NREP,4.4573326,1.510794797584557e-29
CXADR,8.202158,1.5374238035023242e-29
TIMP2,4.0353937,1.675388075563273e-29
ITGAE,2.2943883,1.6940390027169698e-29
CEP70,3.3840668,1.9061126493684367e-29
ACTN4,1.9788656,2.1491203272670272e-29
AGA-DT,3.6344707,2.7242740760977854e-29
ACADM,2.9448519,3.431466202518414e-29
ZBTB8A,7.177332,4.78413776658684e-29
MBOAT2,6.230285,4.972665679483787e-29
TM7SF3,2.7598853,5.114113786610872e-29
CAPG,4.9485836,6.378054292712287e-29
LINC01163,4.568749,6.629057785323914e-29
CASC15,5.3056397,7.007557437736785e-29
LINC02384,5.285692,7.100766277140392e-29
RGS6,7.999815,7.764410677421897e-29
SNRK,1.550428,9.277044551864222e-29
DSTN,1.7663387,1.158337672735105e-28
CAPRIN1,2.0805213,1.3318479475989157e-28
PDE7A,1.4668208,1.9660801642604184e-28
SPTBN2,5.5311837,3.0821447727702343e-28
BNIP3L,1.8854452,3.2973844156380156e-28
BCL11B,1.4281744,4.239202906266477e-28
PLIN2,2.1577592,4.487523876014248e-28
LAMA3,8.297341,6.550243101330264e-28
TCF12,1.472979,7.549370394540252e-28
YWHAQ,1.695616,1.656097194538796e-27
FPGS,2.7279592,1.9384892015151298e-27
PCLAF,5.0495276,1.9923944165183342e-27
LLGL2,2.3020365,2.4097215235094137e-27
FGF9,6.2258034,3.448209642744594e-27
TPO,8.178305,6.356059197534175e-27
TOP2B,1.7657038,6.517978290872716e-27
ZNF718,2.8344514,7.437447415166006e-27
ZKSCAN1,2.5683064,1.1207806749322874e-26
PPP3R1,1.5907326,1.308846843526166e-26
LTBP1,6.1627483,1.3891705714052635e-26
SMARCC1,1.430154,2.4658402154434175e-26
DPF3,4.56853,4.5934486987969424e-26
LAT2,3.6443028,4.699344171472704e-26
PRDX1,2.3439689,4.905283476885163e-26
TAGLN2,1.4578128,5.151156456224821e-26
GAB2,2.3892386,7.636189535475394e-26
GRK5,1.548758,7.874486766021347e-26
DUSP23,2.8604772,8.956213327989072e-26
NT5C2,1.8015364,1.0063880719418688e-25
DANCR,2.1074238,1.2744394306769396e-25
MT-ATP6,0.44165295,1.6999873421512598e-25
P4HB,1.9943475,2.0102301486108893e-25
ITGB1,1.5609231,2.567508934231942e-25
NFRKB,3.1011806,2.8900565821387113e-25
HOXA9,7.4464474,2.961781042164001e-25
HSPA9,1.4081105,4.783609192001254e-25
MLLT10,1.892485,7.481466075233589e-25
MAN2A1,1.5212525,7.91021202146562e-25
CBX3,1.6391088,1.0395074427158311e-24
BCR,1.6494526,2.294022039161568e-24
FLT1,5.8797565,2.4765544774282264e-24
CERS6,1.8529142,2.4833165410757765e-24
SRRT,1.6643932,2.5837185160035254e-24
RBBP4,1.6268101,2.6262672792312663e-24
TUBB,2.1883993,2.6591896654963747e-24
GFPT1,1.9275779,3.671511230641809e-24
FSCN1,7.7944903,4.297746101656927e-24
VASH2,6.5226145,5.7902284971844724e-24
KIZ,2.4441798,5.907762227794937e-24
SPIN1,2.2439578,7.097801025648192e-24
RB1,1.6406659,8.929434065397262e-24
DNAH14,6.532931,9.874916315125647e-24
CCNT1,1.6276562,1.2948660503593141e-23
ALDH3A2,4.7826304,1.4942577442756668e-23
SMS,2.032851,1.5837731212951094e-23
RCOR1,1.7131006,1.7372787320701467e-23
DMXL1,2.2043612,1.738807590411271e-23
PRELID2,4.1957855,2.0622195294139797e-23
PXDN,6.1528506,2.2786730375710405e-23
PTBP2,1.3773414,2.914468840197346e-23
SDK2,4.033441,3.40829479028464e-23
AUH,2.1304722,3.5635052352329194e-23
NEK7,1.6637226,4.773901930312718e-23
HLTF,3.0641198,5.047532432959535e-23
GADD45A,2.5070457,5.722757936366386e-23
SORL1,1.5276204,6.107579742059643e-23
PLEKHG1,3.2770066,6.910082015075076e-23
CDKAL1,1.3383679,1.4436228099389002e-22
KDM1A,1.7227503,1.7516970361053917e-22
ESYT2,1.2346531,2.160694722220873e-22
ATP2A3,1.8603287,2.1952301611619464e-22
KCNQ3,5.9851017,2.6248703913898106e-22
NECTIN1,6.19209,3.1288261329219745e-22
DAB1,2.9998598,3.3983138920965004e-22
HDAC9,2.5421531,3.9492237083041774e-22
CANX,1.6169701,3.9898865569573805e-22
EIF4G2,1.2777264,4.0086593519357417e-22
HNRNPLL,2.3816721,4.517246364689605e-22
LINC00299,3.3413408,5.84557184410907e-22
TNRC6C,1.2853969,5.851410188728967e-22
FOSL2,1.7116686,7.361077009078128e-22
CLPTM1L,2.355761,7.801054621539715e-22
SND1,1.4660808,8.071806831245326e-22
H2AZ1,1.8658614,8.906800859405647e-22
UBB,0.9682531,9.595520254191946e-22
JCAD,28.29973,1.0001146237457923e-21
OTUD3,3.6416383,1.1950464121018703e-21
NET1,3.3645616,1.2966528413252388e-21
SPPL3,1.3645308,1.4861276537660818e-21
NOP10,1.6238357,1.5572141630647545e-21
ENO1,1.5639162,1.5645500963779467e-21
SMYD2,2.6902006,1.6363743287851196e-21
SBK1,3.208577,1.7867202300140364e-21
KIT,6.523026,1.9274805271275056e-21
P2RX1,6.3973527,2.0011746159824085e-21
PPARA,2.698616,2.2167759745648592e-21
HDAC2,1.978029,2.2435511981582077e-21
COX5A,1.5009326,2.6938523980625574e-21
ADD1,1.687427,2.7343022356320127e-21
WDR7,1.8561274,3.3723758615763702e-21
EEF2K,3.1667519,3.532538605685445e-21
CALCOCO2,1.7497767,4.0142103350031434e-21
BAHCC1,5.977623,4.519793268376007e-21
PPIB,1.1668165,5.0426242241941265e-21
NUCB2,1.3811747,7.099149063950597e-21
BID,2.4108093,8.72241840078052e-21
NXN,7.271509,9.864759268780966e-21
NUP50,2.1970217,1.2954718160267324e-20
SUPT3H,1.9477446,1.3179514885745518e-20
ZNF713,2.9292655,1.3217956245970112e-20
PPIL3,2.1640666,1.5893528064575283e-20
HMGB3,3.988562,1.6430528865782678e-20
IGFBP5,5.867878,1.6854177156472758e-20
SEC31A,1.5177871,2.0292938611364452e-20
TXN,1.3725768,2.1607449776545516e-20
TUBA1B,2.3281703,2.322586370146702e-20
CLEC9A,28.000496,2.4699786932498936e-20
DAAM1,2.3282773,2.6359608165562584e-20
NAA38,1.762342,3.983400763675646e-20
PITPNA,1.8324927,4.11682650131001e-20
USPL1,1.6269164,4.6387194691799956e-20
CLEC2A,28.247787,4.660576297471078e-20
GOLGA8M,5.6824393,5.149882331765642e-20
HM13,1.6082957,5.2015632265867257e-20
PRKCZ,3.46219,5.921399014511268e-20
PAFAH1B3,2.5383415,6.518500990270618e-20
PBRM1,1.4489033,6.5953857820601e-20
REST,1.5954032,7.414087736891337e-20
CENPU,4.731459,7.475204981246389e-20
SCMH1,1.5998379,7.497316542763883e-20
ZNF131,1.4057461,8.829733629061099e-20
ATP2A1,6.16483,9.660204121677514e-20
RTN3,2.6323783,1.1457837438691702e-19
ZBED3,4.2568493,1.3029278833741596e-19
UBR4,1.3933879,1.3484216480624042e-19
KSR1,2.2697167,1.4126044642118429e-19
REPS1,1.5536779,1.4366672584267587e-19
SFXN1,1.349377,1.4409368374807692e-19
AEBP1,4.0135665,1.5042446162292513e-19
SLC35E1,1.7267734,1.508725982056409e-19
ITPR2,1.3953702,1.5586410016687536e-19
MED13L,1.2253152,1.7615883707334853e-19
CALR,1.3513199,1.998538441123046e-19
NTNG2,5.897438,2.0502059661549836e-19
PTEN,2.1833029,2.215420428145041e-19
NSG1,3.4859219,2.217152423510511e-19
RNASEH2B,1.8183953,2.217152423510511e-19
NNMT,5.4490123,2.2626534611171914e-19
ANP32B,1.2765088,2.3605530313757507e-19
SLC45A4,2.038376,2.363566423635425e-19
PAFAH1B2,1.8245143,2.620865162246578e-19
AMOTL1,7.7429523,2.754333165631177e-19
DNAJB6,1.0742406,2.844968957076006e-19
PI4KA,1.4260519,3.15808068793597e-19
CCS,2.2984073,3.4468591000089636e-19
ARID1A,1.2788564,3.75525612452693e-19
GBP4,2.149386,4.344657643576314e-19
PACSIN2,1.6270806,4.716114515544965e-19
RBM4,1.3483965,5.207518286387429e-19
PLIN3,2.9780757,5.878972452869768e-19
TFDP2,1.3212072,6.099620082563094e-19
DBN1,5.2008815,6.128522696939581e-19
UQCR10,1.2811053,6.7856096318617745e-19
AKR1A1,2.1177142,8.057005006911997e-19
LINC02470,6.9277496,1.1131662051575382e-18
ETV5,6.891031,1.1146211993899644e-18
PPM1K,1.6986086,1.2539331055321352e-18
HPGDS,7.584821,1.7614055721522033e-18
C1orf112,4.19111,1.796833167193212e-18
FOXO3,1.5375372,1.8144744930624132e-18
DUT,1.8022103,1.9340951277264422e-18
XBP1,1.6410061,2.0684784322021787e-18
ATP5F1B,1.6574324,2.1029188033071658e-18
EPB41L2,3.2960746,2.123553299949739e-18
AIF1,2.0011346,2.1698676493405383e-18
RRBP1,1.7888492,2.1764337994699707e-18
PDZD8,1.2961868,2.2201556637620675e-18
AFF3,1.9406757,2.6559136890204354e-18
COX6C,1.060216,2.67745278265228e-18
PGM2L1,2.5227435,3.0960389729731198e-18
HDAC4,1.4524807,3.135902050637235e-18
USP22,1.5270114,3.2627815877498956e-18
SLIT3,28.317165,3.27274400000683e-18
YWHAG,1.9021751,3.355141225076931e-18
BSG,1.5127165,3.515405290314665e-18
ORAI2,2.8165703,3.924159624134102e-18
MGLL,3.6774166,3.982576771393193e-18
SMC2,3.4739017,4.49859577412755e-18
MTCL1,5.1956806,4.550237045301212e-18
HACD3,1.7102388,4.5947936803635724e-18
SEM1,1.4889027,4.765501167570774e-18
CXXC5,3.135849,4.949387152658164e-18
BAG1,1.8537539,5.316194550240227e-18
DHCR24,28.019382,5.893528056267123e-18
MIRLET7BHG,6.12839,6.2456352583312134e-18
SLC25A29,6.623819,6.842419254271011e-18
SDE2,1.9198563,6.863418861332894e-18
COPE,1.374147,7.33341573319686e-18
FBRSL1,1.6999986,7.343732078514773e-18
PDIA6,1.6587782,7.964335356675728e-18
SLC24A3,6.377518,8.45038772519163e-18
DNMT1,1.7727255,9.519187272933396e-18
ZC3HAV1,1.135575,1.1642330445837302e-17
MSH2,3.4998794,1.1911874339710272e-17
ZNF43,1.639401,1.26772205643032e-17
LST1,3.2962499,1.2927779282099935e-17
PHF14,1.4865618,1.3096557864108055e-17
ANKRD10,1.8742971,1.3555078031102164e-17
PAN3,1.0057487,1.438061764097823e-17
CPQ,1.9467173,1.447253135054885e-17
CNR2,4.2124643,1.7711702608699607e-17
CD47,1.2919989,1.7737048083707555e-17
MIR646HG,2.9143326,1.8690555744650906e-17
ADNP,1.233129,1.969468522252785e-17
SNHG14,1.4402994,2.4607499271189804e-17
LAT,1.5974778,3.2268608125450455e-17
MYH10,3.150605,3.4324216754257573e-17
ZNRF1,3.0246813,3.586072145856015e-17
KHDRBS3,7.022844,3.626457064554368e-17
ARHGAP10,1.760792,3.8697176548971863e-17
SNAPC1,2.510958,3.983941643137018e-17
SMYD3,1.2132661,4.074907430552959e-17
TBL1XR1,1.1679235,4.222495908790879e-17
MTDH,0.9978317,4.249229263282324e-17
NSMCE1,2.2536185,4.381657855642666e-17
LAPTM4A,1.6938964,4.7659763807773375e-17
ADAM10,1.4206192,4.930290346451328e-17
SYK,3.6871536,5.27683723674304e-17
CTBP2,3.353702,5.674921889547091e-17
TPST1,3.3262968,5.889193526282377e-17
SPRED2,2.3978894,6.53040241050392e-17
MCM5,4.587723,6.743775442289414e-17
SINHCAF,1.4364047,8.15566171630824e-17
LINC01882,2.712025,8.434978777182344e-17
KMT2E,0.8280701,8.681705087624263e-17
ST6GALNAC3,3.8385801,8.906845845367466e-17
CENPF,3.9667761,9.712286438575484e-17
KHDRBS1,1.1236919,9.947835858755505e-17
USP6NL,2.6623502,1.0724940221741145e-16
TIMM13,1.9425223,1.1107305277459076e-16
LATS2,3.620072,1.3919875587833563e-16
RCC2,2.052985,1.8290379527788282e-16
PKP1,27.728563,1.911997221456448e-16
HP1BP3,1.1353338,2.0407753182749172e-16
AATF,1.3796064,2.050268654431057e-16
TMEM263,1.5857418,2.1674436650807227e-16
PAK1,2.0974135,2.1740659730353322e-16
BANF1,1.8427756,2.21920976067468e-16
MAZ,1.5742588,2.22246197732886e-16
TMEM165,1.8089361,2.4836954852176125e-16
H2AZ2,1.0321856,2.633635145111312e-16
MCF2L2,2.1514523,2.6542930162089684e-16
TCF7,1.1089289,2.809934790251003e-16
NAALADL2,3.7547038,2.845468727579439e-16
ARFGAP3,1.4019524,2.8632417389350856e-16
AREG,1.7908643,3.168378555577483e-16
RALBP1,1.6814634,3.3484309231358464e-16
FABP5,2.1648448,3.7220942522750413e-16
CLNK,3.46444,4.084962897750298e-16
RNF24,2.11107,4.1039001910089065e-16
TPI1,1.3844395,4.356858623380398e-16
SRSF9,1.2504135,4.603389646305366e-16
BANK1,4.176196,5.027071259649741e-16
SCAI,1.9410094,5.637749278234846e-16
SET,0.9366728,5.646045537015552e-16
AGPAT4,1.9657694,6.09688284162383e-16
COX6A1,1.1610948,6.410075302873185e-16
NDUFB4,1.1860582,6.520955954785425e-16
STIM1,1.2778738,6.727351315691595e-16
ECH1,1.578038,6.79029205719401e-16
MCM7,2.5427713,7.127464014047613e-16
POGZ,1.2804749,8.359344902513887e-16
KDM5B,1.4486171,8.596958855174414e-16
AGPAT5,1.94287,9.064790888500193e-16
CHRNA5,7.759915,9.468719620123183e-16
E2F3,2.1089673,9.951479794639562e-16
RAP1GAP2,1.6739804,1.2011691390372309e-15
F11R,3.3621957,1.2313186559454458e-15
MIB1,1.9752059,1.2543986728811376e-15
ZNF714,2.043741,1.2739448708216555e-15
LAMTOR2,2.111283,1.4134324896316616e-15
SEC63,1.2475559,1.4622803030359928e-15
MARK3,1.174835,1.5128940453682855e-15
ST3GAL1,1.30906,1.706928009407296e-15
MED17,1.6153579,1.8240268189647573e-15
ZNF609,1.4983059,1.8928089720561067e-15
IQCE,5.0083127,1.913274609853362e-15
CPT1A,1.496742,1.9369501965656203e-15
KIAA1958,2.3625188,2.245676541970656e-15
INTS1,2.1899366,2.249035878768068e-15
ZNF22,1.7400485,2.262837635654677e-15
SH2D1A,1.5203582,2.2732242911391257e-15
PPP2R1A,1.6653588,2.4549900261421957e-15
PCNX4,1.6467046,2.5826026620705584e-15
RANBP9,1.227099,2.64681084157011e-15
SUZ12,1.307177,3.081022592440247e-15
RSRC1,1.2910391,3.1477728823747965e-15
VGLL4,1.8399467,3.1718999942029134e-15
ABCG2,5.9338975,3.2208000795889914e-15
ZNF83,1.6014059,3.3057072074630394e-15
ERGIC1,1.3539112,3.595927988817783e-15
GOLPH3,1.279244,3.82852481579038e-15
UBE2Q2P1,2.0999794,3.923220359501297e-15
NUCKS1,1.2293575,4.014035139212343e-15
APPL1,1.3751404,4.014035139212343e-15
DDAH2,3.9089603,4.9845385230716364e-15
COMT,2.3363142,5.099538532841593e-15
CRACD,6.896373,5.4941528960782614e-15
NUDT1,2.1490612,6.562266247397626e-15
CTNND1,2.935599,7.385517955049763e-15
DST,3.6257885,7.90577857049777e-15
DIAPH3,7.7514834,8.3353444502269e-15
TMEM123,1.0482033,8.500674327558678e-15
SRSF6,1.3206618,9.320734852355488e-15
TOPBP1,1.6080774,9.752158496832669e-15
PLEKHO1,1.7580465,1.0787996240942544e-14
SNRPD3,1.3533744,1.0902285510363106e-14
STK38L,2.2982833,1.1440229092569613e-14
PRDX3,2.7766614,1.1578801704771364e-14
UBE2Q2,1.3570987,1.1596344785446382e-14
SPAG9,1.1541089,1.2113569170749783e-14
FDFT1,1.684741,1.2113786313889226e-14
STMP1,1.219179,1.2427412354225851e-14
PRCP,2.4891348,1.424603889220166e-14
SUMO2,0.86704576,1.4745962613044e-14
SMARCA4,1.4774977,1.5563181490655757e-14
DDX51,2.5312688,1.6499259321920498e-14
RAB12,1.8464769,1.764787774845212e-14
TTC7B,3.5891423,1.8075283876733984e-14
ZMYM2,1.0585791,1.9739902267503277e-14
PPP1R16B,0.9637403,2.698284809431283e-14
ANP32A,1.285157,2.953970320758024e-14
IP6K2,1.2425444,2.9804370171059867e-14
TFRC,1.5701281,2.993799087964431e-14
ZNF618,4.4456773,3.4359398340448486e-14
FAM222B,1.1859032,3.716098020306593e-14
FKBP1A,1.3544159,3.9191361922867846e-14
DNAJC9,1.9660907,4.4363056208688355e-14
PLCB4,27.869213,4.4363056208688355e-14
SSR3,1.5613921,4.5355677701177126e-14
UBE2R2,1.1931363,5.0501673968060556e-14
CDK19,1.6117712,5.4115304032417034e-14
UQCRQ,1.1034336,5.61407835771538e-14
MBOAT1,3.318101,5.962415344789262e-14
SLC25A5,1.2284741,6.863368050232051e-14
SELENOW,1.1925478,7.298777844447712e-14
ITGA4,1.0200895,7.515871792786024e-14
CHKA,1.3832889,7.627123435263377e-14
SBNO1,1.4979916,7.627123435263377e-14
MED26,1.9702748,8.027823196030727e-14
HSH2D,1.9459387,8.158133305914702e-14
HNRNPAB,1.458117,8.218271287209166e-14
LIG3,2.3685095,9.60569040235434e-14
NFIL3,1.831869,9.74699272962858e-14
MAP4K3,1.3962816,1.1487367417816645e-13
UBE3C,1.4417341,1.1638967739887486e-13
SPN,1.6487328,1.2698366257627308e-13
BEX4,1.3164663,1.2903056556801042e-13
SSR1,1.5463418,1.3555035513272831e-13
GRB10,5.005087,1.3733522445822403e-13
MEX3C,1.3185632,1.3934490090331747e-13
APEX1,1.7657429,1.4056789256500316e-13
CUL5,1.0806111,1.506796048914384e-13
GSN,3.478317,1.539901195409892e-13
SPEN,1.1913279,1.648127743525723e-13
GPX1,1.1908739,1.7894380436031737e-13
MIS18BP1,1.3478973,1.8552938713245061e-13
PSMA4,1.3915687,1.8959258478311304e-13
RNF38,0.9447629,2.0492442316046826e-13
MAX,1.1178452,2.0552801463615864e-13
ST8SIA1,2.1773918,2.1185566521002038e-13
CBX1,2.5015385,2.3326781005244656e-13
NME1,2.0189354,2.3835859817664145e-13
TFPI,4.8346295,2.5316993973736935e-13
HEMGN,4.390356,2.535696754885565e-13
PLEKHA5,2.4643197,2.535696754885565e-13
USP14,1.1776158,2.5761674367651467e-13
TP53INP1,1.6172689,2.5763646034700657e-13
SSBP3,1.3282061,2.613734884909127e-13
MYL6B,3.9911926,2.8118770767780065e-13
ARL5B,2.1409693,3.0595446683664287e-13
CARHSP1,1.794779,3.0905337888512603e-13
HMGN2,1.340177,3.198528397439803e-13
PSMB2,1.5269881,3.4697297537106965e-13
SYNCRIP,1.089548,3.6735161760713994e-13
CALU,1.4300611,3.8123537808118614e-13
