,avg_log2FC,p_val_adj
THAP4,1.2565259,0.022925244153029312
LINC01091,5.778694,0.022925244153029312
P2RY14,4.3844686,0.0229583243844019
NIFK,0.3363892,0.02299144753483663
TRAPPC3,0.8250988,0.02301157333091722
PLXDC2,2.547332,0.023018671815931934
AFMID,3.7669206,0.023025773317750547
SMAD1,25.854048,0.023035219045273714
YBX2,25.708256,0.023035219045273714
RAPGEF5,25.99679,0.023035219045273714
FMNL2,25.738922,0.023035219045273714
TYW3,0.68679345,0.023094586181768396
CCNB2,4.707996,0.02316123574596432
SMCO4,4.9065146,0.02316123574596432
MYO1B,4.5283046,0.02318150151556135
DAGLB,1.1610417,0.023201783707996346
CEP112,2.6497657,0.023222082334595825
ANAPC10,0.49410415,0.023255551411841685
ANKRD36C,0.23127851,0.023381448407145847
WDHD1,3.5603867,0.023428363960588585
CD244,1.1730968,0.023456070010267425
DCAF13,1.2620453,0.023456070010267425
USP32,0.42903218,0.023550253901772386
SPAG5,3.4530237,0.023550253901772386
DCTPP1,2.235885,0.023624145819118886
SH3YL1,0.61017215,0.023671496748090805
SAT2,0.32558233,0.02371284761219247
ST3GAL4,1.151278,0.02371284761219247
HSF2,0.6626225,0.02372746257597791
ZNF395,2.1380386,0.02372746257597791
SMG1,0.30653822,0.02380918206063104
HSP90AB1,0.32493863,0.02380918206063104
RAVER2,2.6058822,0.023843409004307457
ARL17A,0.26203904,0.023931614348819397
CIAO2A,0.8193398,0.023938983181045703
FUT10,2.484635,0.024062011257838724
NDC80,1.9501961,0.024205424476916034
MAF1,0.28177953,0.02424015923362027
COX19,0.26680204,0.024241412579703796
PTAR1,0.2700417,0.024241412579703796
MRPL45,1.9921623,0.024344632114990442
WASL,0.47384557,0.02435211549155671
TMEM97,2.005883,0.024524646506470703
PXMP2,1.9572359,0.024608813435680433
BLCAP,0.74356043,0.024608813435680433
GOLGA7,0.28988054,0.024741224838937353
ATG4D,0.7697691,0.024748814685258465
GTF2IRD2,0.9268384,0.024784245119414752
SEPSECS,1.2834237,0.02480578116522259
RWDD4,0.39387205,0.024967158054511267
ATE1,0.2585708,0.024974809937619427
RUNDC1,1.515254,0.025158977209270975
PRNP,0.19346537,0.02516668122021034
ELL,0.2950334,0.02517438845304336
EXOC3,0.570462,0.025224504964378648
NBL1,1.7952311,0.02522580726493198
DAZAP1,0.32748908,0.02522580726493198
NMT2,0.55699104,0.025261848047986188
HACL1,0.46210754,0.025269585646796124
SNHG30,0.8775789,0.02529150112692061
KLHL28,0.33691692,0.025299248756777356
ANXA11,0.20652361,0.0253211885832294
BMS1,0.1991351,0.025343145968245558
MRPS10,0.6449586,0.025393563439560334
N4BP2L1,0.5448106,0.02547259206290433
IPO5,0.49835768,0.02559612938735364
CDKN2AIPNL,1.51342,0.02561180176687241
SLMAP,0.3342979,0.0256196428512101
FXR1,0.322618,0.025692782521403865
PMVK,1.3327181,0.025815920778562637
HAUS1,0.8482792,0.02585271660621245
LRRC47,1.2522211,0.02586062470676388
PSMA2,0.19683217,0.02588300342702634
GON7,1.3650546,0.02606514359880396
RBM28,0.4853335,0.026116840230906144
RAB3GAP2,0.2854772,0.02618324577661524
OPA1,0.25700176,0.026235151089169653
TECR,0.6378142,0.026404767003940607
ATP6AP2,0.29855838,0.026553836401812726
KLHL6,1.15087,0.02660639519924404
DNTTIP1,1.4063379,0.026652312889944196
ASF1A,0.8076452,0.026787699863202775
NLRC3,0.522743,0.026787699863202775
PUS7L,0.7479337,0.026825726649601707
SKAP2,1.663041,0.026842073013310562
SESTD1,1.2086508,0.02689514030234862
MTG1,0.47691727,0.026993336637633272
PRR11,2.9843822,0.027046669994177184
ZNF787,1.2169346,0.027069960385913926
SEC24C,0.15544115,0.027109767904339218
SLC43A2,3.4384794,0.027109767904339218
ILF3,0.28703955,0.027223791776790532
RPRD2,0.27612302,0.027429540723256457
QRICH1,0.22019295,0.027491992107972613
CEP78,0.40160275,0.02754620167195472
ZBTB7C,5.1898637,0.027554571579552274
UHRF2,0.19678865,0.02758115744420143
SCN3A,26.37481,0.02758115744420143
GNA15-DT,25.707067,0.02758115744420143
PLXNB2,25.629892,0.02758115744420143
LINC02714,25.85437,0.02758115744420143
ITGB1-DT,3.148249,0.02765927220767725
TXLNA,0.9584823,0.027683038572123776
CACNA1C,4.6418476,0.027706823712046903
CDIN1,1.9100231,0.027792226342349364
DNTT,4.5799007,0.027809121980915754
BUD31,0.23287824,0.027809121980915754
PSEN1,0.34588674,0.02783300542348317
ERGIC2,0.46171904,0.027856907719084577
APOOL,1.0960602,0.02786537535126228
DNAJC25,1.0244371,0.027920241733001526
KAT5,1.103647,0.02799071179609108
IARS1,0.20051208,0.02799921680401944
DDX17,0.37001133,0.028016237267860882
CD81,0.19271868,0.028016237267860882
DCAF15,0.36379594,0.02811805361755723
ZNF726,2.8198009,0.02820457939406321
GSS,1.0314248,0.028228768353208474
IFT22,3.0631585,0.028277203447531093
PINLYP,3.2109268,0.02832571486065628
RMDN3,0.51648605,0.028342922333849177
TRIP6,2.8689585,0.028342922333849177
ZNF512B,2.790089,0.02836722150997671
FGD6,2.149598,0.02839153981369674
MFN2,0.618847,0.02841587725765312
FBXL4,0.72154486,0.02842450851614018
PDXP,2.537645,0.028426056270320885
ACTR1A,0.9985861,0.028426056270320885
NUP133,0.3819589,0.028497658113501308
RAB33B,0.9333653,0.028641342971795228
PPP3CB,0.16856128,0.028776940854470023
PDIK1L,1.7068932,0.028962600771431344
TFIP11,0.5298372,0.0290514275781803
RSKR,2.1626804,0.02912442764669857
RCBTB2,1.662211,0.02927819456867935
TCOF1,0.70997906,0.029303206408816257
LINC00174,1.4939429,0.029313668424650153
CHPF2,2.0839498,0.029313668424650153
ZNF253,1.6777816,0.02943586758004263
POMP,0.2538069,0.02944477666494819
PHF12,0.23851626,0.029576405368637124
AKAP7,0.6968871,0.029576405368637124
PIGS,1.561006,0.02960164676212521
POLR2B,0.17004193,0.0296269078988793
KDELR2,0.117267214,0.029635871247464047
KLHL7,1.3059217,0.029735517708505577
COMMD7,0.17436612,0.029826443587191328
SNX16,1.5944129,0.03000903678864809
GOLGA2P5,1.6852732,0.030067639843972847
SF3B4,0.47858033,0.030242416751504103
AARSD1,1.5757401,0.030251543270348475
RNPEP,0.74317914,0.030277296176375475
ZNF251,0.8419739,0.030419744274654492
RBM22,0.24975765,0.030428918739201477
AK6,1.5435768,0.030454805903430523
RUFY3,0.53485984,0.03050664072987056
RFXANK,1.3709079,0.03050664072987056
CEP250,0.9118019,0.030549342758282153
ATF6,0.30467916,0.030625672797915404
TBCA,0.25446776,0.030651710489472024
C1orf35,0.9550227,0.030745116706772865
PPP1R3B,1.3182367,0.030771244661243244
EPC1,0.28756177,0.030831166657710355
DUSP10,0.32539365,0.03086665811753327
COPS5,0.5268945,0.030909808339609143
SLC25A20,1.4177451,0.030928439512692408
ZNF280D,0.53802526,0.031039581402125
ZC3H3,1.3188164,0.031116995603017575
ADAR,0.28935945,0.031211655657815043
SDCCAG8,0.42950287,0.031221050732151617
PPIE,1.1124965,0.03126464091820753
CDC34,0.89709276,0.03129116438022118
USP46,1.3231027,0.03135198380264766
SRCAP,0.3147216,0.03140518413918047
CNDP2,0.7255445,0.03152732119420573
SLC30A5,0.22183791,0.031615316601871286
TMEM164,1.0795959,0.031615316601871286
IVNS1ABP,0.051476814,0.031624825270102616
TOR1AIP1,0.2100802,0.03168621952481939
MRPL9,0.14659525,0.031687970403994924
CCDC88C,0.31315562,0.031687970403994924
VAMP7,0.6348001,0.03171481788039369
C16orf87,0.55736095,0.0318110825391764
MKRN1,0.2310226,0.031820647986493374
SWT1,1.2254233,0.03185717346079491
NCLN,1.1483095,0.03188415051986776
KIF3B,0.78327996,0.031998319832199834
GLOD4,0.49726644,0.03206035666260777
RAB1B,0.48910022,0.03206999198004186
PPIG,0.29994515,0.03207963113742893
RRAGA,0.8404364,0.0321242880407638
HIF1A,0.33202597,0.0324506919633615
DNAJC7,0.23748301,0.0324604285931347
NR2F2-AS1,5.768205,0.032479913473875986
ZFAND1,0.5588127,0.032479913473875986
TYW1B,1.0076208,0.03267680916010601
REPIN1,1.1782504,0.03267680916010601
GINS2,25.750032,0.03281315044565472
CNFN,25.605742,0.03281315044565472
MRPL43,0.3172231,0.032822987476566194
AMD1,0.2461744,0.03294012587223953
POC1A,5.097626,0.03294999685332764
EPHA4,0.7260021,0.032977793925742675
XRCC2,4.5109,0.033033452243658674
ZNF295-AS1,2.1509547,0.03304335199915488
PTTG1,1.4845207,0.03317111631900171
PIK3R1,0.32366714,0.03361613919429233
CYSTM1,0.33479613,0.03364443012418477
GDPD5,2.647779,0.03365448601596265
CPSF1,0.727293,0.0339026345785753
TMX2,0.26828292,0.03394952771673663
KANK3,2.4543087,0.033996478398895955
TBC1D10B,2.2263184,0.034006625792498885
ARL15,0.2962376,0.03418297352149488
PEX14,0.14265577,0.03419316915684885
GAR1,0.66726774,0.03449238567732981
MAPKAPK3,1.0980543,0.034596072331860225
FHL1,2.0526028,0.034654125862914636
SSU72,0.1777206,0.03470193610730188
EIF4A3,0.40345186,0.03471226806605072
ACBD5,0.48636538,0.03472260408804413
RNF8,1.0548096,0.03472451998195968
AASDHPPT,0.75918317,0.03472451998195968
FAM168A,0.39311618,0.0348288189367414
ZNF385D,4.251202,0.03485801224961109
MSL1,0.6430267,0.03493532499685287
THAP9-AS1,0.8549777,0.03494572584123192
RFX5,1.4646616,0.0349561307679821
NIPSNAP3A,1.5637543,0.03500431308697471
CIAO3,1.8733315,0.035109351279743926
PTPA,1.5949678,0.0352631645991139
AKIRIN1,0.26700458,0.035483474245606425
EPS8L2,1.901041,0.03549401822602234
CREG1,1.504361,0.03553426224042053
VAPA,0.34713238,0.03553426224042053
YOD1,1.685166,0.03556595755569368
NT5C3A,0.21523859,0.03556595755569368
PRPF19,0.77151036,0.03556595755569368
CBX6,0.67507327,0.035595702275692545
PWP1,0.30936852,0.03561687065244197
MCU,0.7481732,0.03561687065244197
PSMD14,0.28342575,0.03562746104662754
ZNF33B,0.6931064,0.03567646297647708
MCM8,1.6302377,0.03574476533230037
CHMP7,0.7490232,0.03584311421948344
FRG1,0.11756794,0.03584311421948344
TXNDC15,0.32189804,0.03585376702019724
NDE1,0.36581033,0.03590709339220325
C5orf24,0.65174556,0.03590709339220325
CYB5R3,0.3511011,0.03590709339220325
EXOSC5,0.93312263,0.03590709339220325
ATP6V1D,0.15175438,0.03590709339220325
CPNE1,0.17234388,0.03592845306176306
SPAST,0.80211973,0.03592845306176306
RBM42,0.8810296,0.036113518982621974
CABIN1,0.17065847,0.036221478979770655
PARK7,0.24509382,0.03636878372125825
AZI2,0.79047555,0.03646865120178155
GLE1,1.460577,0.03651867588018042
SLC16A6,0.7239319,0.03652951345329974
BLTP3B,0.20304435,0.03655120123556668
NDC1,1.3572848,0.03655120123556668
ZNF429,1.144446,0.036758809445292695
AAMDC,1.3088722,0.03682893703146947
UQCRC1,0.69677687,0.03692991994533096
FBXL3,0.15654315,0.037020176911758386
NOP16,1.2593464,0.037051003562433314
SREK1,0.15086477,0.03708185349719812
BTD,1.2142617,0.03717243726326446
NOC2L,0.5374171,0.03730315677086875
PKIG,1.2148528,0.03755682129790192
CDC123,0.2959846,0.03755682129790192
STX18,0.40479624,0.03757904673997932
RBMXL1,0.8183987,0.03761028489183229
LINC03006,0.5766188,0.03764154658149977
MRTO4,0.8701263,0.03767283182355058
PTPN11,0.19835132,0.037764685412920544
DDX20,1.1325555,0.03797834766470966
ELOC,0.1995468,0.038122815896593366
SLC49A4,0.6648626,0.038154451643845906
FAM199X,0.782906,0.038186111172915316
CDKN2D,0.3340236,0.03831996277563521
CCDC186,0.30706403,0.038372220545529176
VPS45,1.1429026,0.038404039287781605
PSMD12,0.1657962,0.03849746111632295
IDH3B,0.1888499,0.03859108303974936
UHMK1,0.09765358,0.038602466692313514
MED15,0.24653766,0.03873760115543527
AP5M1,0.53658926,0.0388524399834867
LIN9,2.5688062,0.03888460866815889
SKA3,25.739918,0.03898125942743117
SCGB2B2,2.5075097,0.03898125942743117
NEURL1B,5.1075687,0.03900424011838249
ZNF730,5.043811,0.03900424011838249
TFB2M,0.6748459,0.03903652401604087
DCHS1,3.2846675,0.03910116436192174
SMIM20,1.0571151,0.03910116436192174
ZNF273,1.0495456,0.039112689390884366
ZNF350,0.5249974,0.0391565940546543
COA8,0.8020903,0.0391565940546543
FRMD6,2.2939253,0.03918899350589961
NHSL1,2.8497589,0.03947264497714225
PARP6,0.4153098,0.039495892723086096
MXD3,3.1338913,0.03952853855211937
SMIM14,1.034057,0.03976262506033732
ANKRD13A,0.5344993,0.03979546419208677
ZNF165,2.3774478,0.03980001386329477
EIF2S1,0.6586733,0.03980001386329477
PNPLA2,0.3981933,0.03980001386329477
CCDC34,2.3684313,0.03985634126985148
ARHGAP42,2.736163,0.03985634126985148
PAWR,2.088811,0.03985634126985148
SORT1,2.4669497,0.039889256313057606
RBM33,0.2811336,0.039943401409958564
AKAP6,2.4589627,0.04004010271899536
LETM1,0.82386094,0.040115713796051215
TOMM34,1.6357125,0.04014881784828554
MAPKBP1,0.6569142,0.04022460936656181
LZTS2,2.426912,0.0402577930941939
KIDINS220,0.16181996,0.04029100154840217
NAF1,0.25278208,0.04032423474422918
MADD,0.26465783,0.04037889993507938
BDP1,0.20268631,0.04045507312912641
WDR37,0.22694515,0.04053137256467884
SCOC,0.98700196,0.040598214321470864
MLF2,0.2282207,0.040598214321470864
CNOT8,0.23144263,0.04067475095395347
FGD5-AS1,0.53738123,0.04072983435739193
OXLD1,0.9997735,0.04074180313898316
ACTL6A,1.9282418,0.04084019834929036
FKBP3,0.25943282,0.04091713559942401
IFNAR2,0.25690562,0.040950825682164904
METTL22,1.8160009,0.041027945965964124
MAFG,1.6958042,0.04106171686973174
NUP205,0.3171589,0.04111726156974191
TWSG1,0.6386548,0.04116318013059959
RAB33B-AS1,0.89349794,0.04118735802749335
ZNF770,0.45111865,0.04119945384451742
HMGCS1,0.26502356,0.04123335434226066
CD28,0.35523427,0.041420276885406074
TBC1D7,1.7128325,0.04145433595197486
HLCS,0.52276874,0.041576197841719544
MRPL33,0.1918088,0.041742439395167974
MOB1A,0.12766537,0.041754676544090916
TM9SF4,0.3356618,0.0418331244117173
PSMA3,0.14558528,0.041904310457179364
CNTROB,1.5656898,0.041904310457179364
NUDT3,0.16908458,0.041953481183554776
KYAT3,0.6877353,0.041953481183554776
ZNF492,1.7076015,0.041953481183554776
LINC02328,0.8179269,0.041953481183554776
R3HCC1,0.8863856,0.042032256975629796
MKRN2,0.27926058,0.042133377045818814
HOXB2,1.8338773,0.04213585699070783
ZBED5,0.6499688,0.04221493319351252
CFAP298,0.5095332,0.042338746404116924
CD226,0.6261511,0.042418156472619144
PLEKHM2,0.14995646,0.042520089743794426
LRRC61,1.5252128,0.04253254138041579
RBCK1,0.30304736,0.042702114086745
SNX30,1.2392985,0.04282718054865444
IL27RA,0.22384389,0.04288987299048888
CLSTN1,0.3251451,0.04288987299048888
WDR5,0.7764243,0.04288987299048888
MDM4,0.2500784,0.04288987299048888
ASCC1,0.44126216,0.04288987299048888
YIPF2,1.2586805,0.04308333929301831
MYG1,1.3221931,0.04334586280406715
ATIC,0.7985742,0.04340411564041981
INVS,0.2481151,0.043439610395361684
RALA,0.21254116,0.04347513126314506
NOL11,0.23584928,0.04357928706758682
RNF31,1.2376227,0.043614908354652544
ALMS1,0.4302591,0.04367347894842771
FRY,1.533007,0.04375507926043317
PCID2,0.62566525,0.043859822068955126
THUMPD1,0.29156202,0.044000682206414635
BCAS4,0.5798103,0.044410102601982165
ORC4,0.66499823,0.04459919608122689
ARPC1A,0.25362203,0.04461217908376256
RAD51C,1.1736531,0.044648538158883117
SAMSN1,0.1508027,0.04468492385754333
BTN3A2,0.39716563,0.044697932281647486
SMIM19,0.29976162,0.04471094555047628
CUX2,3.4900393,0.0449586029535948
EEFSEC,0.3278133,0.04499521008759462
CYP4V2,1.1870749,0.0451392575117011
TEX9,4.5771394,0.04515238266817506
INPP5F,0.8853022,0.045165512703056014
PCF11,0.074237175,0.04517864761726254
IFT52,0.62583995,0.04521541560590192
U2AF1,0.31450823,0.04522856578174115
PDXDC1,0.22210824,0.04526537102250984
CTSD,0.33143476,0.045302203149869436
ZKSCAN8,0.28041536,0.045423380551657885
AMZ2P1,1.2220707,0.045423380551657885
GOLGA8B,0.3417043,0.045531607417495526
ZNF26,0.6880918,0.04554484211599918
ANKMY2,0.9314431,0.0456056796277832
HOXA3,5.552367,0.04566658838267454
ZNF146,0.45601538,0.04579921420491249
PCSK7,0.28069413,0.045836428066898735
FLT3,25.937195,0.045934891212078235
MAP1S,2.519364,0.045934891212078235
TLN2,1.9605684,0.04602017789761276
MELK,4.8684993,0.04602290458879974
CDK13,0.3095156,0.04602290458879974
BUB1B,4.968651,0.04606028144724608
PARP10,1.0752988,0.04614577160732875
TDRD3,0.47308818,0.04617257541813011
PKMYT1,4.4394255,0.04617257541813011
GTF2IRD1,3.3715458,0.04621006126021176
CNOT11,0.43910456,0.04622348113898967
MAGEF1,3.7919312,0.046226242481164935
TBCK,0.42866653,0.046226242481164935
ARID3A,2.96836,0.04622901242168081
CEP55,3.4414518,0.04622901242168081
LPCAT2,3.5902913,0.04626654481900158
KSR2,3.1978514,0.0462799888490691
ASPH,1.4612141,0.04636583518589792
GAN,0.6582714,0.0464276379296909
OSGEP,0.5625231,0.04673212476602239
KIF11,2.656375,0.046745684233592585
BTAF1,0.27774948,0.04680792834496381
FTSJ1,0.63608396,0.04689462988579241
RNPC3,0.12670861,0.04690823257976482
NME7,0.5138089,0.04699509638839566
PSENEN,0.49576366,0.04720461771719204
TAF5L,0.30053443,0.04721829777908795
AIP,0.31829476,0.047231982869622095
DMKN,2.395674,0.04724567298973312
DERA,0.80980235,0.04740689855528934
HNRNPA1L3,0.5877026,0.047420632879830525
KATNAL1,2.0912902,0.047582379737399705
CARM1,0.96041584,0.04765939176187174
NFYB,1.7248783,0.047998670241903865
CD58,0.05404299,0.04811223109752892
PRORP,0.24368824,0.048189990899599966
NOC3L,0.871252,0.04835692113542554
MRPL38,0.49188593,0.04835692113542554
IQCH-AS1,1.4132258,0.048421036583026725
TMEM218,1.964155,0.04843503138037946
TAX1BP3,1.8063209,0.048675324371024634
ANKRD6,1.3458581,0.048714588789904735
ERCC6L2-AS1,0.94436693,0.0487538815257939
CHMP3,0.2951083,0.04879320259505191
EIF4ENIF1,1.2532876,0.04915074140729151
DFFA,0.40683624,0.049397082390566886
CLIP1,0.16138585,0.04946239862338675
PTPN9,0.8410356,0.049527790303388344
SUPT6H,0.19603631,0.049747123941295227
ZZZ3,0.26812497,0.04976144838242585
ZNF557,0.8078369,0.04980147531434141
PTER,1.2642785,0.04984153100028192
SNHG8,0.20410705,0.05001045505950194
KIAA2013,1.3509223,0.050401732272372664
MRPL44,0.41135824,0.0504422048648703
SMIM8,1.3804293,0.050534751045842846
TIMM10,0.72834367,0.050601375279773965
TPD52L2,1.2497331,0.05082786742304427
ARF3,0.8108826,0.050973467365056487
VPS13D,0.21582274,0.0510668618998336
RCC1,1.1583049,0.051386031512324515
SPNS1,1.2174356,0.05142719037678156
SDR39U1,0.7934831,0.05144193183467436
VKORC1L1,1.0004308,0.051497889588589967
ACYP1,0.41763574,0.05155390481986835
RNASEH1,0.22255276,0.05155390481986835
MYSM1,0.16675276,0.05156868499200782
SENP2,0.19531715,0.05163649670587033
FBXW5,0.6141183,0.05167783686668463
HMG20A,0.63601786,0.05169265117750627
ARPP19,0.09263681,0.05181378891074981
ZSWIM7,0.78327703,0.05185525391425297
LARP7,0.23038605,0.05211025624836228
ZNF330,0.7753088,0.05225904406594038
ARHGAP4,0.23564786,0.052327644672036294
SPATS2L,0.53367245,0.05236946511072786
KMT2D,0.2277062,0.052384450578404795
GTF3C1,0.3522865,0.052399441439283344
TXNDC12,0.34669006,0.052522018670393154
SPATA5,0.046315346,0.05259092069943044
HDDC3,1.1272205,0.05265990147966951
LINC00276,4.8961296,0.05270195584694401
TBCC,0.5596356,0.0527591245709872
WNK1,0.28924516,0.0527591245709872
MOB2,0.63190526,0.05326273851294837
CRLS1,1.0394754,0.053305207819852624
TM2D1,0.4255556,0.05334770726329714
ABT1,0.53787935,0.05339023686024721
MIA3,0.18490833,0.05359696943250996
PDPK1,0.59132504,0.05391446964952924
KIF2C,5.2557807,0.05401253376947703
PODXL,25.436615,0.054209127044012574
SGO1,3.1642349,0.054209127044012574
SHANK3,4.5801406,0.05447418134215529
HSD17B14,3.8818648,0.05451748336581541
TCAIM,2.034616,0.054604179234145914
MAST4-AS1,3.363543,0.054604179234145914
PISD,0.27368322,0.05461971245671421
COPB1,0.22148904,0.054690997644607754
PLEKHM1,0.15502813,0.05493009344875343
KAT8,0.9856123,0.055001729449334416
FARS2,0.1916721,0.055073446685867875
GATD1-DT,2.742833,0.05508909575434668
WDR47,0.8793039,0.05510475040022176
GPATCH2L,0.12629929,0.05520469167090164
STK40,0.5740916,0.055276639654080285
BRD2,0.109305,0.05534866915431426
PARVG,0.2859901,0.055590254354047866
ERCC5,0.18675338,0.05600334175069614
CAD,2.120405,0.056063579542527726
EXOSC9,0.118560664,0.05623805932016314
RFC4,2.1170578,0.05628587563360417
ARFGAP2,0.23995975,0.056419628482719
IMPDH2,0.79991376,0.056419628482719
HMBS,1.7971859,0.056419628482719
VPS53,0.140529,0.05642295252993072
PCSK5,0.8110499,0.05642295252993072
COPS2,0.08303125,0.05649627781535434
ZCCHC17,0.188764,0.05662713563738847
NAA20,0.37318745,0.056687980552136794
NUP50-DT,1.6834108,0.056687980552136794
WDPCP,0.32615042,0.05670403943504893
GRIPAP1,0.4053442,0.056720104002496295
NEPRO,0.42455292,0.056954091041019644
MEGF6,1.6552376,0.05697021781527187
PTRHD1,0.251773,0.05711818785140528
BRPF1,1.5909988,0.05715053305882318
RANBP10,0.60410464,0.05715053305882318
RAB27A,0.30588698,0.05721188422039632
TRPM7,0.042116817,0.05725708584401648
GLO1,0.39319706,0.057405705929033254
CAMK2G,0.22005485,0.057405705929033254
ACTR1B,0.78626174,0.05742195462169389
SIK2,0.18486995,0.05745446920194809
ASAH1,0.79804325,0.05747073509153746
NQO2,1.4635919,0.05747417765791979
PPP2R5A,0.17522927,0.05747417765791979
SP4,0.2214708,0.05750673657295414
FUT11,1.7227278,0.05750673657295414
ABR,0.44952092,0.05759759634588123
EXOC2,0.24308956,0.05759759634588123
CCDC141,1.3249097,0.05764307390589968
ACAT2,0.37513882,0.057834701486308836
SND1-IT1,1.5219982,0.05785107122883185
SAMD8,0.28530818,0.05794240584065115
ZNF24,0.21091002,0.05794240584065115
C2orf68,1.3922771,0.05809257676392348
EFCAB2,0.376361,0.05809257676392348
DNAJB9,0.36920455,0.05812545822455494
SNRNP35,0.5637637,0.05812545822455494
BOLA3,0.32680863,0.05825956076899697
TNPO3,0.17164688,0.05835146096388632
MRPS2,0.81007147,0.0588711219044448
SLC35E3,1.0762174,0.05921542328123034
ARL16,0.47441518,0.059218966268775375
SEC11A,0.18370786,0.059218966268775375
PTGES3,0.27023706,0.059385181985811906
STRADA,0.43760604,0.05949181309333048
UVSSA,0.7712444,0.05950858580124877
DOP1A,0.4992506,0.05958538038871385
PSMD5,0.18588673,0.059933293631953544
POLD2,1.2275132,0.06016177019436066
ADARB1,0.41102645,0.06023929116933772
CTDNEP1,0.2659258,0.06034724791646016
TRMT44,0.681104,0.060424975544691485
OSBPL8,0.24976592,0.06047237326028292
RAB1A,0.27825937,0.06051980382506336
RYK,0.20801167,0.06071968711237116
COG3,0.26472157,0.060797829351602266
TMEM179B,0.11529302,0.06096787538972996
CD96,0.300494,0.06098500086686123
AK2,0.40837002,0.061617637345552624
DCTN1,0.63689333,0.06168312146303126
EBNA1BP2,0.7177594,0.06168312146303126
KANSL1L,2.0254078,0.061824304700003184
RHOXF1,0.93705904,0.0618416299315466
MYO19,0.45694935,0.06216978433469587
CSNK2B,0.17531449,0.062436891908017086
SSX2IP,0.963081,0.06251693529696199
SLC25A3,0.2499632,0.06253442159885508
AGPAT2,1.0232364,0.0627261991081109
LRCH1,0.19410665,0.06276128295848334
DHX40,0.1500449,0.06276128295848334
ACP5,2.0485702,0.06281025344266515
CSGALNACT2,0.12538499,0.06285925761951044
SLU7,0.1341146,0.06287683459761434
BAHD1,0.9971282,0.06289441765672356
PPP1R10,0.117622286,0.06300647248630997
ASPHD1,3.1523032,0.0630871486628602
TTC8,3.3423858,0.06312242648175147
CCDC146,0.6879883,0.06320323176679049
PIEZO1,0.48792747,0.06325250613428378
SLC1A4,0.73722744,0.06330181435684869
RECQL,0.23320332,0.06346391193990637
ARID2,0.2466083,0.06346391193990637
SERAC1,3.7286594,0.0635450950854856
LIPH,26.210627,0.06356662328945155
UGT3A2,25.295511,0.06356662328945155
TMEM38A,25.56211,0.06356662328945155
MRPS23,0.9263534,0.06364792137526785
DEPDC1B,4.347181,0.06382481745396938
EP300,0.18165477,0.06387451495168812
NRBP1,0.23470463,0.06398807242865802
GGH,3.5022757,0.06400593913869007
TRMT61B,0.36336207,0.06402381199924877
ZNF281,0.5707709,0.06413759780163923
EIF2S3,0.04307139,0.06414141931751474
ZYG11B,0.9352735,0.06415933078602395
DNAJB12,0.24382563,0.06440161985940275
CDKN3,2.5452697,0.0645018324521678
OSBP2,1.4206433,0.06460218227019542
AP1AR,0.9253979,0.06460218227019542
CDK2,2.2825577,0.06468462350120757
BCL2L12,2.1919026,0.06473877995481352
ELOA,0.33810836,0.06473877995481352
EXOSC4,2.472166,0.06473877995481352
STARD4,0.66429764,0.06485365813109585
MBD4,0.26430374,0.0650658011781798
RTF2,0.15289158,0.0650839416435269
ZDHHC8,1.7920656,0.06519934740267945
TTL,1.9690892,0.06526816407783825
ZSCAN2,2.153668,0.06526816407783825
IRS1,2.2123463,0.06538777323602026
UQCC1,0.53968626,0.06538777323602026
CEP63,1.2949574,0.06540599976757375
PPAT,0.9072122,0.0654567727781933
PSMC4,0.24886498,0.06554015621469945
PLEKHA8,1.7099279,0.0656562567906361
VAMP3,0.6811843,0.06570719785597763
SIKE1,0.3428367,0.06594008563048065
HDGFL2,2.197139,0.06595844841557735
TOP3A,1.6442584,0.06610800454038353
GPATCH11,0.7492805,0.06629075001242643
TGIF2,0.15521027,0.06640799438322165
TCEA2,0.9050083,0.0665109141968823
CEP295,0.73410654,0.06654792184574806
FANCB,1.5409844,0.06656643512701647
PPP6C,0.15871799,0.06678337031146908
TIAM2,0.7210097,0.06703413022845088
JKAMP,1.3222278,0.06745253197691611
ST8SIA4,0.25285465,0.06747125081171441
KATNB1,1.3797665,0.06748997600752212
RRP1B,0.24985062,0.06777655905488619
TOX4,0.16058588,0.06793371577687303
TBCEL,1.5149877,0.06795255267316176
KDM5C,0.23879427,0.06797139595918034
TMCC1,0.28991443,0.06799024563596995
CRK,0.4707065,0.06804274321538119
TET1,1.5345134,0.06823007594500555
RFC1,0.21418658,0.06824898853652227
TATDN3,1.1736373,0.06860607683227152
RAP1B,0.3055819,0.06889672588127128
LRRC57,1.2317557,0.0690519972303882
OTUD5,0.19451258,0.06927589483807442
PGLS,0.121190704,0.06991276876447076
AIFM1,1.1668223,0.07019298352741907
ISOC1,1.2939833,0.07052414533873373
STMN3,0.7079243,0.07057830050851199
TXNDC11,0.22933154,0.07065194776211567
METAP1D,1.0533183,0.07065194776211567
IMMT,0.13316034,0.07069087876890473
WAC-AS1,0.35615,0.07081478315037311
P2RY11,1.0846221,0.07114845259804077
GNL3,0.36786136,0.07137819627060843
LINC01128,1.1143925,0.07139782591031768
TXNDC9,0.8959568,0.07155793423516271
HAX1,0.23355025,0.07168314237117952
CS,0.44252372,0.07177329192384597
