,avg_log2FC,p_val_adj
NUP133,0.924589,5.701967027108366e-08
INTS12,1.8898693,5.7142673015117006e-08
EPS15L1,0.7840345,5.7588609770277665e-08
BRI3BP,1.7131536,5.7737134920496074e-08
BRK1,0.58430934,5.788603726423317e-08
LINC02328,0.773392,5.788880557076983e-08
EXOC2,0.6996936,5.889173069734282e-08
MEST,3.0659795,6.046031124745008e-08
WASF2,0.56141895,6.206945542408078e-08
PLXNC1,0.84695214,6.236014848890189e-08
MIR181A2HG,4.4568686,6.31014425643793e-08
ERLIN1,2.7154763,6.312213066758682e-08
MARK4,1.5874124,6.628583220389655e-08
ZFAS1,0.47061265,6.638176629301254e-08
MLF2,0.87701684,6.710372475533454e-08
ATP5MC2,0.42632827,6.986321833563419e-08
CCDC6,0.85364157,7.130557755686288e-08
MIR325HG,3.3086598,7.206941994627986e-08
IMMT,0.82308614,7.217346080276296e-08
LEO1,1.6257755,7.378548896235344e-08
TNPO1,0.6551904,7.4564716731723e-08
HLTF,1.0874592,7.48181436877877e-08
BMS1,1.1707568,7.607298248923654e-08
RARS1,1.4698682,7.83928522675568e-08
FBL,0.7187951,7.83928522675568e-08
NPIPB13,0.95734125,8.134130520510447e-08
FAR2,2.2412956,8.15149667966403e-08
DOCK5,1.5485549,8.285953951166514e-08
SLTM,0.5559112,8.355729389197476e-08
SMIM7,0.6865702,8.372392993645686e-08
MRPL19,1.2172074,8.38792410439032e-08
PARL,1.1214567,8.430379607733728e-08
UQCR10,0.6140733,8.447189905083885e-08
AFG1L,1.9726793,8.517101431128094e-08
CEP126,1.885694,8.670232189449721e-08
DNMT1,0.7293579,8.90474248874078e-08
UTP18,0.7517728,9.109147675669846e-08
SNRNP200,0.5373511,9.336192030669593e-08
COPG2,2.8599734,9.576226907997856e-08
ARFGEF2,0.57918435,9.613859190483513e-08
TRIM37,0.8046013,9.650300136702915e-08
PNKD,0.84549266,9.665454320987697e-08
OCIAD2,0.54974765,9.810050681170571e-08
AP3S2,1.3682824,9.955369376341334e-08
FAM98B,1.5575541,1.0273564982972404e-07
PCID2,0.959489,1.0312431117376233e-07
PIK3CB,0.8990105,1.0367175900741079e-07
LIG1,1.8920398,1.043372054370238e-07
NBPF11,1.8174422,1.05137325428746e-07
PTRHD1,0.8511128,1.05563955260037e-07
NDUFS8,0.77227163,1.0572932231096396e-07
BTBD3,3.2346869,1.0620225047847326e-07
SF3B6,0.5811905,1.0629525058331095e-07
EXOG,1.5046307,1.0765799675043769e-07
UBE2I,0.59926414,1.0811463431255896e-07
PILRA,1.8772767,1.0900297382045795e-07
S100PBP,0.71383166,1.1056687794948386e-07
LRCH3,0.55895376,1.114901226267302e-07
TNKS,0.53624237,1.1288634078813491e-07
CCNG1,0.8681112,1.1314076793694738e-07
CBFA2T2,0.5550249,1.1662514315401031e-07
DDOST,0.7960662,1.1836013226822377e-07
COX7B,0.58083266,1.2050055118632508e-07
COPS3,0.9076967,1.2113734158007185e-07
VDAC1,0.5705195,1.2209575942850064e-07
ASXL2,0.6308027,1.238756069252514e-07
AFF4,0.54867995,1.248721815662366e-07
DCAF1,0.7946037,1.2582470317728605e-07
RBBP6,0.5261671,1.260381527120917e-07
MTMR2,1.5108913,1.2729065330537662e-07
SH3RF1,3.9577432,1.2729065330537662e-07
HENMT1,1.3409513,1.2729065330537662e-07
MRPL12,1.2785488,1.277517441566959e-07
AK2,1.0080644,1.287079337427086e-07
ZSCAN30,2.547145,1.2899694749441577e-07
AGO4,1.0390403,1.302298039829861e-07
IFT74,1.305071,1.3462852011839134e-07
STIP1,0.85646826,1.3623688822633225e-07
SMC4,0.8683687,1.3853834083677068e-07
PRDM10,1.5214995,1.3877274403197276e-07
CHD8,0.6626511,1.397897217438668e-07
EBNA1BP2,1.5801282,1.414317327836047e-07
DNAJB14,0.56969506,1.4309933153041459e-07
ACVR2B,2.756594,1.4351776092688645e-07
KIAA0319L,0.59759474,1.4423287020911507e-07
PPME1,1.4576331,1.4516955032096533e-07
CMTM2,2.5263147,1.4593253377247267e-07
ARID4A,0.49193767,1.4914443597595683e-07
NOC3L,1.8355296,1.49233154425021e-07
WIPI2,0.7482009,1.4987352395144143e-07
EEF2,0.4591303,1.5020861340638056e-07
SLC4A5,1.3935429,1.5688519129124796e-07
ECI2,0.9436343,1.5852696936266835e-07
ITPR2-AS1,3.347652,1.599454495105181e-07
ZNF26,1.1691494,1.6008404104569177e-07
SLK,0.5874358,1.655921353627606e-07
RPP30,0.9660028,1.6668572842055944e-07
ZCCHC8,0.93450195,1.6783200068114402e-07
HP1BP3,0.58625644,1.7200064968373723e-07
MBOAT7,2.4307456,1.7322943223290473e-07
NDUFA2,0.6300865,1.7354423116802092e-07
CENPX,1.2057202,1.7753650245896052e-07
CLTA,0.53794247,1.7793138442054132e-07
POLR2G,0.8444326,1.812323877119372e-07
EPS15,0.4943458,1.8129033872680005e-07
R3HDM2,0.52754617,1.829555381096553e-07
SNHG3,0.6485964,1.8458546316920168e-07
HEXA,0.94457036,1.908051951613716e-07
SMC1A,0.7137559,1.930345700280395e-07
FUNDC2,0.951118,1.93489058807515e-07
NUSAP1,1.7244637,1.939446002429405e-07
SLC36A4,0.7527657,1.9638619350061548e-07
CARMIL1,0.9925498,1.9823930685609949e-07
NDUFA11,0.57346344,1.987057031712099e-07
TMIGD2,1.3518797,2.0147783567420343e-07
RRP7BP,1.2213619,2.0357018759473606e-07
H4C3,0.9000698,2.0507251139427896e-07
KIAA1217,2.7111554,2.053877733784706e-07
AGL,0.8426485,2.0808134286600857e-07
RPAP3,2.2959905,2.0955927545401458e-07
SMARCB1,0.78984773,2.1093333837946153e-07
MACROH2A2,2.5674813,2.1094358381976636e-07
ASH2L,1.1942154,2.1095385557221872e-07
ERO1A,0.82737035,2.119069248124066e-07
SASS6,1.8892052,2.1456734504738382e-07
POLR2F,0.7478363,2.1606075942541189e-07
SMURF1,0.54378706,2.163924844171911e-07
SNRPA,0.8755257,2.1842830386321217e-07
ZFHX3-AS1,3.9403265,2.1923650853445996e-07
TTF1,1.129163,2.2108933819837216e-07
PRRC2A,0.9977654,2.2187716402299486e-07
RAB6A,0.65223074,2.242762688416705e-07
ZNF551,1.9046243,2.242762688416705e-07
SNX3,0.5331534,2.2547003905806165e-07
CAPZA2,0.54553956,2.2548116731717046e-07
ICE1,0.638402,2.2652841863074248e-07
VPS37A,1.3485688,2.3095969709807102e-07
ZFAT,1.4233346,2.3125139533263872e-07
WASHC4,0.7325569,2.326691563912236e-07
TIMM8B,1.0683609,2.3713276876434738e-07
ESR1,1.7033911,2.3775193021894177e-07
STT3A,2.0703862,2.3848087749590386e-07
CDC5L,0.74305546,2.4029706531565826e-07
PWP1,1.0282782,2.481595577439106e-07
PPCDC,1.1311212,2.523551212778672e-07
PRRC1,1.6256124,2.572276225602242e-07
HAT1,0.824848,2.576206859962339e-07
MCM5,2.5143754,2.579450759466867e-07
SLC2A9,3.314179,2.5896432525682315e-07
GMNN,1.9608948,2.5981304601355293e-07
ADD1,0.47617364,2.6022310244950457e-07
HIPK3,0.945154,2.6122925806775816e-07
HYI,2.1375885,2.6477153378514116e-07
SEPHS1,1.7853665,2.661380954528055e-07
SCD,3.238527,2.668664797519281e-07
SDHAF3,1.2884272,2.6688000534636065e-07
EIF3I,0.6042433,2.700753454899025e-07
FAF2,0.9545544,2.7292783262725947e-07
LRSAM1,1.129659,2.777003518220282e-07
CREB3L2,1.1029583,2.797677818647722e-07
GLB1,1.6310968,2.810963681284526e-07
AKAP11,1.1564137,2.8556269661357744e-07
SEC13,0.95198977,2.879563826092584e-07
SUGT1,0.7536727,2.8963244136686796e-07
ING5,0.9119816,3.0018882149946224e-07
NAXE,1.23713,3.0355147803458817e-07
HINT1,0.40296048,3.043789202520367e-07
TBC1D22A,0.522212,3.1113321008885794e-07
BTF3L4,0.6643799,3.234538620194e-07
NDUFA10,0.57467604,3.234538620194e-07
GPR107,1.0307639,3.279414068884567e-07
ZNF875,1.2315034,3.2852656453188504e-07
TRA2A,0.52555066,3.2972720643939633e-07
GTF2H5,0.8575491,3.3057962596515625e-07
NEK9,1.1108093,3.357158214499313e-07
RELCH,0.5828419,3.388311040060537e-07
NPLOC4,0.7891208,3.405211520502037e-07
LZTS1,3.1541276,3.469872215421968e-07
MANF,0.96073306,3.49180688307144e-07
PHF7,2.0184555,3.5031464111356877e-07
PNPT1,1.1044,3.538140620284784e-07
ZNF445,1.5148739,3.6119537463251225e-07
STRADA,0.9695029,3.6203034294511416e-07
USP24,0.5091626,3.6307856500278047e-07
KIAA1328,0.70417005,3.631935971556459e-07
SMAP1,0.48641622,3.6340521709811946e-07
FPGS,1.0458262,3.639551711198134e-07
SPCS3,0.5290761,3.6436078114894417e-07
RBMS2,2.059252,3.6539705980449474e-07
DEPDC5,1.2927346,3.693175108397623e-07
PSMD7,0.5249343,3.7456860409226594e-07
DCAF16,0.87808776,3.869774597322338e-07
ATAD2,0.81073046,3.8848757561324486e-07
H1-0,3.1523864,3.8855906306360494e-07
LPP,0.5343625,3.92044043083375e-07
ZNF577,2.2198808,3.9268803466016363e-07
GOSR1,0.78893495,4.027140530675537e-07
BEX4,0.6099391,4.034283763175115e-07
C1orf21,0.6881258,4.0798000570923836e-07
LMAN2,0.67405146,4.154618923423582e-07
RNF214,1.2449926,4.1846036220884094e-07
ENOPH1,1.5334169,4.2354584113371204e-07
TCEAL8,1.5181968,4.379030869963319e-07
XPNPEP3,1.3457434,4.4038271368640927e-07
CTSS,0.6760517,4.441993280506697e-07
FMN1,2.4444556,4.4445669004194487e-07
ACYP2,0.6437655,4.5648032411528715e-07
MCF2L2,0.87562543,4.566843320917904e-07
TIMP1,0.66725427,4.5799745687499026e-07
RAB13,2.881193,4.596539975460205e-07
MRPL15,2.0853965,4.619246814403999e-07
ASAH1,0.9716209,4.6359500591675433e-07
ZNF462,2.332882,4.645361966975691e-07
EEF1E1,1.1117257,4.66522890878872e-07
NCAPD3,0.82027024,4.6746989320645446e-07
ZNRF2,0.7912152,4.7584140523815757e-07
QKI,0.4855741,4.869522649142502e-07
GUCY1B1,4.208178,4.872338392185795e-07
KMT2A,0.5290759,4.884784678864595e-07
DDX46,0.54262435,4.887609854357788e-07
DGLUCY,0.54623824,4.893654220872572e-07
ACAD11,1.0842404,4.912610515491795e-07
SLAIN2,0.7101363,4.96612223612157e-07
MRPS18B,1.7423542,4.992563416180866e-07
RAB8A,0.8345427,5.006624082548838e-07
TSEN15,1.003475,5.040554339162032e-07
PKD2L2-DT,1.4907788,5.213164019655912e-07
UQCRQ,0.543207,5.264310585772728e-07
TXNDC12,0.67732424,5.286734467652533e-07
ABL2,1.0741433,5.330882725525187e-07
TAF2,0.62505347,5.368343826161662e-07
CARS2,0.738848,5.369328325573299e-07
HDLBP,0.5839849,5.457174842936924e-07
NCOA4,0.8338317,5.599983085367175e-07
C1orf54,2.3657608,5.599983085367175e-07
CAMLG,0.562856,5.614961032180756e-07
CCDC136,3.266988,5.624084632365271e-07
GLRX5,0.6896651,5.670212937142227e-07
ADAT2,1.9320503,5.876975788537442e-07
SVIL-AS1,2.1123073,5.900686866918503e-07
RIC8B,1.2493622,6.004451593056127e-07
YWHAQ,0.4610172,6.004766321904195e-07
GOLGA3,0.98115534,6.026298895853428e-07
EEPD1,1.5012965,6.037646321909189e-07
C2CD2,1.7845281,6.217951478426994e-07
DIS3,0.98727214,6.476486660119822e-07
LRRC75A,1.2404362,6.532761847650203e-07
SCN8A,2.67823,6.547586193073114e-07
E2F5,2.1150465,6.657993861789389e-07
LAS1L,1.473381,6.702693563467279e-07
EIF2S2,0.5784134,6.739784735748622e-07
ZNF562,2.1094303,6.762099525666387e-07
KNTC1,2.1879237,6.785368881179083e-07
MSRB2,1.573485,6.798094547838228e-07
SLC25A6,0.5388355,6.809957798063513e-07
DNAJC2,0.52945185,6.887282449422379e-07
MAN2B1,1.1631223,7.033687515482265e-07
PDAP1,0.63825566,7.047234677675598e-07
RSAD2,2.1067047,7.05860298813012e-07
NCBP2,0.93530935,7.142951670072263e-07
PIEZO1,0.8368257,7.154472944060278e-07
DHRSX,0.53337514,7.238954387868043e-07
BIVM,2.0749125,7.258159103444251e-07
OXR1,0.7510805,7.272692230786612e-07
CS,1.0117825,7.282526604422656e-07
DPY30,0.70964456,7.380906309652399e-07
GTF2IRD2,1.698884,7.427402602009452e-07
GPA33,2.2067323,7.437838176218856e-07
CBX1,1.0075086,7.437838176218856e-07
TET1,1.9496646,7.452721227415738e-07
FUBP3,0.93892264,7.466665286664311e-07
VMA21,0.8298899,7.468035668246279e-07
MRPS10,1.4525965,7.473282281049342e-07
METAP1,1.0881743,7.560255614310884e-07
ANKRD17-DT,1.4932125,7.560255614310884e-07
KYAT3,1.3743339,7.739064668857783e-07
ALKBH7,0.5183318,7.773636200477916e-07
SLC8A1-AS1,4.1570544,7.862542917307366e-07
OPN3,2.7398725,7.872134221594726e-07
SNHG8,0.51793355,7.976133661769367e-07
SLC39A9,0.64419717,7.978630231751728e-07
ARMCX4,2.0404844,8.046437318213572e-07
C8orf44,2.0578556,8.063543506131337e-07
LSM14A,0.5173581,8.074417697851415e-07
SIMC1,0.8722162,8.117782362292944e-07
UBN2,0.9202854,8.273954701721622e-07
MRPL45P2,1.5343813,8.408017744943162e-07
PSMG2,0.51633966,8.456387080228871e-07
LINC01115-1,2.1472156,8.495149050795512e-07
EDEM3,0.7153456,8.502194162893852e-07
SASH3,1.088629,8.592019547392673e-07
LDHB,0.52407175,8.709685239443951e-07
ACAT1,1.0033568,8.71802704546256e-07
ZNF580,1.6188906,8.719626507560665e-07
FAAP20,0.84756935,8.805990855491559e-07
MTPAP,1.983583,8.955292499189526e-07
FADS2,2.762519,9.009022492526399e-07
FRG1,0.8613341,9.026941734419419e-07
ZBED4,0.74124336,9.090449818230454e-07
WAC,0.51510835,9.153210772817421e-07
PIGU,1.2778697,9.188457823565776e-07
ZNF235,0.9957333,9.293646624360716e-07
FAM30A,2.446011,9.333710534029675e-07
BRCC3,1.173075,9.349849450417386e-07
FNTA,0.558341,9.417974460844576e-07
OSBP,0.581454,9.517128719980273e-07
DAP3,0.6280592,9.604227183553796e-07
GLYR1,0.5439986,9.891574340490252e-07
DENND11,1.0318645,9.89465621589731e-07
USP42,0.7236777,9.95692465330192e-07
PHC3,0.5036067,9.974105340076121e-07
CLOCK,0.95099735,1.0166496887299929e-06
HGSNAT,0.66230327,1.021655688147779e-06
MT-ND6,0.83145165,1.021655688147779e-06
HCCS-DT,2.3405933,1.0372915215266104e-06
LZIC,1.1868728,1.0421474916830943e-06
ZNF852,1.973037,1.0427395118074749e-06
CHD4,0.43218768,1.0460101090217136e-06
UNG,2.019926,1.0546831706309233e-06
SMARCD1,0.85432136,1.0675201243174378e-06
ZNF655,0.48486337,1.0708657922105347e-06
PAX8-AS1,1.5648578,1.1008697467972527e-06
RSBN1L,0.5364132,1.1020579685568613e-06
NOP14,1.1336007,1.1213769147802333e-06
MRPS31,0.92599154,1.1213769147802333e-06
EEA1,0.63929635,1.1287751849308156e-06
GLRX,0.56019145,1.1292705853709958e-06
KLHL3,1.4537777,1.137882003225712e-06
BCR,0.55589265,1.1396914890184554e-06
HTT,0.5343745,1.1483796395134638e-06
GABPA,1.4051603,1.149470857683798e-06
SLC35E2B,0.93615633,1.1806928189548744e-06
ARL8B,0.53362554,1.2053315692018102e-06
KPNA1,0.5682741,1.2053315692018102e-06
BRWD3,0.60701543,1.2094020784547717e-06
EHMT2,1.1737033,1.2122485997587114e-06
ZNF512,1.4194303,1.2210030888143527e-06
COQ4,1.0780895,1.2307594468504859e-06
SLC12A2-DT,0.70451236,1.2380643479112827e-06
MSH5,2.629203,1.2457284844117393e-06
SMAD1,2.538272,1.2608732664176096e-06
CORO1C,3.0142636,1.265608319050232e-06
COX10,1.6634011,1.2742478391418998e-06
SKIC8,1.4797745,1.2828524658590236e-06
RC3H2,0.5852788,1.2847212343890917e-06
SLC7A1,0.68722206,1.3173954262115397e-06
MTIF3,0.6578348,1.3230079146955131e-06
NEXN,2.1736262,1.3301643182779777e-06
GAR1,1.145696,1.336678458007132e-06
GOPC,0.6615796,1.3672262589654998e-06
CEP152,2.4252703,1.390936660246419e-06
GTF2F2,0.5066947,1.3934874966161352e-06
NIPBL,0.5134644,1.4172776017702288e-06
SRP19,0.5124685,1.417895675735833e-06
SF3B5,0.4803846,1.4419849360643388e-06
ZNF197,2.332333,1.4553640674366763e-06
RTCB,0.94671404,1.4585833621514718e-06
PUS7L,0.76237845,1.465414043841478e-06
AGGF1,0.7777822,1.473126093277081e-06
ZFHX3,2.3258302,1.4880194340247058e-06
PTTG1IP,0.97672045,1.4966038119371733e-06
PRPF6,0.61943287,1.508286784963145e-06
ENY2,0.5188569,1.5202500451040002e-06
NTPCR,1.9988081,1.521297041189965e-06
PIK3CD,0.49352768,1.54875364213181e-06
PDSS1,1.6432929,1.5515838868659121e-06
SLF2,1.04706,1.5554891434555933e-06
SPG21,1.249151,1.5670211615401571e-06
RANBP10,1.1849499,1.571273124819381e-06
SPATA6,3.283221,1.5713614665762955e-06
DTYMK,1.3647894,1.609209815409808e-06
CWC15,0.6911404,1.6095032996678253e-06
CHD1-DT,1.811574,1.6327147754266647e-06
PILRB,0.46688125,1.6469672174355889e-06
PDCD11,1.7636163,1.6497628774164467e-06
MTG1,0.571348,1.6697403278096582e-06
SNHG19,2.4992878,1.6740500339342876e-06
BMAL2,4.0627866,1.70018085319705e-06
CLDN5,3.8976667,1.7036852395720221e-06
BRD4,0.46113417,1.7036852395720221e-06
ZBTB8OS,0.9523696,1.724943399260346e-06
PDE4D,0.53570294,1.7278671733102597e-06
SPON2,0.7313857,1.7286178353474267e-06
TLE3,0.9833759,1.7429209269534217e-06
RACK1,0.29223898,1.7509359329424103e-06
WDHD1,2.6203809,1.7699654649795462e-06
SNX29,0.46584252,1.7996984918978948e-06
ZNF568,1.5213661,1.8020648555301257e-06
ST20,1.3528165,1.8251933399193867e-06
ARRB1,1.0550499,1.8388795123532893e-06
DENND6A,0.72636086,1.840370532038419e-06
GTF2H2,1.6204427,1.8623349356899824e-06
VSIG10,26.705748,1.8626744388815137e-06
HTATSF1,0.5907043,1.8748541134780355e-06
CSDE1,0.4931219,1.8748541134780355e-06
MAGT1,0.44365224,1.9264787786775095e-06
GID8,0.9917687,1.9365203649042096e-06
SYMPK,0.98525536,1.963770323357834e-06
MRTO4,1.6027476,1.966344596672261e-06
SVIP,0.5891158,1.972132802861043e-06
NOP10,0.56067514,1.982155449890093e-06
DYNLT2B,1.2887529,2.00348913493618e-06
NFYA,1.1721972,2.0252976861713753e-06
SFPQ,0.48320162,2.045030125223215e-06
ZNF709,1.4883393,2.0644311834953587e-06
ZAP70,0.4817891,2.0712748123045724e-06
RABEP1,0.4749642,2.0823036451703976e-06
TRIM9,3.3923001,2.0965328733332976e-06
SLC35F5,1.1135464,2.1107116932910197e-06
STMN3,1.6789488,2.1214126359804156e-06
CASP2,1.149234,2.142582240220031e-06
TTL,1.7706348,2.1453828801726943e-06
LDLR,0.9044146,2.1703038564602123e-06
TES,0.58041173,2.171782976265979e-06
EAF2,1.6146775,2.1776098603780125e-06
SPIN1,0.9047252,2.2729622285857723e-06
TMA16,1.5690274,2.302594414921372e-06
PGAM1,0.62284476,2.3050215841473866e-06
ZNF605,2.3234138,2.3184029711133482e-06
HSD17B11,0.62351424,2.346134406192316e-06
GARS1-DT,0.6469458,2.3544626488992484e-06
PSPC1,0.48311567,2.363836221394189e-06
IFNGR2,1.7081506,2.363836221394189e-06
PSMG1,1.7945757,2.3698639514605235e-06
RMDN1,1.3429574,2.4016092503548313e-06
LINC02256,1.2299707,2.4016092503548313e-06
REEP3,0.68296176,2.4212468437157056e-06
TIPRL,0.6416392,2.4492485107752433e-06
RALGAPB,0.62854266,2.4499968623790003e-06
ANKFY1,0.9417213,2.461433164610445e-06
PRPF38A,0.7970659,2.471998995296776e-06
CPXM1,2.9096112,2.4832257206861652e-06
ZNF528,2.7498639,2.495431652072638e-06
NDUFAF8,0.5859176,2.5080069798450225e-06
CEP68,1.2688537,2.513452460135643e-06
ATP5MJ,0.47686616,2.516095161226088e-06
RFC2,2.1751993,2.529085073720332e-06
CYB5A,0.6836378,2.6095894669621258e-06
TMEM87A,0.4606316,2.6630249464327523e-06
ATP2A3,0.5712331,2.7163218265119805e-06
G2E3,0.6913527,2.755780259852036e-06
PUS7,1.8313396,2.774420520793007e-06
ZNF426,1.7412351,2.7773262693940867e-06
EXTL2,2.5449555,2.826015031271863e-06
TXN2,0.72917426,2.8289727760819406e-06
ZNF587B,1.8642466,2.837192226229889e-06
DCUN1D1,0.9288483,2.844379401852937e-06
MTRF1L,2.8793216,2.9292599924447763e-06
GRIK5,3.004242,2.9292599924447763e-06
ANKS1A,0.6033,2.9625341014215174e-06
RUVBL2,1.3882593,2.965629458304373e-06
TMEM39B,1.8337778,2.9745982710244107e-06
TMEM41B,0.59286344,3.0083680228085477e-06
DSCAML1,2.3945909,3.0641449048315545e-06
ACSL4,0.74021447,3.0641449048315545e-06
WRNIP1,0.79714346,3.099274996895963e-06
ZNF682,1.8657082,3.151056457344048e-06
SEC23A,0.89237493,3.1814427305062194e-06
ORC5,1.4535666,3.18279785591552e-06
UBTD2,1.3486077,3.2595011719029227e-06
DIS3L,1.5627604,3.2856356314854707e-06
COX11,1.5158461,3.3457532123710147e-06
PPP6C,0.55196893,3.366980260413161e-06
LSM12,0.85132444,3.3889438416958053e-06
QRSL1,1.6291627,3.3889438416958053e-06
YWHAH,0.9995733,3.4390355477485144e-06
TRMT13,1.2213696,3.468062127196735e-06
UBP1,0.5819415,3.4767820343253523e-06
TRIQK,2.7838576,3.483384923409423e-06
AAMDC,1.5940468,3.4938569013586803e-06
VHL,0.73875207,3.595349345091916e-06
ATP5MK,0.4824214,3.597755588815619e-06
COMMD4,1.4418558,3.6081158427974712e-06
NEIL3,3.6385658,3.6425294080246256e-06
TRAPPC5,0.556548,3.7230228093483794e-06
PSMA3-AS1,0.4910594,3.76263265123626e-06
TRIT1,2.035516,3.7780694075047363e-06
PI4KAP1,1.2030238,3.8266580626314316e-06
GAS5,0.5182998,3.831555234258204e-06
RUVBL1,0.8200699,3.848205145717986e-06
MDH2,0.47828084,3.9086325998934626e-06
PSMC2,0.9222748,3.909806643033286e-06
ZC3H13,0.48790315,3.915763477023736e-06
RBM12B,1.4068743,3.941423579358924e-06
FAM216A,3.3115873,3.953217676830764e-06
DNPEP,1.0081849,3.999573713713609e-06
PDIA4,0.93724716,4.043984118696301e-06
PGGHG,0.5397976,4.098586497213459e-06
B3GNTL1,1.6243291,4.11334056652403e-06
DMAC1,0.92901385,4.1483305049376505e-06
NENF,0.7390635,4.189219700931588e-06
NPRL3,1.6627316,4.1920081836452405e-06
PI4K2B,1.0968429,4.2014500222831865e-06
NOPCHAP1,1.3692487,4.280455220463461e-06
KIAA0232,0.59532654,4.32364886399409e-06
PPP1R21,0.68900055,4.325997146417472e-06
PRR5L,1.277692,4.387213643194163e-06
SRP14,0.39392367,4.423365583450995e-06
CENPW,2.657959,4.506675886945175e-06
CENPH,1.8053266,4.527239949771242e-06
LRRFIP2,0.6061478,4.529694248278346e-06
CALCOCO2,0.5206956,4.536558128585977e-06
ZNF362,1.6453646,4.583904490222128e-06
APPL2,0.5916468,4.6078627498838906e-06
FRA10AC1,0.7956625,4.63336961476762e-06
ZNF767P,0.5958703,4.689079205331718e-06
SLIRP,0.6528577,4.746584246936912e-06
UQCC2,0.91083205,4.797781479135583e-06
EIF3D,0.4232235,4.8120318960063345e-06
COPS4,0.8273929,4.8128847150845464e-06
SMG5,0.94903713,4.836550020163544e-06
TRAPPC12,0.87943155,4.895199530371725e-06
CUEDC2,0.8768994,4.935368336603247e-06
CLPX,1.0541201,5.012736699149446e-06
RO60,0.62747055,5.118393054824539e-06
PELP1,1.5528439,5.152503795508214e-06
FKBP14,2.0489285,5.189051996368956e-06
GALNT1,0.50624025,5.26514761170234e-06
ELF1,0.43335548,5.2813687640559894e-06
NIPSNAP1,1.5863934,5.298918078962874e-06
VPS8,0.53447866,5.344501231708341e-06
EMC10,0.82531893,5.344501231708341e-06
APBB1IP,0.45951807,5.402185759561437e-06
RAI1,0.95592517,5.485250871135032e-06
CMBL,3.4867544,5.5107574437255385e-06
HCFC1,1.065426,5.5497452873536134e-06
MAP3K7,0.85604,5.6339465715350055e-06
CNBP,0.50073975,5.755672241984268e-06
TTC28-AS1,1.2679522,5.87780343907633e-06
C12orf42,1.2241588,6.014703383444458e-06
LTBP3,1.4651976,6.029846729602299e-06
CDK13,0.4749877,6.068710422599339e-06
USP1,0.7870026,6.07269415274907e-06
LINC00173,4.8709745,6.097156894295384e-06
MRPS18C,0.86216146,6.143811819125547e-06
ABCF1,0.47445333,6.144494994220117e-06
PSMB5,0.9696127,6.144494994220117e-06
NFYB,1.815867,6.1455754133685675e-06
UBL5,0.5088625,6.2613493659726555e-06
INTS2,1.5964414,6.274484754488329e-06
MGME1,1.5423598,6.299728838977082e-06
WAPL,0.43509626,6.323553338756462e-06
SEC24C,1.011796,6.3421375262304325e-06
CZIB,1.0741947,6.3485802525785875e-06
ELP6,1.1954451,6.374111379382367e-06
CACNA1C,6.3574853,6.397439724752932e-06
IFT140,2.9807525,6.448618667522899e-06
CIAO2A,0.818822,6.48152345014384e-06
ZNF566,2.0361755,6.490436121262071e-06
DCTN2,0.969882,6.506373548216808e-06
MTM1,0.94223094,6.596201139752378e-06
NDUFAF3,0.73305345,6.602102496772291e-06
MCU,0.6398378,6.602472735501725e-06
CPNE1,0.43485108,6.60996324008073e-06
HOTAIRM1,1.2231522,6.727678871006964e-06
MTR,0.41931057,6.830233938343963e-06
AREL1,0.93716675,6.852705805027873e-06
TFDP1,0.72565246,6.87442694392506e-06
ACO2,0.6767956,6.896214423721129e-06
SMG1,0.4146969,6.908152553602493e-06
SPOP,0.71016634,6.975299878125892e-06
TOMM6,0.50283676,7.00575977497272e-06
KDSR,0.82525,7.020396356906284e-06
ODAD2,4.147495,7.022469066617839e-06
OTUD4,0.4813783,7.045550009458305e-06
CLSPN,2.1210687,7.04763076307649e-06
NSUN3,1.1600391,7.108886759727866e-06
NIPAL2,2.067666,7.117780923873896e-06
AAGAB,1.0506948,7.136454473250546e-06
UBE2L6,0.80007106,7.136454473250546e-06
ZNF429,1.5450846,7.154770888675194e-06
ZNF430,0.6530549,7.1688535780073286e-06
PTGR3,1.92606,7.170116378250359e-06
HMG20A,0.94108236,7.250535889502946e-06
HCG18,0.48799276,7.2630672196936376e-06
MCM2,3.2584164,7.2851715446448575e-06
SYNJ2BP,1.2646389,7.3269534173535255e-06
REV1,0.56502664,7.3299927202181415e-06
SCOC,1.7921444,7.3356572911310225e-06
MRPL13,0.9217729,7.420049605651507e-06
RIMKLB,1.2829577,7.440840615763604e-06
NOL9,1.0768243,7.455466934823144e-06
GOSR2,1.1665899,7.4977606326662456e-06
USP40,1.6952449,7.5008703847899105e-06
PDCD7,0.8128423,7.535330246694653e-06
NMT1,0.89918685,7.58166935641768e-06
ZNF726,3.3836143,7.673816621415628e-06
STX12,0.81678975,7.693901206031973e-06
GOLGA1,1.0247409,7.771626066403303e-06
PARVG,0.6770254,7.808208359968858e-06
PIGZ,3.0869722,7.935000733183147e-06
SSB,0.46651486,7.945836725011786e-06
ARHGEF9,1.0386013,7.968989040693563e-06
LINC00174,1.3541073,8.072821729674302e-06
AAMP,0.99676883,8.095368093509726e-06
TMED9,0.53274137,8.113156758650236e-06
SELENOO,0.5683838,8.197861293548014e-06
POT1,1.2094872,8.235864114936557e-06
TERF1,0.6018795,8.325747269743118e-06
GTF3C2,0.9358755,8.339075184870182e-06
ACIN1,0.42156306,8.403094171663867e-06
