,avg_log2FC,p_val_adj
TMSB10,0.41848886,0.00030743193672515945
SLC39A9,0.7197642,0.00030941270715908494
ATP5PO,0.6695141,0.00030944407990567444
BNIP2,0.61458546,0.0003116831591784768
TFG,0.6360774,0.00031476462215004864
FOXK1,0.6025031,0.00031545973528348756
DYNC2I1,0.6588928,0.0003165723522466394
TUFM,0.6594857,0.00031760517587136694
TAF3,0.6170012,0.00031951244194542734
AGPAT5,0.9514106,0.00031951244194542734
SCAP,1.0698105,0.0003207556243872771
BBLN,0.645533,0.000322902400091502
DAZAP1,0.6457117,0.0003249774168621348
MRPS28,1.0365037,0.0003276665797876269
CTR9,0.81281364,0.0003306369276105103
TTC3,0.584452,0.0003310178262037465
LIN54,1.4803774,0.00033174708115577586
SYT1,3.6839786,0.0003358951736284572
DENR,0.5593533,0.00033741008652426574
WDR82,0.7309193,0.00033741008652426574
DDX42,0.9262972,0.0003377985281995912
NDUFB3,0.7738262,0.0003380102606077367
FAIM,1.731847,0.00033955388141859244
EEFSEC,0.81405,0.00033958877378664564
TRAPPC9,0.59690297,0.00034427965781481056
TSEN54,0.57757705,0.0003448561655874469
NMT2,1.0881574,0.00034516252542242626
COA4,1.2287761,0.0003483737011072834
COX6B1,0.55147934,0.00034859186089052037
MAPRE1,0.5857652,0.0003488101992189981
VDAC3,0.7361958,0.00034994268418773626
MTA1,1.3779743,0.0003500703520659676
SPECC1,1.9459121,0.00035210694852650667
NDUFAF8,0.9884359,0.00035210694852650667
NFIC,1.3154153,0.00035210694852650667
PAX8-AS1,2.7971022,0.00035445178063887834
PGRMC1,2.4249153,0.00035485923988422486
TBCA,0.59259176,0.0003582491091688968
MATK,1.2137631,0.00035875439245424654
PPIH,0.8046484,0.0003595418978362134
MAML1,0.85893166,0.0003605192433974778
IMP3,0.75709814,0.0003614047857927839
DDX55,1.7751689,0.00036200888020740114
UBE2L6,0.8038421,0.00036204664735344676
ST20,1.6069895,0.00036369419396687735
PKD2,0.9611444,0.0003651582928293873
SYTL1,0.8544015,0.00037056792552177167
TTF2,1.5694178,0.0003724461476899973
NAPG,0.6752718,0.00037267917619864086
AGO1,1.1824781,0.00037281524916863795
AHI1,0.9197619,0.0003728542720814152
ZNF135,3.569442,0.0003738660410311069
METTL26,0.69062257,0.00037488043040180026
DROSHA,1.1651294,0.00037658323982814443
ADRM1,0.91879463,0.00038040662863440236
AKT2,0.92195934,0.00038233206419594894
COPB2,1.0171431,0.0003881230619427774
ARHGDIA,0.6523043,0.0003881638288542129
ZNF678,2.892797,0.00038972105542341704
OXR1,0.5955571,0.00039918688696347
USP42,0.74074,0.0004014102651184676
ZNF714,2.1016212,0.00040222424864348516
SLC39A10,0.7220654,0.0004028930934661499
MARCHF7,0.62303144,0.00040701130840153503
RAI1,1.7775682,0.000407265285964083
CEP152,1.3414581,0.00040741384591241436
PRPSAP2,1.0836649,0.00040851436385288506
COA3,1.3764213,0.0004102550646227786
UBL5,0.5672443,0.00041136287637914327
KATNAL1,2.6817312,0.00041279418751450443
ATG2B,0.9920028,0.0004139085245508835
FBXL5,0.6274119,0.00041448873645454185
NHLRC3,1.503416,0.0004203677143514515
NRAS,1.0358027,0.0004209564703199764
HPS4,0.97748977,0.00042329437976899555
LSM7,0.59183496,0.00042432579152798766
ECD,0.6647765,0.0004247001745277102
FCGRT,2.2818317,0.00042540478588757555
GAK,0.6548528,0.00043276926182701797
MRPL21,0.99848163,0.00043404666572873136
GIGYF2,0.6098128,0.00043611524579835
TRPM7,0.55046225,0.0004362741768486169
TUBGCP3,0.9354568,0.00043959915455672125
DENND1A,0.7017881,0.00044100944906720754
DCUN1D5,0.83030325,0.0004445977746861706
WDR12,1.4383221,0.0004452187802171218
RBM6,0.5937795,0.0004459556367156445
FERMT3,0.76833105,0.00045318791498228603
KRAS,0.6045571,0.00046148025869809084
ANAPC13,1.7547019,0.0004653453098190744
USF3,0.6446344,0.0004673139763732602
PTDSS1,0.7602505,0.00046808521184173754
ZNF106,0.6864379,0.0004695816362928549
UBA6-DT,2.0773606,0.000469752190897266
TPRKB,1.095974,0.00047739860722793034
RPAIN,0.6134011,0.00047781730970047643
RCL1,1.360072,0.00047885098031505565
MAP4,0.56797796,0.0004827291781096884
SLC30A9,0.7092423,0.0004833278126627062
SEPTIN7,0.42775047,0.0004833278126627062
YY1,0.5793544,0.0004886172001136664
WASL,0.89523774,0.0004946472983719579
ZRANB3,1.0336896,0.0004954613408289986
SERTAD2,0.90661067,0.000495693900673039
RAB28,0.9668063,0.000495693900673039
BCAT1,3.3072908,0.0005060111329186247
SUMO3,0.87833315,0.0005071563697658185
ITFG1,0.6244311,0.0005095525205657764
C21orf58,2.5298727,0.0005110432618533225
CASP3,0.92106545,0.0005131941355820615
CRACR2A,0.8035352,0.0005179958980308372
COX7A2L,0.6721654,0.000519509959031829
CASP10,1.5459436,0.0005235641680459053
TXNL4A,0.6244394,0.0005244232797630321
THOC1,0.6026579,0.0005301355939878431
MRPS34,0.732343,0.0005331781531993746
TSPAN3,1.1204771,0.0005422089777065377
PPP6C,0.5610566,0.0005422089777065377
CASP2,0.9794172,0.0005448999335460749
BAZ1A,0.6292276,0.0005466273874076854
ANAPC1,0.8249631,0.0005469643167259595
STX18,0.8998215,0.0005471620474102697
ATP6V0A2,0.9128975,0.0005474994303840157
TFB2M,1.3505416,0.0005507762026384963
ZFAND5,0.6246871,0.0005559086798288493
SNRPA,0.7139243,0.0005569597563485333
STIM1,0.5219622,0.0005578707223958288
BEX4,0.73574513,0.000562206513330273
EIF3F,0.5953856,0.0005636989691958187
IPO8,1.4744008,0.0005646204066229176
KLHL23,1.899443,0.0005669835076081484
GCSH,2.1986036,0.0005686325779139475
MGA,0.6933478,0.0005727559079201647
ADCY7,0.6726324,0.0005796985715318398
AKR1B1,1.3438324,0.0005837492454524495
ACO1,1.8249344,0.0005852956269711956
RBM42,1.5518864,0.0005931965358290626
CENPE,2.8535619,0.0005955848555543858
TCEAL9,2.8161776,0.0005955848555543858
MCCC1,0.901214,0.000597615259884638
PAM16,1.3647176,0.0006036165287285516
TNRC18,1.1126775,0.00060444638934957
POLDIP3,0.8676829,0.0006046643159306451
ACTL6A,2.0544689,0.0006053422907441012
RPGR,0.92086685,0.0006067005818501326
ZNF92,0.8592121,0.0006067005818501326
RAB11B,1.1181523,0.0006087668671516364
CIP2A,2.6737204,0.0006132297861741245
CBR4,1.2765595,0.0006164080282872904
UVRAG,0.5711677,0.0006186620175493159
FGF9,2.2336545,0.000622811135431397
AQP4-AS1,27.082375,0.0006249291655090278
MRPL15,1.567362,0.0006254707797868687
ANAPC7,1.0974258,0.0006255382998545299
PSMG2,0.62673974,0.0006298900002617455
LYPLA1,0.56897146,0.0006299580593632768
TET2,0.54330546,0.0006311189079296591
ADAM22,1.2508988,0.0006311189079296591
COPB1,0.52347636,0.0006319852836653932
BMT2,0.8612959,0.0006322136708116605
LINC03009,0.55613613,0.0006337215767426348
NOB1,1.5603373,0.0006471170248197394
SNRNP40,0.8168284,0.0006545741669129137
MRPL13,0.90278155,0.0006581198235960851
PHKB,0.63788736,0.0006688893049093457
UQCRC1,0.972381,0.000679311822259633
RTF2,0.6221906,0.0006796294033304234
HAT1,1.1075578,0.0006796294033304234
SDCCAG8,0.67837137,0.0006864024886906069
TIAL1,0.5826345,0.000688452026637476
ETFA,0.7074651,0.0006899124265004156
RUVBL2,2.7591472,0.0006917233658366134
SLC20A2,0.9329705,0.0006940617718448369
ARFIP1,1.0145376,0.000694311425852994
TTC27,0.8273384,0.0006948112609817958
MDN1,0.5894639,0.0006948112609817958
BRK1,0.54474866,0.0006987372433921523
CFAP44,1.7915006,0.0007002185019362034
SMG1,0.5744108,0.000707716742288163
MTM1,1.192649,0.0007085044625634618
HDAC1,0.6283254,0.000709471061746017
MED17,0.50319374,0.000711866147962202
MT-ND6,0.7753387,0.0007144480189781186
PIK3CG,1.0250776,0.0007163199263625677
CRIPT,1.2352526,0.0007171169300661395
BAG6,0.9334348,0.0007186351140420772
NAA38,0.6853111,0.0007232081222802639
SEC61G,0.5700847,0.0007232081222802639
DDHD1,0.54642016,0.0007232081222802639
HMGXB4,0.6361136,0.0007258288956759228
STXBP4,1.2434018,0.0007284586236781782
SSBP1,0.5607112,0.0007314635767918082
GIGYF1,0.9532729,0.0007337450573586798
RNASEH2C,0.86609256,0.0007349286258897314
TRIM56,0.9330527,0.0007351933379718137
PTGER3,26.988731,0.0007360107074029417
RSL24D1,0.56473553,0.000736091704485221
STARD7,0.61499435,0.0007365414057959502
MMAB,2.3176157,0.000739392891321317
ADD1,0.5911791,0.0007396595261489264
ELK4,0.80215526,0.0007427081863955738
ZNF726,3.1438155,0.0007429760785045324
PPP2R1A,0.5943473,0.00074332648049257
DNAJC8,0.58041406,0.00074332648049257
ESYT1,1.0624048,0.0007546227812944943
MAPK8,0.5511559,0.0007546227812944943
BUD31,0.6335252,0.0007600886247244311
CGGBP1,0.58373743,0.0007643609227024067
SSH2,0.47280326,0.0007691249210501076
PAK2,0.54977304,0.0007691249210501076
RCC1,2.1400216,0.0007697865018281662
MRPL18,0.79314595,0.0007748829645103299
RFC5,2.0843434,0.0007837152832284449
UBXN4,0.5664115,0.0007900788566134535
POM121C,0.806218,0.0007956978198152097
MRPS26,0.88267297,0.0007985655827066545
RAVER1,1.5101581,0.0008118828176361661
FOXN2,0.5846428,0.0008213152737339863
ACAA1,1.0095948,0.0008220187568700022
MPHOSPH10,0.6487675,0.0008257961206338463
ARPC5,0.5773934,0.0008258873327780089
NRDE2,1.5686668,0.0008315386949083761
NCKAP5L,2.2725346,0.0008378503247748122
ZNF519,1.6139345,0.0008387755445088086
CPSF3,1.350787,0.0008499528087032959
RPN1,0.6219487,0.0008506796964793664
HK2,3.4729033,0.000856702692931324
LTBP1,4.4928784,0.0008599899099169044
TUG1,0.61701536,0.000862219780853785
NIPSNAP2,0.6194723,0.000863598584423583
LIMD1,1.1126971,0.0008670068523698144
SETD2,0.52227885,0.0008692540065836203
TRAPPC5,0.6647218,0.0008725866233931227
PSMB6,0.68586576,0.0008753780964694155
CHORDC1,0.60573167,0.0008809107601902745
THYN1,0.83094996,0.0008842854281748552
TWSG1,1.2231127,0.0008848216143005725
TIMM17B,1.4755305,0.0008899699227914248
SNHG17,0.7175113,0.0008927146729307831
ICE2,1.2708318,0.0008973403359694087
SEPHS1,1.4817853,0.0008973403359694087
TPR,0.53282934,0.0009012196193399609
ARF3,1.948519,0.0009154578068197147
SRFBP1,0.98435515,0.0009187298628941556
ZNF528-AS1,3.4181736,0.000928176710271701
BTBD7,0.59668946,0.000932284565829291
CAAP1,0.766215,0.0009330784434018111
IGSF9B,2.3914034,0.0009331823624574009
SRSF4,0.56587285,0.0009346683905775158
PPIL3,0.8817254,0.0009377738397386724
MRTO4,1.6263796,0.000940425260151314
POLR1H,0.8104239,0.0009540677643323762
ENOSF1,0.7719312,0.0009610120096544521
ANKRD36B,0.7148851,0.0009618290722167366
ABL2,0.8826566,0.0009728868765710271
CEP95,0.54405606,0.0009950935200686822
PDSS2,0.6732132,0.0010013335766905665
KIFAP3,0.6091743,0.0010031675824918604
MBIP,1.3169779,0.0010166641438145994
MYSM1,0.6870664,0.0010170264040217625
HIRA,1.1393639,0.0010218906504264817
PIH1D1,0.9212705,0.0010225055343990664
PRR11,2.3953025,0.0010252438871027998
CUL2,0.60274947,0.001027622978618215
HUWE1,0.5252108,0.0010295024920039407
CNKSR2,1.1168538,0.0010444691884709636
NEK7,0.52303964,0.0010458652941142269
ECH1,0.57251143,0.0010464942371988437
ZRSR2,1.0536658,0.0010480100845969103
AP1G1,0.5898213,0.0010527557141368435
DYNC1I2,0.72943634,0.0010551950482906036
MRPL4,0.81408966,0.0010563465595063964
PSME4,0.54024065,0.0010595712253395344
EIF2S1,0.76173246,0.0010657877052474148
HCG18,1.0704992,0.001070085528071257
IFT25,0.84125704,0.0010738745076701666
MSRB2,1.7921928,0.00107425749152102
C6orf89,0.8806604,0.001077796987035104
PLPP1,1.4407396,0.0010818548401151675
HNRNPL,0.55668557,0.0010818548401151675
ORC4,0.8248938,0.0010851529039777625
WDHD1,2.7158368,0.0010858054062782409
TAF2,0.56737304,0.0010877858636955812
DHPS,1.0640986,0.001095762268999614
SHMT2,1.5298637,0.001095762268999614
PTP4A2,0.5518642,0.0011020545220344611
ANLN,3.0449252,0.0011021788848588718
CRKL,1.1675069,0.0011023034013725366
TMEM256,0.7536056,0.0011025528951984092
IPO11,0.70383054,0.0011025528951984092
NUP160,0.5864436,0.0011042931103747316
TMEM258,0.5642676,0.0011063057965830275
GMCL1,0.6036111,0.0011329023228737933
CTPS1,0.790602,0.001135516554111969
KCNMB4,2.9839022,0.0011411887702101413
INO80D,0.51413345,0.0011415956203423491
BTBD10,0.8848179,0.001144785960511577
LINC02714,4.3900323,0.0011449155242687257
NUMB,0.6380255,0.001149232755033421
ANAPC11,0.71813256,0.001153284658925644
PDPR,0.7515765,0.001155662177157497
PHF2,1.0807354,0.0011609956932902184
KRR1,0.48940688,0.0011744689887233568
COX7B,0.5702222,0.0011755919850765326
ST13,0.57240593,0.0011765827615261052
TBC1D10A,0.92631394,0.0011802859439778836
ZNF136,1.0882131,0.0011861676514035699
PDCD6IP,0.5253131,0.0011919231216082318
DOCK8,0.42001057,0.0011964066238867874
TAF7,0.601795,0.001196542961572245
CCDC18-AS1,0.63108635,0.001200460172076711
C11orf54,1.3329527,0.0012046816033652933
AMFR,0.6992881,0.0012080208052343158
MSH6,0.8724412,0.0012084520628993828
NUP133,0.679906,0.001214759759429511
KNTC1,2.4837928,0.0012294104409671408
NUP214,0.5808209,0.001241802463712014
AGFG1,0.48636472,0.001241802463712014
DNAJC15,0.55337244,0.001241802463712014
TTC21B,0.78747743,0.0012428467493215724
HSPH1,0.6225126,0.00124479550728287
SAFB,0.5283894,0.001249767826876089
EIF1AX,0.5833264,0.001251424058235255
EDEM3,0.77578866,0.0012549025578516286
MOB4,0.5342633,0.001257173322192142
FLI1,0.554976,0.0012673905450929928
FGGY,1.4050226,0.0012684554522919451
RHOC,1.2303746,0.0012911729483617636
FAM222B,0.5230639,0.0012935049997329733
HSH2D,0.67131877,0.0012992863830275305
SEC24D,0.5873069,0.0012994194556328255
DNAJA1,0.55010474,0.0012994194556328255
PTBP3,0.51300824,0.0012994194556328255
ZNF708,0.69913137,0.0013005099173228748
LAGE3,1.0540098,0.0013028582928389866
SDHAF3,1.0049168,0.001306470900020122
ZDHHC24,1.570336,0.001309461063827997
ZNF100,1.7243693,0.0013357567175836251
DCAF7,0.63284653,0.0013384869202656658
KANSL3,0.8585833,0.0013489963132966062
GFOD2,2.144113,0.001362858413229855
EMC4,0.8989343,0.0013735467989603799
VPS26A,0.53766704,0.0013740342593463414
EPC1,0.45713568,0.0013768376085760397
ZNF286A,2.077037,0.0013776576175578746
PPME1,1.3560206,0.001378809674118311
FBRS,0.719765,0.0013806263921374224
NUP155,1.3173702,0.0013807849138477962
RLF,0.5485185,0.0013816076667148333
SSU72,0.59301317,0.001386756967847852
PIK3R4,1.0142747,0.0013895851974717842
UPF3A,0.49207255,0.0013959285210797497
SREK1IP1,0.52181077,0.0013959285210797497
MPP1,3.184503,0.0014109174053861765
LAMTOR2,0.72702986,0.0014216163417425064
RBM17,0.6179497,0.0014296456250649757
PMF1,0.69053864,0.0014325556608484613
IQGAP2,0.5113066,0.001433751387879498
RNF114,0.63604003,0.0014387374472426178
PFDN2,0.5597109,0.0014522337032259467
PPP4R3A,0.5692361,0.0014522337032259467
HP1BP3,0.52015984,0.0014660308590054413
ACTR2,0.5841019,0.001469010274668291
SMAP1,0.48641452,0.0014702346714442725
RASSF1,0.5937615,0.0014707558718165773
PSMB9,0.53478926,0.0014709252729921212
STMN3,1.2793427,0.0014774459186532413
LIMS2,3.5580313,0.0014854142840604325
ODC1,0.503282,0.0014902119550079874
ZNF730,4.479165,0.0014968125201586312
PON2,5.5756598,0.0015020036401165015
CYB5B,1.3843114,0.0015093742326571207
ZCCHC8,0.7419092,0.0015155046334136577
TYW1,0.5203304,0.0015229371621100158
NVL,1.1772985,0.0015333292742402533
LRRC43,4.710207,0.0015358810007710811
HMBS,2.4753513,0.0015358810007710811
ORC6,3.3123245,0.0015404635483826175
CHI3L2,1.8275255,0.0015448688440839054
VPS26B,0.6405103,0.001548368235122152
RABGEF1,0.5298975,0.00155057485841933
ATP9B,0.539833,0.0015533455693746477
IRAK1,0.8224798,0.0015602074581559432
TCAIM,1.5859824,0.0015607604470888132
ZNF439,1.607459,0.0015616860129371373
UNC13D,0.71908903,0.0015637300208107355
CDT1,4.911439,0.0015661498481998664
SPATS2,1.7978288,0.0015715662232561117
UBE2Q2P2,2.5143733,0.0015777516130480516
EXOSC5,1.2801021,0.001580568306451016
PSD4,1.2105374,0.0015956848457208592
DOT1L,1.2676642,0.0015956848457208592
POLR2E,1.0460343,0.0016015777821741968
DERL1,0.5684259,0.0016159252030428883
FAM204A,0.53973705,0.001637771400927003
BRCA2,1.7283636,0.001652029264976847
LSM12,0.5630661,0.001653398187301832
ZNF407,0.53221315,0.0016612590911887725
PMS1,0.79420286,0.001670546527788017
ECT2,2.3948288,0.0016745063965012854
SEPTIN1,0.53604,0.0016808660928621351
ZC3H13,0.53062284,0.0016878527813788545
SAMM50,1.0530932,0.0016952684268110537
CLCN3,1.3574235,0.0016990863915678977
CTBP2,0.7215183,0.0017004927024508148
PSMC4,0.8015234,0.0017035142713276387
MRPS14,2.8616319,0.00170411646609769
PPAT,1.147234,0.0017164709840435744
HINT1,0.37556863,0.001719920292275882
CNN2,0.6274126,0.001719920292275882
SBF1,0.72929066,0.001719920292275882
PSME3,2.4935765,0.0017319715632845745
HSPA14,1.6986786,0.001732993833665009
MTHFS,0.9678026,0.001743892397079406
LATS1,0.4929876,0.0017538149433835985
SYNJ2,0.88424534,0.0017544346179727743
ACADVL,0.9113755,0.0017567154835325214
SARNP,0.5197837,0.0017619086445100093
TMEM230,0.64537114,0.0017763312257178996
CCNY,0.51048857,0.0017895957034249701
ARL2BP,0.82875186,0.0018008259362431677
POLR1A,1.1215272,0.0018101967476087106
LSG1,1.0670149,0.0018418464819001021
ARHGAP35,0.819274,0.00184466806648501
MINDY3,0.69967115,0.0018527251314632122
PPP3CB,0.5994281,0.0018603767742252158
SCFD1,0.53184485,0.00186475952713673
NCOA1,0.5438094,0.00186475952713673
EIF4EBP2,0.703319,0.0018654166207949304
TGOLN2,0.5156238,0.0018693711104716213
FBXO5,2.6862435,0.0018693711104716213
SAAL1,1.7581255,0.0018768650367463587
HACE1,1.3489072,0.0018806226266268448
POLR2F,0.57027256,0.0018928297893414782
KATNBL1,0.87228554,0.001893496966224077
PKN1,0.922248,0.0018937190581058362
INO80C,1.5583942,0.0018975084254056688
EFL1,1.1166202,0.001899070681454619
UHMK1,0.5794769,0.0019102662306309465
AKIRIN2,0.49038893,0.0019217495554281528
ERO1A,0.65770185,0.0019217495554281528
NUP62,1.6846666,0.0019360230767078443
CSNK2B,0.5302228,0.001937160510420033
ZNF430,0.5553183,0.001953373774840129
MRPL12,0.8623806,0.001964176166334997
ARFGAP3,0.4854559,0.002020684315212236
LRP5,4.563815,0.0020294562992722465
PDCD11,0.94724476,0.002029693613214887
BLTP3B,0.7856786,0.0020351649343530076
HSD17B10,1.1254714,0.0020420832082548883
RFX8,4.894451,0.0020492633639353293
RHBDD1,0.801198,0.0020492633639353293
WIPF2,0.6884796,0.0020562264227824037
WDR11,0.89312696,0.0020603186935273968
CEP83,0.75620407,0.0020813784914619667
MBTPS1,0.4639577,0.002081622184525388
PPHLN1,0.501525,0.002103867176872824
MRPS12,0.94284546,0.0021114958594697585
TP53BP1,0.47263506,0.002114702948462711
IGLL1,3.6782374,0.0021193982564938333
SELENOF,0.52262783,0.0021375267703679915
SPACA9,3.3717155,0.0021397723423936424
ABHD3,0.578031,0.002155548998514355
UBASH3A,0.9492363,0.002171940050115446
SLC45A4,1.3209524,0.002179798444463873
ZNF37A,0.8062469,0.0021945725705228864
MT1F,1.2429193,0.0021945725705228864
IRF2BP2,0.5029646,0.0022007144410440133
BDH2,1.1419182,0.002207128295310465
PGLS,0.5622814,0.002207900343336941
POLG,1.0801175,0.0022086728602928097
PPID,0.72694016,0.0022122775267690606
PSMD4,0.7734532,0.0022122775267690606
MAGEF1,2.4726005,0.0022171751687511507
CHMP4B,1.0395758,0.002227257530997253
S100Z,5.2492805,0.002236862421632172
POLQ,3.3727212,0.002241289732114486
UBXN2A,0.6191783,0.002257236803948475
EXOSC10,0.7150334,0.002258550963117135
TWF2,0.8992338,0.00226617486491871
CCDC93,0.51233804,0.0022677606211312044
NUP58,0.5061828,0.0022677606211312044
BID,0.71108,0.0022730405497439986
MICAL1,0.9166151,0.0022730405497439986
XIAP,0.7939461,0.0022897287616765326
USP32,0.6431572,0.00229052977145054
SSR1,0.5732021,0.002299854895183795
CERS2,1.3862936,0.002302261437229226
LINC02328,0.7998248,0.002302532718650004
MRPS23,0.8850551,0.002310831179192962
ANKH,0.4747892,0.0023391358252951655
MBD3,1.2053815,0.002345925618687438
TTC1,0.56713367,0.0023467454352893566
MRPL57,0.49403882,0.0023519208261780196
CRACD,3.367188,0.002362025423443465
POLR3D,2.2381136,0.0023664258368851694
FMR1,0.5924733,0.0023664258368851694
EP400,0.5205148,0.0023664258368851694
GLDC,2.5266097,0.0023664258368851694
ANKHD1,0.52756983,0.0023870624241297328
RTTN,0.57465774,0.00239010791600208
MEAF6,0.57599455,0.0023914966538738087
ANKMY1,0.741556,0.002393440023092541
ELP6,0.8034942,0.002409833313853048
UBE4B,0.5510623,0.002412348380823466
KAT7,0.49350563,0.0024260568015479714
SUGT1,0.6177977,0.002435894666945463
GOPC,0.79323983,0.002465049629866488
VIPR2,3.177073,0.0024670485085652436
HIF1A,0.5437444,0.0024770408575432988
DDX11,0.94118303,0.0024813384918304536
IGFBP2,2.8862805,0.0024977146771718466
INTS12,0.94467556,0.002502045712595689
CSPP1,0.5445335,0.002509853959227247
ACTR1A,0.56262887,0.0025536232503146085
HHAT,1.6640176,0.002565122149008253
ABHD18,0.5627137,0.0025837950346750903
ACAT1,0.92745656,0.0025840988946965655
ARMCX3,1.0988325,0.00258440305777946
TMSB15B-AS1,1.9284676,0.0025960307686626284
B3GNTL1,1.5337256,0.0026005202862648437
ABCF1,0.49154395,0.0026146189399112625
ARPC1A,0.6116746,0.0026203428884964837
GNL3L,0.6911471,0.0026206516117346763
ADAR,0.47053167,0.0026518551893472326
ZGRF1,1.6778278,0.0026607081428271936
DRG1,0.9009504,0.002667750558549405
NAA30,1.3097067,0.0026766528792060906
IVD,1.0810075,0.0026788118082192087
EFCAB5,5.108779,0.0027281159150902585
DICER1,0.55582285,0.0027340702643822534
LINC00938,1.6018217,0.002738781260007051
NDUFA8,1.0087445,0.0027397306281580773
H6PD,1.6671644,0.002744450983432954
PINLYP,3.4536197,0.002750438894967357
PPP6R2,0.51868963,0.0027558077544460034
MRPL33,0.54188013,0.0027681504258020647
CSTB,0.5518234,0.002771012701542922
TM9SF2,0.49031216,0.0027859679859264827
CEP104,1.1115685,0.0028054872328326626
TTC7A,0.53394496,0.0028083853961620832
ADARB1,0.7215016,0.0028087157177958005
TCF20,0.56946135,0.0028116173961893346
RC3H2,0.516079,0.0028241920903521746
SHQ1,1.1863936,0.0028284017121818646
CDV3,0.49084964,0.0028410461082903652
AFF4,0.5306466,0.002844629123180962
HIGD1A,1.2633208,0.002844964388606463
SMG1P5,0.6408022,0.00285506757860475
CROT,1.2443147,0.0028704434520427447
PTOV1,0.79408467,0.0028747175979852613
CLTB,0.71751803,0.002932719087299154
CAPZA1,0.50648403,0.0029337329609184994
TMEM160,0.5419174,0.0029354165802297047
CERS5,0.8018452,0.0029357624918249117
C3orf38,0.59581095,0.0029414680118326924
ARGLU1,0.48552388,0.0029424856723517987
PANK2,0.55566823,0.0029472082565975
CASTOR2,1.7525599,0.0029799640150715814
SPRED1,3.7958283,0.002980994394235031
ALDH5A1,3.2053764,0.002996998514452852
PSMD13,0.5271747,0.003042722062432588
RFC4,1.9942833,0.0030469014451189793
IARS2,0.7086202,0.003052807912037757
XXYLT1,1.476792,0.0030873782346213315
LDHB,0.46018234,0.003098982171990295
SCML2,2.9864213,0.003104982502529291
ZNF618,26.85318,0.003126934499912662
CDKN2C,2.3177183,0.003126934499912662
CEP290,0.8030053,0.0031397590430721775
TOMM40,1.5804461,0.0031397590430721775
TRAPPC4,0.8166041,0.0031408423653594944
CNOT4,0.5522018,0.003146204823527238
ACAT2,0.72270983,0.003160162669792782
VPS35,0.7199331,0.003164120967064227
LTV1,0.51466733,0.003165212798032914
SSR3,0.7564579,0.0031778082397287857
CA5B,0.6217907,0.003186838033630515
ZAP70,0.4137284,0.003189382402944071
TMA16,1.279133,0.0031998920733832662
CNDP2,1.0086323,0.0032053488000944688
SLC16A1-AS1,1.2749145,0.0032129960992324782
DCTN3,0.63380617,0.003217016804020134
NDUFS2,0.84175384,0.0032188555455760813
GANAB,0.8821129,0.0032309176785489863
PSMG4,1.135631,0.0032474271274151516
PRKAR1A,0.5148345,0.0032536954911679193
WDR6,1.01979,0.003256290571550794
POLR2I,0.56164384,0.0032666541678602304
TRAPPC13,1.2775798,0.0032666541678602304
KIFC3,2.3824492,0.003268520285401472
UBFD1,1.7922536,0.0032763081496270017
PAPOLA,0.49986604,0.0032781797812813864
SEC13,0.69174695,0.0032811850560612696
SH2B3,0.7712765,0.0032811850560612696
PEBP1,0.5471174,0.0033024060668968977
LDAH,1.6394451,0.0033091683353941234
KIF3B,1.1312238,0.0033313089203536746
CSNK2A2,0.6694512,0.003355100765627937
DNASE1,1.5594742,0.0033699158119497915
PPTC7,0.5523496,0.0033710772698313466
NINL,2.8356621,0.0033768063924857405
ERI3,0.9041004,0.0034139559744424132
CHCHD1,1.1665378,0.003432511171919027
BSG,0.5458943,0.003432511171919027
IFI44,1.0938714,0.003436788300291364
ARHGAP26,0.43540463,0.0034387461222398254
FBXL17,0.5099229,0.003446910125280747
GLB1L3,4.8245816,0.0034582053054913854
MTMR12,0.82638466,0.0035194798266218767
MPST,0.86687094,0.0035349660719639965
AKR1C3,1.8891406,0.003536180603006719
ISOC2,2.184895,0.0035637254445896075
RPF1,0.60510325,0.003575845595980434
ANAPC15,0.7877638,0.003575845595980434
VCP,0.4869489,0.003575845595980434
MIR29B2CHG,0.8279915,0.003575845595980434
JAKMIP1,2.3578522,0.003581093010203523
EBPL,0.7601278,0.003582750310804901
ZNF236,0.6727353,0.0035936507598417424
TSPOAP1,1.3407742,0.003594079187752744
SMU1,0.4157167,0.0035945080075570762
SPECC1L,0.45012861,0.003598596259253622
TRRAP,0.4532727,0.003603876189570092
VPS4B,0.49846235,0.0036148366789221778
RALGPS1,1.755879,0.0036152691079308903
TBCK,0.4855326,0.003618569714923855
FAF2,0.9995693,0.003618569714923855
AEBP2,0.4271599,0.003627944152426508
ERP44,0.49426365,0.003637341134398239
CUEDC2,0.8257716,0.003667254323678771
EFR3A,0.50008696,0.003683341721579641
SEH1L,0.74873585,0.003692871386847604
CPNE1,0.58720475,0.0036957961639547824
KRT73,3.3230655,0.0037004392446372916
COPS7B,1.5755272,0.003705029559569659
PHF20L1,0.4973817,0.0037096253361457885
RBM41,1.3925949,0.0037183862913537456
NEDD9,0.5212023,0.0037246646980492425
ELP2,0.5350475,0.0037393113133616256
AP5M1,1.1410462,0.0037464606563492094
BZW1,0.46890208,0.0037511046397926363
GUK1,0.49075302,0.0038312161832004003
RNF220,1.1792494,0.0038462499569202504
ARPP19,0.46663508,0.0038475695600918166
MRPS11,1.587276,0.0038488899068263097
JAKMIP2,0.7587813,0.003857093726159093
DOCK5,0.59588444,0.00385841760213327
