,avg_log2FC,p_val_adj
EFCAB14,0.035985187,1.9402562968913298e-07
ZNF548,0.81533957,1.958161703778515e-07
STOX2,3.761759,2.0073939039601892e-07
SOCS2-AS1,2.5050948,2.0473430618019624e-07
ARL16,0.3601253,2.0476792029778457e-07
YARS1,-0.044820413,2.05556853128228e-07
BZW1,0.09433843,2.0617906997640722e-07
DNM3,0.8824356,2.0829981711675516e-07
UVSSA,0.4505566,2.097083909854613e-07
SNRNP200,0.016544199,2.1084220645884948e-07
WDR19,1.3457625,2.1093621584222907e-07
IMPG2,1.1651608,2.1111616009486284e-07
ZMYM6,0.4473442,2.111871593376484e-07
CD300A,0.86531323,2.1246498041607799e-07
INPP5F,0.7651077,2.1649595662895474e-07
ILDR2,3.1019547,2.1821049447886517e-07
MFSD6,0.049745318,2.1871078505658177e-07
CDKN2D,0.30106544,2.1919848162251233e-07
SEC14L1,0.16799125,2.1991742501637953e-07
GSR,0.32461244,2.200875845549351e-07
MDP1,0.70062995,2.211408842176997e-07
TMEM218,1.1993718,2.2120477618541282e-07
RBM12,0.39980507,2.2372303222816572e-07
CPNE7,2.7804677,2.2419703823680536e-07
GGA1,0.26936656,2.2533975747405797e-07
ENSG00000290968,0.4676136,2.2707242456536512e-07
ZNF529-AS1,1.0642627,2.280298798529119e-07
RSAD1,0.63357955,2.3189370468007106e-07
TMEM184C,0.52136517,2.3223946245226925e-07
BUD13,0.7170584,2.3806920907682544e-07
RRN3,0.26172325,2.4378223258258087e-07
TMEM42,1.2259738,2.457515688594514e-07
SEPSECS,0.44319245,2.4599464231601513e-07
ENSG00000226824,0.13215509,2.463952470528079e-07
ZNF266,0.21361873,2.511653547719119e-07
ZNF766,0.29846308,2.540941568128915e-07
LINC01934,0.14753202,2.589258103596792e-07
GET3,0.6493222,2.592701560763347e-07
ZNF317,0.397036,2.5976435547620697e-07
PHF8,0.18675324,2.615697016592656e-07
UPF1,0.29162544,2.64203059071468e-07
SRRT,-0.112718984,2.646506871946239e-07
CD84,0.02160226,2.662612736350668e-07
ZRSR2,0.31974775,2.6649911042592227e-07
CREB3L4,2.6084688,2.6684906915255767e-07
ZNF876P,2.5013735,2.674154115174658e-07
TACC1,0.11084229,2.6845984349960795e-07
DNM2,0.02627746,2.706995003316743e-07
SNHG1,-0.013421809,2.7303553530423324e-07
ZNF260,1.4495013,2.749087467873317e-07
UNC50,0.66980267,2.758724327935803e-07
PLEKHB2,0.09395906,2.7729080463013017e-07
PDP1,0.70898986,2.8063815746882235e-07
PMPCA,0.37521926,2.8442123079124806e-07
ENSG00000288018,1.8682669,2.879723638397533e-07
ASCC2,0.20974047,2.895630615463454e-07
SWT1,0.9150147,2.9304012037216266e-07
C4orf46,1.4430404,2.9432040693936996e-07
CRNKL1,0.35949373,2.943362056937504e-07
IDH3B,0.072012365,2.9548467245912775e-07
GTPBP6,0.16120619,2.96251911616059e-07
NUP37,0.8688875,3.0062911868089277e-07
NDC80,0.74057746,3.013626362750224e-07
PTPA,0.6219876,3.0273430592565143e-07
NEK4,1.1503664,3.048326999717875e-07
DSCC1,2.1984346,3.0631439659996747e-07
RNF44,-0.01209528,3.0661049365789267e-07
FBN1,2.8595188,3.123163709717517e-07
CLHC1,1.8701713,3.154622507361826e-07
LINC01806,1.4365561,3.1971363065669457e-07
ENSG00000225519,5.2145495,3.2077938146475435e-07
CLK3,0.5038652,3.2380268270824894e-07
KLHDC4,0.04985971,3.34078877511793e-07
TPD52L2,0.6821507,3.3618494262593603e-07
GCNT2,1.2108417,3.40795646460165e-07
EFCAB11,2.29428,3.464483531794476e-07
ENSG00000291054,1.916782,3.493555600828802e-07
ARSB,0.39690295,3.523189202551587e-07
OTUB1,0.20288338,3.595893656887637e-07
RFK,1.0460323,3.681499761746769e-07
EXOSC3,0.40192696,3.809252169464599e-07
LZTS1,4.0461373,3.8153086405403733e-07
RASGRP2,0.009324283,3.826483966588525e-07
MDC1,0.630136,3.8672678932781675e-07
RAB5C,0.04723884,3.912013044787723e-07
TAMALIN,0.84131795,3.920813857617505e-07
SOCS6,2.3574874,3.9508544663470796e-07
NRROS,2.4288719,4.049336994782566e-07
ADSS2,-0.06642371,4.0587473129219516e-07
ZNF81,1.2223957,4.0645013811392245e-07
REXO2,0.13241275,4.0713865127204274e-07
ZNF559,1.5355635,4.074721637735434e-07
IFT140,1.856653,4.078872085871756e-07
TTC28-AS1,0.26947516,4.0978832383690193e-07
E2F1,2.132118,4.123130057467046e-07
ABHD5,0.43494138,4.142657973394174e-07
MVB12A,0.82409275,4.2176451294595977e-07
FOXRED1,0.98030657,4.2276277463380713e-07
XNDC1N,0.43703035,4.230374211265165e-07
LINC02615,2.0444531,4.2487020305400027e-07
CCDC28A,0.17039633,4.399934849509624e-07
DNAAF10,1.6192166,4.4617287950001143e-07
CSRNP2,1.4965429,4.488219778132564e-07
THUMPD3-AS1,0.023659907,4.5123116820214627e-07
LINC01409,1.6161934,4.6141444964328435e-07
C5orf15,0.5963387,4.674849633447642e-07
SLC2A9,2.462533,4.6994076966509765e-07
NIP7,0.3700878,4.739391011904431e-07
LRR1,0.7681467,4.7586132030434195e-07
ENSG00000268362,1.3058174,4.786514936331964e-07
TTC7B,2.4364042,4.809293277436172e-07
ZNF85,1.1486667,4.825802294648624e-07
TCEAL1,2.477577,4.825802294648624e-07
RAD51D,1.0899389,4.844772520691017e-07
LINC02718,3.8871188,4.86789303169658e-07
BMAL2,3.8546574,4.895966403244583e-07
LRRC8B,0.18397489,4.899652906907754e-07
SPNS1,0.8389762,4.904343780068093e-07
P2RX4,0.44385034,4.904343780068093e-07
ZFP90,0.46778598,4.930892567153878e-07
TMEM219,0.011594467,4.961129967866803e-07
KLF3-AS1,1.2644656,4.988887325058251e-07
AJAP1,4.7074447,4.995607117659684e-07
SCARF1,3.7155247,5.00012763194299e-07
ZNF440,1.4652904,5.037518405649898e-07
DNHD1,0.3413607,5.146088106597905e-07
ENSG00000287252,2.604117,5.163321095488383e-07
ZNF417,1.554093,5.163321095488383e-07
TMEM43,0.44089738,5.202207461476712e-07
RABEP2,0.51264447,5.244166241919012e-07
POGLUT1,0.25358433,5.261236826136681e-07
CCNI,0.19434857,5.261236826136681e-07
RMND1,1.208386,5.350109655148665e-07
NOTCH3,4.071443,5.442499059408649e-07
MCM8,1.150538,5.4725235577451e-07
ARID3A,1.5997871,5.482034534117438e-07
PGS1,0.38184226,5.487095786012322e-07
CEP89,1.8807303,5.487095786012322e-07
XRCC1,0.6942515,5.538412259513669e-07
TPGS1,0.41981453,5.648399446864844e-07
BEND6,5.5431933,5.663870680232187e-07
SNRPD2,0.16830021,5.691449812255496e-07
TRIB2,0.44715652,5.722453735084905e-07
RHOH,0.20224841,5.831376620739016e-07
NCLN,0.5389061,5.833443091407267e-07
ARMC6,1.5970482,5.849669586402241e-07
RLF,0.11984461,5.87714348876901e-07
ELK4,0.041115113,5.882788097912552e-07
CPPED1,1.682107,5.916321325764228e-07
NINL,1.7012672,5.916894071836152e-07
ATP6AP1,0.6193478,6.035688637626703e-07
OTUD3,0.89966667,6.058871308587128e-07
TMEM154,0.41357884,6.059090432014582e-07
NEPRO-AS1,1.2360963,6.061968567103597e-07
PGLS-DT,1.3847402,6.068151864561584e-07
ENSG00000273748,0.3561798,6.083628520952907e-07
CLN5,0.7742912,6.154641967391451e-07
ZNF140,1.3202513,6.159705732904874e-07
SEC23IP,0.6098698,6.293087765339334e-07
CMTR1,0.27221158,6.342947414770911e-07
ENSG00000286816,4.756566,6.424640065700812e-07
ARIH1,0.19658218,6.433645241914512e-07
LUZP1,0.03523581,6.433645241914512e-07
PFKFB2,3.8974113,6.461033581065544e-07
PATL1,0.32289514,6.461656660155417e-07
DYNC2I2,2.1144245,6.47741737466109e-07
TFDP1,0.085126,6.498313281328461e-07
EAPP,0.012194587,6.678637445211782e-07
MSANTD3,1.0168717,6.718063604299585e-07
TBC1D7,1.0898628,6.75384503205304e-07
SDHAP4,0.71456,6.846625613831258e-07
LYRM2,0.14560151,6.866291235827115e-07
ZNF776,1.708081,6.933155210485774e-07
ATF6B,0.24001577,6.94709522897923e-07
IFT81,2.763492,6.964941736587871e-07
SLC22A15,2.0871441,6.97306156273945e-07
DCAF11,0.22133622,7.119243689900618e-07
GPS1,0.6311976,7.185931754156995e-07
WDR62,1.8156552,7.194191762123865e-07
MED21,0.23508519,7.240908546474065e-07
ZDHHC4,0.8442066,7.339744855599101e-07
ATP8A2,2.0560246,7.380161676639239e-07
ENSG00000241525,5.3006063,7.530280738282351e-07
ATRAID,0.0043673026,7.582860387137856e-07
ZNF891,0.8389342,7.600569676765576e-07
SIN3B,0.48136324,7.731664759084545e-07
CMAS,0.67692494,7.866123346447167e-07
TRAPPC4,0.21692684,7.962875837100241e-07
ESYT1,0.2804889,7.990418274522029e-07
ENSG00000289437,2.1462262,8.071577175927534e-07
ZNF3,1.039203,8.185142653860228e-07
PHC1,0.5173393,8.190949454572852e-07
PGAP2,0.7970251,8.295574397029171e-07
ZNF322,1.8651644,8.330209721570506e-07
RAB1B,0.17203486,8.353975668949277e-07
INTS11,0.35908994,8.438318819464866e-07
GINS1,3.2441115,8.502984959166819e-07
ZNF765,0.99531025,8.551617791217738e-07
CHRNB1,2.2157443,8.734344083399677e-07
RBM22,0.01201029,8.737522297543583e-07
PWWP3A,0.8357184,8.746888177429153e-07
TMED4,-0.0055968873,8.760013279676725e-07
LRRCC1,1.611118,8.797701854014236e-07
NIBAN3,3.0198717,8.848932779958608e-07
SHFL,0.15886466,8.848932779958608e-07
EIF2D,0.3683524,8.863000103740064e-07
NSUN5P1,0.59810615,8.946954882028007e-07
IFT20,0.19887578,9.013631135879425e-07
PSMB8,0.06970664,9.074013928753223e-07
BUD23,-0.054432046,9.188912525490316e-07
MIEF1,0.72150224,9.22328972932827e-07
EIF4EBP3,0.7490098,9.239584202963808e-07
EEF1G,0.19418934,9.241286087007126e-07
SKA3,3.0181696,9.277097466144002e-07
DCTN1,0.45491308,9.449523997670855e-07
VWCE,2.926161,9.459294352652654e-07
USP5,1.436609,9.499883338533885e-07
C1orf122,0.28319696,9.50984579171745e-07
PEX3,0.52462643,9.651315643399031e-07
NAPB,1.0441011,9.665892047978316e-07
SLC25A39,0.17391014,9.682940545316607e-07
ZNF420,0.59480923,9.696696962437468e-07
TMEM222,0.5350044,9.709604953814607e-07
STPG2,2.6613774,9.715873536184396e-07
PDRG1,0.8441955,9.769005925816545e-07
CHFR,0.056665357,9.787541366341773e-07
MSRA,0.34828365,9.889200585015599e-07
DDX27,0.012930187,9.89352000781361e-07
ELOA-AS1,0.99561393,1.00167794173484e-06
CUL2,0.04892224,1.0174241384472532e-06
KHDC1-AS1,1.0975779,1.0217787558751e-06
LRRC42,1.3777345,1.0238208947325328e-06
DMD,2.404335,1.024739496182164e-06
NCBP1,0.07766519,1.0301340173219457e-06
TMEM170B,2.4443443,1.0331434821216238e-06
USF2,0.022227474,1.0384572852956613e-06
NUDT2,0.42330715,1.0417222655215132e-06
DNAJB6,0.14482167,1.045555967067512e-06
ZBED5,0.2720259,1.0457011628084031e-06
IFRD2,0.8294582,1.0681893929637349e-06
TIMM9,0.2530085,1.0685278063210353e-06
KIAA0753,1.1780171,1.0693422659578382e-06
AGK,0.12631415,1.069458885568183e-06
PPRC1,0.6526638,1.0746658024453683e-06
WDR25,1.1840262,1.0807304514730903e-06
ZNF660,4.862386,1.082950453631548e-06
LINC02725,2.8061438,1.0946456153355687e-06
ZBTB37,0.97787017,1.1051351296618723e-06
OTUD6B-AS1,-0.028205603,1.1138221098634788e-06
C1S,0.92512995,1.1150662892163364e-06
FAM172A,0.17442061,1.1246279118026414e-06
CRCP,-0.055876654,1.1249668900387757e-06
SNX17,0.15215273,1.1374532462466415e-06
H4C8,1.7735562,1.1407309155028635e-06
GNB1L,1.7159562,1.142460651115688e-06
CLN3,0.6765268,1.1430417050216774e-06
TIMELESS,1.9698756,1.1444020910503231e-06
LUNAR1,4.231832,1.1539500736053039e-06
ZBTB8OS,0.07604756,1.1583529604839843e-06
ENSG00000272316,1.5137001,1.1609842442291802e-06
CPSF1,0.70810825,1.1693330680675607e-06
ARFRP1,0.77047706,1.1710007301092433e-06
ENSG00000240291,1.1051462,1.1740590485181106e-06
PPIL4,0.014543496,1.202404913642042e-06
ENSG00000285783,2.483469,1.2179303624699015e-06
REEP3,0.2204617,1.2240500080231411e-06
HEXB,0.5494146,1.2329452145059287e-06
EXOC3,0.3179205,1.2345543934232815e-06
ODAD2,6.1284466,1.2408278588584256e-06
COG7,0.25737303,1.2427954721225948e-06
RAB13,3.289787,1.2570604769169729e-06
LIMA1,0.4532695,1.2676259512061146e-06
TUBA1B-AS1,0.83257884,1.270084023663113e-06
ERCC5,-0.00288516,1.2848594506672922e-06
RNF8,0.62925494,1.2890209153544215e-06
COX15,1.1767808,1.2986454989318953e-06
KIF9-AS1,0.43107393,1.304021685626715e-06
CTDP1,0.20773889,1.3116591214555135e-06
GALNT7-DT,2.9053562,1.3200589290720896e-06
NBEAL2,0.24553615,1.324213277766747e-06
SOX12,1.7349013,1.3628425652450882e-06
ENSG00000283294,0.69909185,1.3759229533712426e-06
TBC1D20,0.41259924,1.3820137619023534e-06
MIR3681HG,4.180934,1.3889268066537144e-06
USP40,1.0078988,1.3945604796465752e-06
ZNF155,2.4108572,1.3980977860548077e-06
CACNA1C-AS2,1.652338,1.4054601635973214e-06
POP7,0.62989277,1.4061487199953169e-06
ZNF785,1.6515255,1.4103567363899334e-06
SAMD1,0.48197433,1.4289750664167806e-06
TMOD2,1.6694828,1.4355029885504546e-06
ZNF761,0.25915095,1.4400705552832334e-06
YIF1B,0.6770644,1.4498792678662277e-06
GUF1,0.562484,1.4582961753933753e-06
DGCR8,0.7334811,1.4639216062103252e-06
ENSG00000189229,2.3783808,1.4703876211018242e-06
ENSG00000260296,2.0565526,1.4758198211432277e-06
CLN6,1.5422605,1.4841859262525167e-06
ENSG00000287100,1.5738442,1.4857395343304632e-06
EIF1B-AS1,0.93256897,1.4915107552043312e-06
ENSG00000230649,2.2716603,1.4988632808525176e-06
MAP4K3-DT,0.81717217,1.5078415338366695e-06
SPATA7,2.4332092,1.5142059183901433e-06
TMEM237,1.4432871,1.526982838518002e-06
CLSTN3,0.51292026,1.5301331603609927e-06
LAT,0.13267384,1.5301331603609927e-06
LRPAP1,0.051683154,1.5302750237315448e-06
ZNF286A,0.98083824,1.549569844808231e-06
GMFB,0.34262893,1.5569700996621089e-06
CMBL,3.744895,1.5634884999158531e-06
METTL21A,0.5809005,1.5819825723189159e-06
BAD,0.6044337,1.6057063556378114e-06
RNF146,0.8713772,1.6082054098782827e-06
UBQLN4,1.4710768,1.6094836572897627e-06
GIT1,0.5032355,1.612530751225975e-06
VTI1B,0.14409475,1.6240631737211928e-06
SH2B1,0.60056055,1.6394571092495491e-06
RRP7A,0.07646934,1.6437836611480065e-06
KRCC1,0.27538866,1.6625366391934738e-06
CHID1,0.68475115,1.6799572609897154e-06
PPP2R1B,0.32332972,1.6881540675988514e-06
MDM1,0.9974026,1.694335094148858e-06
SNX27,0.39105642,1.6951099248589396e-06
ZC3H18,-0.04589896,1.7175571226866633e-06
POGK,0.5669981,1.7226601352148626e-06
CAD,1.027916,1.7310324127666869e-06
ENSG00000289156,2.0213113,1.7603766359406442e-06
ZNF253,0.8519298,1.7607953404080287e-06
SNAPIN,1.1539819,1.787228874749946e-06
MIATNB,0.28235736,1.791747843519348e-06
ABHD16A,0.49869365,1.8081179334658843e-06
WASHC2C,0.17851658,1.8087845821176668e-06
P2RY14,2.5899336,1.8188043358457768e-06
SSR2,0.042448968,1.825950798793403e-06
GLA,0.37688634,1.826100245536939e-06
SH3TC1,0.32191086,1.826100245536939e-06
MRM2,1.2669334,1.8421641024948484e-06
FKBP15,0.62932104,1.8425479176114816e-06
RBM18,0.42567468,1.8744935246846218e-06
CAMKMT,0.029163122,1.8817138730552286e-06
ABHD13,0.3769392,1.9013063492684893e-06
LINC01128,0.9988532,1.9137101760472734e-06
MOAP1,0.1782731,1.9235345053994806e-06
ENSG00000284428,0.7616199,1.936078033190311e-06
CEP162,1.01164,1.9614391271947334e-06
GEN1,0.8740223,1.9646121547934798e-06
GATB,1.43824,1.984257756996116e-06
TFPT,0.48633528,1.9864568372777993e-06
ICAM3,-0.027126467,1.988485102096654e-06
DOCK3,0.64565295,1.989244538551071e-06
HSD17B8,0.9297058,1.9901776073132643e-06
TOR1AIP1,0.023995446,2.004302558259639e-06
SCAND1,-0.013991581,2.0052424403121885e-06
PSMG3,0.39574265,2.0126553857483075e-06
GPATCH4,0.04383673,2.023643657681284e-06
ACAD10,0.7081177,2.0515177252923572e-06
AGPAT1,0.7645776,2.0525383823477535e-06
ST3GAL2,0.7170557,2.0573142528803275e-06
PEF1,0.56567234,2.0688671478814963e-06
MRPL23,0.28923658,2.0730485779665898e-06
CD2BP2,0.54633677,2.0927367409060734e-06
SSU72,-0.05371984,2.1172914758002116e-06
SLC9A6,0.43173158,2.135590369758039e-06
DFFB,1.7703314,2.1866061230981362e-06
RNF20,0.384663,2.1997801045639413e-06
PEX6,0.5675615,2.2028456400528297e-06
ADGRG1,0.5498891,2.2258107542808276e-06
CHMP2B,0.084535286,2.2412937919840063e-06
H2AX,0.28687248,2.2495779727005947e-06
C22orf39,0.040781863,2.2552832462758213e-06
NSMCE4A,0.24068272,2.3004318370257953e-06
RNF40,0.55647296,2.315836409447935e-06
ZFAND4,0.41380662,2.318488411005131e-06
RRP36,0.26279622,2.3195357438392806e-06
STARD4-AS1,0.9205605,2.369235028552414e-06
LIPE-AS1,0.5297778,2.372493213655083e-06
RMC1,0.287075,2.3804885158061165e-06
CCNB2,2.3822982,2.41572784922534e-06
HSPA5,0.11448327,2.427638754929289e-06
EIF4E2,0.063939266,2.4417512334358566e-06
EXO1,2.2226763,2.454775551672563e-06
PAK4,1.0245748,2.4585108565280342e-06
CBX2,5.1026154,2.4585108565280342e-06
UBL7,0.9113619,2.463980041584389e-06
ATP6V0D1-DT,1.4616001,2.467008266194617e-06
RAB33A,1.8560181,2.485596125490041e-06
ZNF384,0.4835111,2.494748084780148e-06
NCAPG,2.0104735,2.513898922221268e-06
SYNGAP1,0.4741023,2.5211187495925085e-06
MOB4,-0.030703375,2.5256314870355343e-06
MED6,-0.003831024,2.526695883059147e-06
POLR3F,0.93849176,2.557939170436521e-06
AP1M1,0.28630495,2.5630681781152e-06
SUN1,0.28226766,2.565401784968328e-06
PRKG1,2.4429917,2.5830311584354993e-06
RNF6,0.30112082,2.590739977173445e-06
MEN1,1.3226905,2.606261588356969e-06
UBE2R2-AS1,2.9299045,2.628878491268834e-06
HIPK1,0.04019111,2.6481825922063244e-06
TMEM185A,1.1564572,2.6581773993312217e-06
CACNA1C,4.1062965,2.6880992634972622e-06
ZDHHC7,0.07242009,2.7204026774598763e-06
ENTR1,0.56646496,2.800741106060423e-06
ZKSCAN7-AS1,3.373051,2.8056539294712812e-06
CC2D1A,0.86541915,2.844080060414427e-06
MAP9,0.62454,2.8547446056309132e-06
MX2,0.06692038,2.870623207468364e-06
NT5M,2.393671,2.8894814291448743e-06
DHDDS,0.8236759,2.898992293664259e-06
SLIT1,3.8180525,2.899708891322625e-06
ENSG00000291224,0.739786,2.9095744012541982e-06
FKTN,1.0629805,2.912460565799465e-06
MRPS22,0.51579696,2.9324222465416938e-06
DELE1,0.22166874,2.964577565216194e-06
KRBA2,1.7213621,3.015855749922936e-06
TMEM242,0.25233683,3.0610374157772238e-06
GDF11,1.25638,3.0992816809815707e-06
USB1,0.64753616,3.1142876471590564e-06
ALG14,1.3649136,3.1321791755265176e-06
ATAD3A,1.3891208,3.142625107794555e-06
ARMC9,0.48602363,3.1534195724738163e-06
ZCCHC17,-0.008393359,3.1588358546851433e-06
TYW5,0.40218785,3.1779708865869082e-06
ELAC2,0.624959,3.2328079936310767e-06
LTBP1,3.6708071,3.2567813549149733e-06
MLC1,2.2818651,3.271319472640106e-06
NIPAL2,2.0844398,3.28796923575571e-06
TIMM29,1.0452986,3.300748065832832e-06
DPH5,0.5636389,3.350208039957421e-06
SHCBP1,1.8805635,3.3531308718142464e-06
BAP1,0.4845123,3.366872142058375e-06
ENSG00000276517,0.41440344,3.406797988184088e-06
UBE2Q2P2,0.9347405,3.40685822638356e-06
KDM4C,0.06151978,3.4467498545914617e-06
CMC1,-0.22234072,3.510917278605113e-06
CASP4,-0.069595024,3.5203232777125762e-06
TOB2,0.23384288,3.5440777799459e-06
SLC7A6OS,0.45786548,3.553934522879746e-06
PIGZ,2.8093004,3.553934522879746e-06
CCND3,0.13399833,3.5848251327523314e-06
WEE1,1.2386551,3.6156659856068078e-06
TGDS,0.95607674,3.6686166394037974e-06
TRIM66,0.4703253,3.6948527967105957e-06
PEX5,1.4910073,3.763671180203617e-06
MAU2,0.039002247,3.7642166550790835e-06
PPWD1,0.05473968,3.7852039927814437e-06
SCART1,1.3701447,3.821814895977892e-06
VSIG10,2.261258,3.824481150129897e-06
RAB33B-AS1,0.46906585,3.828505071129058e-06
CROCCP3,1.0002007,3.8356835643650175e-06
WDR46,0.95977855,3.848649571486376e-06
METTL7A,3.0985537,3.8887919951964056e-06
IMP4,0.20748633,3.957886477290811e-06
DHRS4-AS1,1.0341934,3.970687580987015e-06
GPT2,5.558426,4.004261844535391e-06
DVL3,0.79147726,4.01896864048938e-06
ATP5MC2,0.16420044,4.0673416726783594e-06
RNF170,1.0352236,4.0898361160889295e-06
PTPN7,-0.007900479,4.122339755039098e-06
ZNHIT3,-0.03160589,4.133023568747605e-06
DEF6,-0.016607763,4.2731344193453745e-06
PLA2G12A,0.6192201,4.284918808588013e-06
ELK1,0.6617743,4.2866240302750315e-06
POLD3,0.82805586,4.286817848417252e-06
ZNF160,0.14361931,4.286830340137714e-06
USP54,1.750663,4.319253804418336e-06
PRSS3,4.6785192,4.322008392796139e-06
DENND6B,2.027066,4.351005345705556e-06
GTF2F1,0.15130547,4.360536525280296e-06
SPATA6,2.964244,4.372799154981584e-06
BOP1,1.0733796,4.41653899955132e-06
PTPN12,0.24782395,4.483197548599196e-06
FTSJ3,0.80714625,4.4984511114773975e-06
COLGALT1,0.8916777,4.516297245541812e-06
KRBOX4,0.7408888,4.557565956537897e-06
STK19,0.5951009,4.573513101265191e-06
TNK2,0.31354934,4.585060249396156e-06
DUSP14,2.0546668,4.585976548355024e-06
ENSG00000253347,2.3586564,4.604804038413623e-06
SLC35B1,0.5709596,4.614998709077463e-06
PRIM1,1.124226,4.661785655522307e-06
FAM151B-DT,1.9895704,4.6921788409050005e-06
URB2,1.4801626,4.720307133448352e-06
FBXO45,1.5085642,4.737133969372127e-06
PDE10A,4.05788,4.826283705928646e-06
TSG101,0.022558711,4.861595951300462e-06
RBIS,0.006564405,4.877810781548424e-06
LMBRD2,0.7696927,4.925220667592988e-06
TMEM109,0.29250064,4.95066045911135e-06
TMSB15B,1.6337184,4.983001436217243e-06
MRRF,0.601169,5.0289382456687486e-06
ZMYM3,1.5813602,5.16624220985656e-06
WDR5B-DT,0.60559446,5.167340630786097e-06
POLR3C,0.3344528,5.168366989118609e-06
DHX36,0.066445515,5.182949877668184e-06
SCAMP2,0.2144769,5.2493479314624175e-06
HMCES,-0.004902643,5.263781819924178e-06
DVL2,0.9876782,5.279657496950389e-06
CELF6,2.2676685,5.2919627676040756e-06
PPM1B,0.08815761,5.329350032762129e-06
ASB8,0.2507196,5.374201456970583e-06
ANKRD40,0.78533566,5.375267123409153e-06
GPAA1,0.5213095,5.44730316063917e-06
DDX50,-0.043554075,5.4734160530200625e-06
ORC1,1.5835896,5.504184662174556e-06
MCM10,3.2986195,5.510353620837287e-06
B3GAT3,0.16961998,5.5572107831710665e-06
ENSG00000227885,4.5210824,5.605624573002743e-06
INO80D-AS1,2.131301,5.614018337917746e-06
ENSG00000232611,1.8864989,5.634838737353247e-06
HSDL1,1.3928342,5.6452441196702735e-06
LONP1,0.38967723,5.6636458372895815e-06
KLHDC3,0.60839564,5.667929378602056e-06
HDDC2,0.060580105,5.6750664272978316e-06
BCL10,0.30738646,5.69936366265735e-06
ELMO2,0.25245774,5.8140270557923436e-06
UROS,0.2849895,5.8502193455478775e-06
C1orf50,0.722651,5.858392798559197e-06
IFT22,2.1987424,5.936471770511203e-06
SRSF8,0.06724335,5.998083229151009e-06
LINC02940,3.838275,6.086075778733429e-06
UBAC1,0.31317204,6.099655792235038e-06
CCDC93,0.004876831,6.106633471712343e-06
FLVCR1,0.59549516,6.1240055586080665e-06
UBL5,0.14739634,6.132460326917574e-06
NECTIN1,3.2856514,6.299733979569308e-06
MROH1,0.37475592,6.347638910146528e-06
AP1B1,0.35102054,6.382669845404294e-06
GSN,1.8027962,6.432609339250454e-06
DUS3L,0.4845347,6.455888474730359e-06
COA8,0.24968106,6.477809432088321e-06
USP30,0.9172576,6.486191752438116e-06
ACAD8,1.03649,6.5565320234296215e-06
GPC2,2.8282137,6.566925221835868e-06
TRNAU1AP,0.30276754,6.6065072711358e-06
RAD52,1.2224698,6.686438924154617e-06
TMEM50A,-0.023933856,6.714135285922924e-06
TAB2,0.07208884,6.726539420996694e-06
OGFOD1,0.6933681,6.748406348621326e-06
GNL1,-0.020783661,6.775503911914982e-06
TESK2,0.95658773,6.793662903252415e-06
VPS4A,0.16546729,6.906305740938113e-06
NISCH,0.03788455,7.0773254331427795e-06
DCAF12,0.8117009,7.132373665067471e-06
ZNF398,0.69070864,7.136530920691006e-06
ANKRD20A11P,2.8558855,7.261247709610912e-06
UNC45A,0.93962437,7.301307421491747e-06
STAG3L5P,0.009179662,7.311213560036393e-06
PLRG1,0.37103018,7.3701443885834e-06
DUXAP8,5.7070646,7.37912083511147e-06
ECI1,0.4760048,7.4521459644924654e-06
LRRC37A3,0.45922047,7.575773954143349e-06
INPPL1,0.64141047,7.686305723426207e-06
SLFN11,0.23016913,7.706800231047222e-06
CDCA4,0.62308335,7.709469503724627e-06
LINC03021-1,2.9007115,7.730982491222025e-06
GXYLT1,0.0061891433,7.741446679140974e-06
FAM89B,0.32643872,7.88356615585211e-06
NOL12,0.50835013,7.943416825938357e-06
JMJD1C,0.15928179,8.010427712552014e-06
CNBP,0.073900566,8.018604232990931e-06
MIEN1,0.032881524,8.031320292500143e-06
DPM1,-0.0701322,8.199606215479293e-06
HOTAIRM1,0.24065025,8.213048896634094e-06
SH3PXD2A,1.0129077,8.256204608887733e-06
DNMBP,1.0134059,8.347057762792103e-06
RPE,0.9514291,8.374186117253733e-06
ZNF514,1.2207519,8.414915887962835e-06
NOM1,0.28519648,8.445735767890141e-06
TRUB2,1.0666422,8.480274020109771e-06
ZNF567,0.45338753,8.63184022765836e-06
NCSTN,0.74835736,8.667583904262412e-06
WDR4,0.88065726,8.717572062906419e-06
TAX1BP3,1.6882807,8.743454981401029e-06
FAM32A,0.14103244,8.795792684076381e-06
CRYBG3,2.223414,8.803539394224172e-06
PCGF6,1.0713229,8.817808944197783e-06
LDB1,0.30634478,8.85671915577852e-06
GLUD1P3,0.82793003,8.919237868271992e-06
KATNA1,0.18813933,8.970371076090175e-06
ENSG00000283633,3.0744197,8.987485623362673e-06
LIMK2,0.40502515,9.03342315545109e-06
UNKL,0.32769808,9.075979925073743e-06
RFXANK,0.84094006,9.091170592728535e-06
SNRNP27,0.074229054,9.154774085465788e-06
FBXO9,0.033435483,9.277041032967952e-06
TRMT112,0.038815275,9.346365640770679e-06
RTCA-AS1,2.3136466,9.376472774900837e-06
ZNF496-DT,2.3195825,9.385081771075751e-06
ZNF677,1.613294,9.537235887961413e-06
DCBLD2,2.3042977,9.546377419248243e-06
PLXNB2,3.8290577,9.567943430954871e-06
ENSG00000271533,1.357483,9.571617250522095e-06
