,avg_log2FC,p_val_adj
FIP1L1,0.3149355,0.006943522054083023
BCAP31,0.59683186,0.006978647808463189
PHYKPL,0.5128701,0.006985631187498551
PI4KAP1,0.91994834,0.007018393179585614
LRRC37B,0.7132058,0.007021107906581637
CBFA2T2,0.32980004,0.0070846668019580936
STXBP2,0.88305634,0.007105756927112535
GMEB1,0.99083817,0.007120119916699138
ATL3,0.88720286,0.007212390025629267
BCKDHA,1.0054084,0.007222215727618202
ZNF667,4.399358,0.007292550008026033
RMND5A,0.6781683,0.007377852070642842
ARFGEF2,0.31115893,0.00738419865739004
ILRUN,0.57204527,0.0074514321655360085
GATC,1.1057808,0.007507865161949498
NDUFA10,0.39980796,0.007507865161949498
TRIM5,1.3775028,0.0075316366003280195
ASB3,0.35780087,0.007534021438117867
KRAS,0.28707054,0.0075804125060322065
CLSTN3,1.0781233,0.007625517684127144
PWP1,0.68067724,0.007637222719375601
SLC7A6,0.53150374,0.007662405194643288
STK38,0.24735248,0.007669158539494526
XIAP,0.6411523,0.007669158539494526
NUBPL,0.4304394,0.007669158539494526
UBE2F,0.57451016,0.007676254090481033
C18orf32,0.43301496,0.0076947904065242595
STXBP4,1.0390495,0.007722233690714227
POLR2B,0.41751364,0.0077464585415885166
LRRC8D,0.51318544,0.007746814862191285
GMPS,0.65188384,0.00778861499192212
RRM2B,1.4398566,0.007798277505171283
MAP2K2,0.5283824,0.007888443460417905
PSMA2,0.36996725,0.007889338280024536
HMGCR,1.0769663,0.007892362590992403
METTL25,0.8923512,0.007903911850395835
CHCHD1,0.73954344,0.007938991023949753
LINC01749,25.291931,0.007940427579315328
LINC00865,4.603111,0.00796491359445621
ALDH2,5.2566757,0.007969039521341799
ZNF862,1.0922668,0.007999901550599528
PANK2,0.6545831,0.008076416311884226
RO60,0.42370978,0.0081034665497331
SLC14A1,1.5853758,0.008130599653120575
PSMB6,0.3998079,0.008336058934458893
IPMK,0.94240546,0.008344838119426322
ZNF592,0.89615697,0.00839971884668469
LONRF1,0.97373223,0.0084034840218792
FES,2.4454925,0.008407251229653068
COMMD9,1.4342959,0.008522090712119589
GDI2,0.34544095,0.008556805341722366
GOSR1,0.32599995,0.008603162361757734
PEX11B,1.361896,0.008626622767999829
MCFD2,0.8693081,0.008647247696355874
PPP2R2D,0.32080504,0.008662699516213937
PDPR,0.69800866,0.00868108006981877
PPME1,1.2678565,0.00873155409640599
BTNL9,5.493017,0.008743050822444686
UQCRQ,0.23550881,0.008752806054630321
TRIAP1,1.354364,0.008776639301413569
IL9R,5.0188446,0.008829389588019675
PAFAH1B3,0.9937036,0.008843957290806684
SPEN-AS1,1.2346867,0.008881053687649701
TYK2,0.6683937,0.008934973406182982
P2RX4,0.8530699,0.008962846348010497
KCNQ1OT1,2.116063,0.008990007084401194
NME2,0.23898111,0.008990007084401194
CLIC4,3.2371755,0.00899521354774326
TYW1B,0.7639798,0.00902747038583277
PRAME,3.0207489,0.009062852546565863
JAK2,0.45998237,0.009089878200804312
SZRD1,0.47219858,0.009260114961305481
CCDC71L,1.991853,0.009271428643927403
EHMT2,0.9253688,0.009279250957201689
UBN1,0.5074635,0.00928275681898786
HENMT1,1.690786,0.009376016989347575
HCG11,2.1159966,0.009390781621317337
SLK,0.5485268,0.009409742717009261
KDM4B,0.5491483,0.009409742717009261
LIN52,0.7176528,0.009445862728625153
ANKRD17-DT,1.2816249,0.00944922749827464
PRKAR1A,0.39634144,0.009475415608486564
ZNF638,0.24259652,0.009500408720641704
ANKRD27,0.9414921,0.00950651663036731
FARS2,0.35427207,0.009521470463123339
PDIA3,0.23323674,0.009557347119803088
RALGAPB,0.32343596,0.009575549047504019
PLXNB2,4.8348365,0.009721157139032092
CALU,0.59286433,0.009771945106877056
WDR12,1.3736588,0.009858582462780877
CD79A,2.5812807,0.009998205898480793
TRDMT1,0.97061974,0.010007907104187636
HMG20A,0.67746747,0.010049434515579679
ZBTB7A,0.4307375,0.01006117463222286
ARMH4,0.8465023,0.010232177012124583
BTBD2,1.2458535,0.010335685671312206
ZNF444,1.5777078,0.010451155082820582
GSTCD,1.2550068,0.010457121014401542
RFWD3,0.6859997,0.01050034493596404
SLC35E2B,0.62327135,0.010560160149782095
MFSD14CP,0.32390574,0.010619818993579534
CALR,0.2562298,0.010635656214685669
U2SURP,0.21135895,0.010639389265905512
CHRNA5,5.2904944,0.010639389265905512
ZNF787,1.3173094,0.010657355059921226
SPCS2,0.26510873,0.010693370082409944
R3HDM2,0.2122846,0.010701573142735064
HSPB1,0.3928847,0.010829044701943184
ARPC1A,0.65665287,0.010849437425007075
SCARB1,3.174648,0.01085751604930379
ZNF512,0.8899445,0.01085751604930379
DOT1L,1.001162,0.010905818803719363
CTSS,0.3466075,0.01091631787959949
MBTPS1,0.29870072,0.010948105532382292
SEH1L,0.76116985,0.01097062736396135
IWS1,0.41485003,0.01097062736396135
NCOR1,0.21054676,0.010976148521618859
SERPINB6,1.03082,0.011178549904339639
SNX19,0.4901908,0.01121127044553023
MKNK1,0.9949932,0.011213232347632893
ADCY3,1.0044881,0.011226938508047618
C1QBP,0.31680438,0.011311434227406872
BRF1,0.75750375,0.01132426907911962
CCT3,0.5023192,0.011355151517169076
CDC123,0.45070222,0.011389589701047687
SNRK,0.31515986,0.011399025042904121
PRDX3,1.0299764,0.011412939020018413
AKIRIN2,0.66745424,0.011461986248099427
CEP85,2.023926,0.011481214679668785
MRPS18C,0.5604065,0.011485471586379145
LINC01572,0.76931167,0.011515251098105465
ACCS,2.076372,0.011536819068012148
CCDC136,2.0318658,0.011550887008949517
MRPL18,1.0865827,0.011570251979729555
ITFG2,0.5257941,0.011588135242905076
ANAPC5,0.31991127,0.011590162942033317
SBK1,1.4668839,0.011622462390404235
ZFP82,1.9144262,0.01163435129429455
MILR1,5.779908,0.011647010713588198
GATM,6.966103,0.01165284626560039
SNAPC3,1.4898633,0.011687588936610002
EVPL,5.413557,0.011723952949381207
DLD,0.6279389,0.011734408842972938
SNX16,3.3722856,0.011769133136346626
PPP1R1C,4.977226,0.011771960032354653
ZDHHC17,0.43044636,0.011843966908507314
TGOLN2,0.360592,0.011863780318125846
C3orf38,0.50700754,0.01187898658452593
SLC49A4,0.94693017,0.011904272304101132
TMX2,0.63994616,0.011954454666146815
QSOX1,1.1798998,0.01196743260389847
UTP6,1.2238855,0.012049132709936213
KLHL42,0.8836995,0.012148977679791137
C18orf25,0.4259472,0.012148977679791137
RNF44,0.3616289,0.012297836963439931
THOC7,0.36178768,0.012353276993128819
TOMM22,0.27619034,0.012389911764060476
MED30,0.38529748,0.012413769402001106
MXD4,0.32525742,0.01242156337714104
GLUD1P3,1.2389168,0.012433389155105251
CCM2,0.27022448,0.012475086350031755
ATP6V0E1,0.24537997,0.012501521650788133
PSENEN,0.7937612,0.012621595278912245
KIF26B,4.287827,0.012641768156369672
SOX12,1.9278256,0.012696408423559173
TRAM1,0.253492,0.012734788930328915
MBD4,0.48799717,0.01275347724233674
NARS1,0.4668147,0.01275816599211388
SHANK3,25.064152,0.012783492886285991
MVB12B,0.4838101,0.012839517515901391
DSG2,5.036427,0.01285336412964758
STX6,1.341243,0.01297205116883276
TTC28,1.2130673,0.01300782972536629
PDE6G,3.5602336,0.013102445608372993
PPP1R9B,0.9791182,0.013156345229825376
CCNB1IP1,1.2360859,0.013167954843915863
FAIM,1.6544086,0.013200820777480303
CBX5,0.5093458,0.013222684028877227
C1D,0.46281555,0.013229233945373717
SEC23IP,0.89493567,0.013257115389025046
SPACA9,2.970288,0.01326795284239145
POC1B,0.71240246,0.013489568873261382
TERF2IP,0.22461942,0.013489568873261382
PGPEP1,1.0645218,0.013502913903693308
TSPOAP1,1.0009952,0.013544369590576515
NME1,0.8271735,0.013625272500463003
LEO1,0.87305295,0.013725711419803742
SAT2,0.5756252,0.013780160659739995
MORF4L2,0.21597876,0.013783423291797929
TIPRL,0.46858114,0.013826545558201451
RTF2,0.43055627,0.0139357500235579
ZNF519,1.7986838,0.013936365151198797
RPAP3,1.0682281,0.013939661427422943
UQCC1,0.7166631,0.013965316698360429
MAGEF1,1.8764167,0.014136928546023936
PLEKHF2,1.056664,0.014165631081221224
AK2,0.69482607,0.014168975019986117
SMG5,0.69698375,0.014301076024330445
ECHS1,1.0388545,0.014301076024330445
ZNF789,1.1333815,0.014383019600703232
YIPF3,1.3343083,0.014441670474655933
CCAR2,0.7504007,0.01458107409978528
SPAG9,0.282522,0.014616187513224799
PDS5A,0.21244211,0.014634273518776234
METTL9,0.32239917,0.014699184159578568
WDR33,0.24441382,0.014773118232386747
MYO19,0.85979897,0.014811481562362724
TAPT1-AS1,1.4143589,0.014921048156646995
DLST,0.7345283,0.015021786476350411
SLC44A1,0.9982722,0.015029139047316118
CTC-338M12.4,1.8254201,0.015034581924626155
DUSP6,1.7357774,0.015093710444367523
DCAF1,0.4047782,0.015155641479975201
DMTF1,0.3733648,0.015177523369611878
IDH2,0.38923022,0.015223607377372168
MYO18A,1.0055171,0.015259148103969595
ING4,1.4531523,0.015320720075083151
LINC02785,6.6077833,0.015383794862806463
AMY2B,1.7444081,0.015402062895419547
TM2D1,0.5129107,0.015410264619737655
LARP1B,0.9650614,0.015410264619737655
SPATA13,0.28146845,0.0154471799951476
SDR39U1,0.74803746,0.015450802370097003
SLC25A13,0.5373045,0.01546884612939787
MRPL54,0.29939663,0.015519368002561991
RAB5B,1.1151991,0.015519368002561991
NSUN7,4.392117,0.015555533565130997
MAP4K3-DT,1.031678,0.015556222424353922
ADIPOR2,0.47406012,0.015615911265691845
HMGB3,2.2092066,0.015623239252906472
CKMT2-AS1,1.5750803,0.015623239252906472
GPR160,1.4296521,0.015651686719208174
KLHL8,1.1104317,0.01568117473378859
ZCRB1,0.47080925,0.015686841952800273
RBCK1,0.35061014,0.015713403627798255
SOCS7,1.4936279,0.015748981124566856
KCTD3,2.816425,0.015785630985282878
HSPA4,0.40662867,0.01579903985700713
FIG4,1.4722884,0.01582777794750563
SSR3,0.45143792,0.01588167089760546
FBXO22,0.9254618,0.015887406815939815
KDM2B,0.33140966,0.01590320470904838
ZC3H8,0.5401394,0.015906936132463845
HYI,2.490085,0.01594291025451462
IER5,0.5047165,0.01604679345159145
PRH1,0.7531611,0.01607869080079062
USF3,0.33294526,0.01612622030010507
SAMD8,0.53686637,0.016152863760739718
RAB11B,0.61517596,0.016152863760739718
ZNF134,1.5235177,0.016199273015067864
INTS1,0.7410186,0.016199273015067864
DHX29,0.6034544,0.01626867775018199
SCART1,2.0374365,0.016273517629410404
OS9,0.4128167,0.01629377874292326
GTF3C2,0.5628949,0.016350132586289156
AKAP8L,0.41784668,0.016429442932755806
CSRNP2,1.9180033,0.016486220406872903
UBE2V1,0.22982132,0.016509841879561095
PRCC,0.72343796,0.01667546157746525
SCAF4,0.39935488,0.01667546157746525
NDST1,5.8445125,0.016847130473513883
C8orf76,0.93331194,0.01686591011974311
MRPL45P2,1.4339634,0.016950675377182457
DHTKD1,1.50754,0.016961025577013237
RAP2B,0.9268472,0.016984190539742778
STAMBP,0.7685027,0.01701700811373231
SERPINE1,3.524546,0.017067033891490835
CCNK,0.25320575,0.017095387973455986
ALDH18A1,1.1490078,0.01710873484150225
MTMR4,1.1561219,0.017118100894749202
CSK,0.4232663,0.017198604356881954
MYL6,0.11570047,0.017261024029044284
RIPOR1,2.0748022,0.017277742811527424
ADARB2,2.1593018,0.017281770568320396
VRK1,0.5005303,0.017453572526431937
ERV3-1,1.332809,0.017470773132749303
WDR82,0.38642958,0.017481413780819913
MIR142HG,1.1235625,0.017650584806661682
CAAP1,0.27569363,0.01767017233123192
SUPT16H,0.3927629,0.017779700071604513
SLC25A12,0.55625236,0.017799416212494156
RPTOR,0.212889,0.017895906532102865
PIGS,1.1737568,0.01795386712999556
NKIRAS2,1.8873516,0.017976004826104945
TDRD3,0.49464074,0.017976482100819133
NUS1,0.3925578,0.017976482100819133
CMIP,0.117379434,0.018045950238848
GTF2IRD2,0.9833858,0.018056583822605655
ZNF714,0.8048071,0.018056583822605655
PDAP1,0.3527863,0.01812261136788977
SLC8A1-AS1,7.087434,0.018269645786350867
EFCAB5,3.3015027,0.018414639329303904
G3BP1,0.30564895,0.018422349550559654
TOPBP1,0.4236594,0.018427765289269718
LINC00877,4.580142,0.01847460175774965
SSBP1,0.28243688,0.01853886751209462
MAPKAPK5,0.59824437,0.018633488797402124
RLF,0.23855233,0.01876589097788212
GUSB,0.9803869,0.018788928683085303
ZNF726,2.5970528,0.018848314233982668
IFNAR1,0.46988267,0.01888788553497308
TMEM91,1.3426032,0.0189345956169294
HCFC1,0.61198854,0.019045234837502586
TCF12-DT,2.3058655,0.01908399176691443
MBD3,1.076686,0.019094325188154862
SLC25A46,0.61183083,0.0192284779211121
MZF1,0.9589241,0.019252025222042935
ADGRE5,0.1469107,0.01953044777004877
CDYL2,0.7707002,0.01961867149090836
LRRC61,2.0050259,0.019625611446842245
AGA,1.3513211,0.019677616077730706
KCMF1,0.2582781,0.01977954743188915
MRPL3,0.3522865,0.01997567286418865
ANKRD13A,0.51554763,0.0199774192204239
ZNF605,1.7790676,0.0199774192204239
MED25,1.155638,0.019984114672172735
CSTB,0.24762924,0.019984114672172735
RAB30,0.6768946,0.020080021797195084
MAVS,0.93436223,0.020102902147806564
RAB31,4.294048,0.020107515174805975
ACTR1A,1.3119395,0.020179362025592534
PSMD2,0.661859,0.020191475618247235
POLR2H,0.7282807,0.020204487714960032
TMEM219,0.33690128,0.020204487714960032
DNAJC24,1.078745,0.020323921892826224
DCHS1,2.9621494,0.020333604767856235
SNHG15,0.39687797,0.02052107565950392
THUMPD2,0.45326224,0.020634922330269506
NIFK-AS1,1.94882,0.020661286488062782
ZNF782,1.1070099,0.020797602890993038
COX6B1,0.16769725,0.020838266821360817
CMC1,0.3767073,0.02086486362663168
SMAD4,0.40980586,0.02099850925118061
DTWD1,1.2393866,0.02114202640768961
PRKAA1,0.36922517,0.02118068849815784
SNRNP40,0.6024213,0.02119203367790909
CFDP1,0.28189123,0.021194261244588845
ARHGAP27,1.0748068,0.02126566484876584
F11R,1.5945212,0.021300603059875734
SNX2,0.29898888,0.021306391979596426
TP53BP2,0.4598132,0.021306391979596426
ARF3,1.1301918,0.021329217357744033
FBXW11,0.26607507,0.021403280006734776
SUMO1,0.2274381,0.021404219520884418
GUSBP2,0.9640553,0.02140910448357811
PSMD13,0.4823802,0.021437674403698814
ZNF678,1.1329374,0.021467224608671235
FAM53C,0.44422323,0.021467224608671235
WHAMM,0.42739663,0.021489268697295314
CCT6A,0.49207047,0.02156346353097902
LCMT1,0.68671286,0.02156346353097902
SENP1,0.7132033,0.021624036079053853
VANGL1,3.074288,0.021687049597946366
AP1B1,0.72104734,0.02169332991053142
GTF2F2,0.3170216,0.021704935869772294
MRPS35,0.5469532,0.02171618102320929
CHMP2A,0.4642765,0.021718478113396243
CHPF2,1.4513963,0.021792426850503515
CBX2,6.640341,0.021798740653872432
TNFAIP2,4.3367896,0.021984778652176424
LINC02937,3.0638678,0.022005587729360156
MIER1,0.20094231,0.022005587729360156
KLHL28,0.5421156,0.022084837095807115
RTRAF,0.24284613,0.022093562084751623
KLF13,0.3745921,0.022137852360208307
CD79B,1.4153657,0.022140193896385964
ARMC1,1.0155178,0.022158798555613948
SERF2,0.110034496,0.022185558713051386
ZNF32,0.61394787,0.022189264766718276
XBP1,0.31254718,0.0221984027018126
PGGT1B,0.6334374,0.022248323555729747
UBE3D,0.6316336,0.022271097050314555
PI4K2B,0.56750107,0.022345735668404528
CPEB4,0.7540819,0.022518049696664908
G6PD,1.4251057,0.022548590996411814
CTDNEP1,0.53465563,0.022548590996411814
MBIP,0.71811867,0.022584046082221046
ZNF429,0.77172023,0.02259746997036738
ISOC2,1.9730355,0.022664786984111323
ZNF236,0.51780117,0.022775313076031332
PHTF1,0.51316667,0.022929615336891876
INPPL1,0.9708942,0.022940424142831945
ABL1,0.31504512,0.02302688878446387
ZNF675,0.9391179,0.023101632224673194
MDP1,1.1585971,0.023223959234896275
EEF2K,0.66938704,0.02327594118627924
TCEA2,0.9683467,0.023421878991957846
TMEM43,0.9611866,0.023428619619786397
CRELD2,0.93456405,0.023502436707657032
LINC02767,24.88952,0.023731293738044883
LIG3,1.4842016,0.02373234578061429
CNTLN,1.5854149,0.023973387562119287
RPAP2,0.3410546,0.023980266940282005
STPG2,3.0428703,0.02400753175151732
NEK5,4.4346952,0.024025686384538097
UFM1,0.28578803,0.024025686384538097
WASHC2C,0.5672146,0.024036566955871554
KCTD9,0.72272474,0.024036566955871554
VAV1,0.40319595,0.02414135121206078
BMS1,0.57983905,0.024403826977608678
PPP1CA,0.24882899,0.02445224248425988
CENPW,1.8941337,0.02452151615952648
ZNF667-AS1,2.6091537,0.02477761071110755
ITGB3BP,0.6410489,0.024826687735923683
ERI3,0.6525442,0.024904434313742264
NFYA,0.88258815,0.02503830101413711
NDUFA2,0.25407776,0.025077235420103237
SMC3,0.27517563,0.025088939040523315
EMC4,0.6294437,0.025201554683799577
DNAJC10,0.7614398,0.025201554683799577
ABTB2,1.933248,0.02525138171601741
TNFSF10,0.68822473,0.025329899764491088
ERGIC3,0.4925755,0.025353530568207834
HPCAL1,0.33254817,0.02562312518353371
ZFX,0.47962415,0.0257170324233129
TMEM248,0.4033149,0.02573013350486969
PGP,0.7721764,0.02573013350486969
PARP14,0.24399458,0.025877296089969228
ANAPC10,0.5974582,0.025980986160551788
ACSL4,0.39213926,0.025982125047451756
KLF3-AS1,1.4568537,0.026053267550657584
NUP153,0.25171456,0.026080639750014324
IFT74,1.496442,0.026080639750014324
CNTROB,2.41579,0.026141444866857946
SLC16A7,0.28966862,0.02614416687932233
SQLE,1.5167395,0.02620982936572035
FOXK1,0.37896568,0.02634993307684956
PI4KB,0.5639035,0.026439434038925524
LINC02100,1.2800138,0.026484656101727795
BTBD7,0.44775462,0.02651127192746416
SDF2,0.7086537,0.02652994975528478
CELF6,2.768432,0.02653430448469857
FANCL,1.3541552,0.02654821869216782
EIF1AX,0.22089185,0.026729549856531965
USF2,0.26811275,0.026729549856531965
EIF4G1,0.29393515,0.02673072899788161
MBOAT1,0.80340457,0.026884582989264248
DHX32,1.0666544,0.026942214506698876
HDAC5,0.79562163,0.02694824482752804
RNF103,0.56112087,0.027044419202326468
TMEM131,0.2754552,0.027069918096668852
RTF1,0.23204206,0.02722062223979664
WDR35,1.2690334,0.027278464893672614
USO1,0.45054898,0.027311834673783793
ZNF146,0.9021635,0.027311834673783793
HLA-DRA,0.6436193,0.027311834673783793
TRIM28,0.41073138,0.027311834673783793
RDH11,0.9150913,0.027311834673783793
ZNF846,1.862594,0.027311834673783793
CEP20,0.82236254,0.02742842104362973
MIR155HG,1.2328384,0.02797521772570537
LIMD1,0.5607183,0.028122018055487717
ICAM2,0.63005316,0.02812996178948698
KDSR,0.9300103,0.028139586736865473
PWWP3A,1.1886876,0.028199610498021728
WDR49,5.061684,0.028263117213869003
HYCC2,0.33334273,0.028439153842509203
MCTS1,0.546481,0.028439153842509203
TUBGCP4,1.4373761,0.02847385711193678
ATP6V1C1,0.93644786,0.028830596333615933
TGIF2,0.61813956,0.028830596333615933
LTBP4,1.2668132,0.028837004938827012
SLC43A2,2.844771,0.028994715501964665
MLLT11,2.6686094,0.02902139359843969
NT5M,2.8239975,0.02902139359843969
LETMD1,0.5398871,0.029169148047939818
JCHAIN,1.9640073,0.029169148047939818
SMYD2,0.6972811,0.029206831033561805
C2orf68,0.9147295,0.02928013668292372
THUMPD3-AS1,0.4637791,0.02928013668292372
SSR1,0.36153933,0.029331874110900664
SWI5,1.0007322,0.029359289705485115
DYNC2I1,0.5216216,0.02954931135012404
AEBP1,1.3722372,0.02962956792827787
ZNF559,2.0957363,0.029643166722927893
FAM20B,0.65022975,0.029771250600933347
C1orf52,0.47597906,0.02982552581442723
GNA12,0.4947835,0.030217892320602596
GLE1,1.1974655,0.03023172457890846
TRAPPC6B,1.3817879,0.03025451160654519
IDE,0.7816004,0.030259409303335
POP5,0.54976785,0.030402443424123925
TCHP,0.785954,0.03046939662333791
ANPEP,7.067336,0.03051037290379769
PATZ1,0.6134783,0.0305153111087008
GOLIM4,1.4893028,0.03060284810763988
SEPHS2,1.3167399,0.03060284810763988
CLPP,0.58437693,0.030631316886887063
TMED2,0.43586662,0.030743213456920708
EYA3,0.9071636,0.03086228477514927
USF1,1.2589571,0.03089096817317681
CTPS2,1.4910958,0.031043491360839736
PUM3,0.3325543,0.031043491360839736
CEBPZOS,0.60746455,0.03122844200345336
LRIF1,0.8001195,0.031261111011429345
IFT81,3.4398675,0.0312974994498524
CHD8,0.33817998,0.031398123760005885
DHX9,0.20525739,0.031731663955286725
EIF2AK1,0.52141595,0.03194279049281657
ANKRD6,1.9821497,0.03196484083380019
CRIPT,0.6321449,0.032046637752424605
MIR222HG,2.1243281,0.032046637752424605
ZNF81,1.3117137,0.03222364007432744
PRR14,1.1969464,0.03227807623842478
CHROMR,2.0575902,0.032292745436168495
NDUFC2,0.21130872,0.0323315960738723
DAP,0.57537466,0.0323315960738723
MSH3,0.24973483,0.03240140864828421
UBE2L3,0.2617863,0.032669589926243484
CROCCP3,1.294536,0.03269400330650396
SNRPC,0.26777235,0.03269541758952717
MCM3,1.253192,0.0328500460059172
FOSL2,0.43825778,0.03292470906044238
LINC01091,4.0936427,0.03294392699117531
ESCO1,0.31942654,0.033074407583235516
SEC24B,0.1998747,0.03310684915547612
CTR9,0.42239192,0.03318541437726711
EXD3,0.7135423,0.033280675969263075
JADE3,4.8270884,0.033280675969263075
SNHG30,1.0847208,0.033280675969263075
RFX3,0.17331526,0.03328212899192965
LINC00528,3.2132552,0.033345955199122326
C19orf18,4.1327,0.03338840154492908
PKNOX1,1.3331219,0.03343480651935078
CALCRL-AS1,3.8255482,0.03352828334207288
CHIC2,0.18998078,0.03354101868581394
FKBP3,0.4145687,0.03354101868581394
MRPL33,0.22618926,0.033591047954635786
LANCL1,0.4738265,0.03362198264096686
YBEY,0.63960356,0.03366080966734945
GM2A,2.515787,0.033744986871383297
ZSCAN2,2.956592,0.03384713485170465
URI1,0.20946783,0.033900044094545626
MIRLET7A1HG,0.9136916,0.033986734813381714
KATNIP,1.0227178,0.03420906126860803
UNKL,0.78546786,0.0344256508798314
WAPL,0.26728314,0.0344256508798314
AKR7A2,0.8207976,0.0344256508798314
ZSCAN30,1.9287845,0.034585489677487195
MMS22L,0.70015943,0.034597074436711554
MRPS5,0.44084433,0.034794568187950875
HSD17B12,0.9659937,0.03490765167924116
NEU3,1.2883434,0.03505570993275529
USE1,0.70072025,0.03515523344709466
RRAGB,1.1513968,0.03527550620855417
NAA16,0.38217998,0.035303701590676
SLC45A4,0.837012,0.03533088272346131
INF2,1.1082035,0.03533088272346131
MMP24OS,0.41628543,0.03533088272346131
ZNF106,0.34517297,0.035523827240678076
PPP1R12B,0.38291416,0.03562038871171237
AVP,4.981378,0.035837074228883
ZNF3,1.535201,0.035923968969078734
ARL11,7.0303674,0.035950011160382676
PLCB4,5.2248783,0.035974512967990924
VEGFC,6.5323014,0.03600320549680589
THRA,1.4288589,0.036209882696462026
C17orf97,4.2479815,0.03626394481851688
NFE2,3.7238183,0.0364571690742985
ZDHHC7,0.48936194,0.03647352586872965
NUDC,0.31468946,0.03664598794844061
UBFD1,2.2493846,0.03664598794844061
XAF1,0.59454066,0.036844732938166765
ZNF219,2.7510757,0.036993075983671096
ARL8B,0.30525127,0.037017663029074666
B3GNT2,0.5104281,0.037017663029074666
DNAJC7,0.32374027,0.037094219550071514
NHP2,0.34094483,0.03710225516102879
DNAJC8,0.25772357,0.03711672712477185
HRH2,1.757874,0.03714193309906196
FLVCR1,0.68458426,0.03716500810557054
ZNF880,1.1046079,0.037188096772970476
SDHAF2,0.7456039,0.037556502927040505
PTDSS2,1.6484258,0.03771607432313523
KDM5D,0.47051165,0.03786532866026355
EFTUD2,0.504287,0.03794124453108863
C3orf62,1.0580808,0.03816871085204312
TMEM30A,0.4396435,0.038240758970218
COX7A2,0.14542447,0.03829969520027138
PPP1R16B,0.10665703,0.038420019638311716
TBC1D23,0.3662305,0.0384637044278005
CZIB,0.80015594,0.03850300279711259
NFIL3,1.3096837,0.038526819593758595
RING1,0.7083623,0.03872619429026584
USP9X,0.20171076,0.03897124300893599
SCD5,3.254972,0.03926440140729313
LINC00665,4.765839,0.03927735176282727
HLTF,1.039376,0.03930609725406013
H6PD,0.8348636,0.03935066766345806
DDX49,1.0029284,0.0393952830615118
TMEM182,1.6658139,0.03941053692479861
MRPS9,0.55174506,0.039477854398239205
APPBP2,0.321444,0.03952825936209959
LINC01128,1.3975931,0.039588944037547855
OAZ2,1.3534669,0.03969974966883858
CLIP3,3.5300272,0.0397151130131655
C16orf87,0.6754792,0.039814820288408326
SLC50A1,1.3509295,0.03988046230888625
PIH1D1,0.7892107,0.040112971131828636
WDR44,0.4212169,0.040112971131828636
CGGBP1,0.29962942,0.04026595089796278
ZNF92,0.8488566,0.040311483360495746
KDM6A,0.18290132,0.040317827626475164
TUT4,0.15813106,0.04034032748080719
POLA1,0.68354034,0.0406431015714586
ZNF362,1.01942,0.040749516477012034
TRNT1,0.6688291,0.04085325677901291
SEC24C,0.45583543,0.04091047233952753
BAZ2A,0.23515804,0.04091047233952753
PMS1,0.62062365,0.041111283233005384
COPG1,0.7205941,0.041194670814792556
BAP1,0.85140574,0.04131178222798552
MRPL48,0.6201817,0.041327694699566334
CD2BP2,1.0321372,0.041409697751093925
NPTN,0.4270736,0.041477650527892526
BDH2,1.5710543,0.04149362102426853
RECK,0.84583604,0.04155695690130402
MIGA1,0.45697817,0.04170348246771568
ANO6,0.37073526,0.04179507323692543
CASC3,0.32990938,0.04204455742359861
CYP51A1,0.54934704,0.04206311477952226
TEX30,1.5660489,0.042204003904117694
APH1B,0.8596282,0.04226348326441506
DNAJC2,0.39429203,0.04228212631566776
NFX1,0.30715558,0.042320032496297566
TEP1,0.96596014,0.042391114744739236
PIGL,0.38428843,0.042391114744739236
ERO1B,0.26323313,0.042532966467032446
MTA1,0.6802887,0.04266068819791184
ILDR2,3.3606336,0.042725589190162234
DFFA,1.1317863,0.042780854895019746
PNPT1,0.59939986,0.042899484708377615
SVOPL,3.4709353,0.04295250915217566
BCOR,0.5588318,0.043137613284200585
PRELID2,2.7242322,0.04316578908720673
INAFM2,2.7808602,0.04316578908720673
CTDSPL2,0.2593292,0.04322891301341269
PDZD2,2.4579976,0.04341138727262265
MSRB2,1.0142105,0.043472362659089034
TRERF1,0.30266714,0.04375231347769771
MRPS10,0.9528147,0.04375231347769771
ZBTB21,0.508813,0.04395039124141624
UBE2Z,0.61217666,0.044074360328373856
MYH10,1.7218001,0.04412865903125736
LINC02611,1.7463704,0.04415490998786912
DCTN5,0.62237275,0.04415490998786912
HSDL1,1.6886265,0.04419679260876163
MGA,0.2777959,0.044365900093656895
POLR1F,0.50354344,0.044365900093656895
TRAPPC11,0.4897539,0.04442805224435756
ZNF426,0.93264204,0.04448715375675681
LARS2,0.3022135,0.04463957549902999
MCPH1-AS1,1.8726381,0.04464905527377855
ALG11,1.0758377,0.04465853863463086
RGS12,1.8523874,0.0446781217144417
ZNF432,1.0898515,0.04468196128352344
ZNF544,0.67024535,0.04468196128352344
FBXO7,0.2620927,0.044696507943222996
DGKD,0.261563,0.04499158725458899
DNAJC4,0.6763138,0.04499158725458899
NCBP2,0.3122481,0.045357398074453784
SLC23A1,24.833927,0.04569812075440133
POGLUT1,0.54722023,0.04576190836854397
COL23A1,6.2853026,0.04576901700287657
TMEM18,0.66380936,0.04599453106836743
HSD17B13,3.183822,0.046310151938433464
HIF1AN,0.7673694,0.04633233891204304
POM121C,0.471031,0.04638907587150074
P2RX7,1.6662159,0.046411932192036515
